Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
Q9UHR6,0.0397,0.4721,0.0672,1318886.1209717132,1387957.7964835286,1291197.562893075,1266420.619804531,1311298.6336321854,1373015.8697220483,1352237.3962472177,1342902.2462922384
Q13363,0.0352,0.463,0.0672,15627604.566110138,15647615.830577102,15080192.823343463,14406339.873605812,15164248.94357457,15953602.815208804,15395381.475994043,15385524.70373634
Q14739,-0.0442,0.4661,0.0672,41580727.38051474,43724673.02915952,44054526.66707445,42478226.26631202,39336487.390394114,40353358.380115144,40558538.473806776,45404595.57904465
P04080,0.0538,0.4583,0.0672,129922491.2027787,125809308.60707794,115501771.64891627,113313712.77184933,123221014.68177792,134983724.90754002,126370465.98029628,115501771.64891627
P60891,0.0401,0.4665,0.0672,89286517.79445224,84564580.63830283,84119940.2767017,82295286.71622364,86612778.8437634,91265697.82770352,88069352.91425523,81857666.21846065
P08575,-0.0317,0.4509,0.0672,35715586.08383545,36826761.290578924,37331205.98800842,36549353.45866549,33764296.20524395,35834470.71794871,36861583.45378697,35917399.15826793
Q9UNQ2,-0.0304,0.4808,0.0672,7386730.540158613,7241100.130594284,7512831.006524069,7336939.763692468,6882789.131484217,7342721.34342463,7299293.644964165,7165321.761321361
Q00610,-0.0458,0.4751,0.0672,123853434.09763242,131913579.88238552,126612218.021614,125150833.63414295,112683997.58675203,119370307.46882398,125809308.60707794,130898255.54495601
Q8N9N2,-0.0387,0.4691,0.0672,3486444.705018439,3523415.3668870074,3753884.2888489733,3592472.195285205,3383041.325998607,3317702.352246124,3581847.24162233,3608603.041576635
Q96KQ7,-0.026,0.4809,0.0672,9300004.218794802,9487999.67637903,9882331.837589558,9667921.042186799,9418950.520714674,9335819.193415284,9353278.923264058,9318982.557636935
Q99417,0.1603,0.4742,0.0672,19261823.733151793,16486777.707376616,12515355.27683242,13329775.897467433,19799148.225399252,14719269.519096242,16857605.024098836,17088540.753172945
Q7Z5K2,-0.0307,0.4596,0.0672,20805319.38857571,21149092.74398657,21993293.981017515,22668927.171604767,20849085.665114824,21069257.100383673,21271238.947292734,21092335.440129925
Q9HC44,-0.0437,0.4717,0.0672,3988322.6613558787,3840861.5503212386,4180537.2574042836,4216191.338694661,4191866.410327892,3877514.1625161935,3746239.4104980044,3831107.42738017
Q6ZRQ5,0.0716,0.4744,0.0672,396825.58782627917,460165.1048566227,382276.87908566586,383959.9396333776,398420.91839039314,449877.8059802253,427901.27436401305,419744.5855994316
Q96I59,-0.0412,0.4771,0.0672,2765234.577157324,2948634.5765235065,3138892.935069495,2945140.316673193,2790372.313534298,2786599.4470802937,2875924.3178968225,2942683.8242325233
Q8IZ81,-0.0436,0.4627,0.0672,1840850.5306819999,2018179.1013162965,1896513.3809459985,1831973.190251279,1730767.9620951037,1892306.5621464795,1864592.9156105574,1830440.642457674
P34932,-0.0299,0.4825,0.0672,348613988.65279925,348613988.65279925,345650513.974381,345650513.974381,329808394.78258103,329808394.78258103,340123175.11286604,352210585.9042145
Q92576,-0.0291,0.4823,0.0672,29898190.574501228,30253801.335198414,31130863.52841971,31962387.23981421,30484832.641821172,30062333.6508416,30078273.029492773,29434588.236639168
Q9BUK0,-0.0534,0.4621,0.0672,667560.7006182029,645523.9646221974,601371.5699286012,616898.4603313713,626901.6363656113,589149.2153957599,635890.680701404,573212.0172089802
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
P55060,-0.0477,0.4511,0.0672,60310384.2019722,65838143.5220482,61270233.77062238,60925634.29101795,53953772.42201059,59971327.40616421,62553035.0791473,62366131.18976766
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q06330,-0.0333,0.4655,0.0672,10155174.60977993,10096534.245005323,10735459.447324643,10285812.540089568,10358189.272318702,10113876.070783334,10062833.069765938,9552769.610043507
Q96GM5,-0.0419,0.4775,0.0672,3882227.924288092,4115804.570125312,3854432.172306922,3663025.186006888,3604482.9893172854,3757240.5135456445,3859696.1852277154,3760945.3182821283
Q8NCC3,0.0377,0.4689,0.0672,1203248.7551059597,1230726.3023041538,1208164.9938145275,1272803.8994034303,1316463.818105368,1238871.8836022236,1233931.2717939168,1225716.8217814218
Q6ZRS2,-0.0344,0.4555,0.0672,3433576.056118123,3467144.633995895,3680532.3978401464,3660651.8233105056,3500719.2384639494,3416438.9354324285,3339553.185518087,3565884.021120208
O94973,0.0312,0.478,0.0672,10741197.36805955,10793094.01350842,11575765.455025539,11335005.458213177,11114713.45977715,11244279.151767107,11335005.458213177,11448682.273414563
Q7Z5G4,0.0639,0.478,0.0672,1698959.7930894173,1631453.1976483918,1427573.3264665194,1438386.3953984948,1557928.9829204688,1536299.2181161444,1631453.1976483918,1714522.8012882208
Q8NDI1,0.0574,0.4632,0.0672,44799104.549469985,41315000.80256171,39475914.16637445,38311378.20241256,44557089.43433402,39901013.05488127,45517879.06140069,39591501.32035638
Q15651,0.0368,0.453,0.0672,9494773.340152176,9097392.577051088,9318982.557636935,9999425.368305888,10113876.070783334,9577890.823540846,9343556.264270552,9623370.34694973
Q13480,0.0267,0.4715,0.0672,3054575.649683711,3144773.868121858,3156360.128502575,3174442.0041534943,3174442.0041534943,3230699.196662472,3177362.822776828,3105665.1772024534
Q9UKS6,-0.0876,0.4673,0.0672,180670.73597862865,185479.11981284592,182661.31892452817,223263.7186088449,192637.23710819482,164356.06504817362,180670.73597862865,184536.04032588407
Q96EL3,0.062,0.4707,0.0672,12176883.774830721,11721489.62126675,10087154.05170643,9875238.630704863,11150047.960979268,11209940.229178155,11600264.137174424,11566985.392516026
P46934,-0.0302,0.4556,0.0672,4246343.796100717,4468498.254244667,4360039.969778556,4251111.593025464,4160477.2808424514,4125895.5266838185,4246343.796100717,4333373.411826207
Q9UNS2,-0.0319,0.457,0.0672,41948789.378334925,42655521.91349085,44223745.72640688,45783351.777749196,43383877.017454624,42536196.192569084,41438965.7403698,42408548.515894
Q15121,-0.0485,0.4607,0.0672,18000122.137247335,17398653.344103646,18512819.39194737,20194752.791402936,19158082.55829073,17559608.20963024,17138687.800787657,17370547.005243536
P53985,0.0506,0.4604,0.0672,18935938.370976012,19870987.994064413,19823847.51997876,20484950.771287695,19122368.08824976,19368533.52984037,20210349.712324496,22748453.426928315
P51911,-0.0504,0.4668,0.0672,366160.71027078445,364394.9474749436,390212.8034271807,382276.87908566586,381470.1301226919,365192.73762264964,347315.2156361966,348690.5451578011
Q9UJV9,0.0322,0.4536,0.0672,5609083.852709027,5785400.483609779,5538551.552937262,5370424.729032414,5517843.086496062,5795446.681797072,5692822.235296646,5666128.343882891
Q9Y276,0.0429,0.4588,0.0672,2344640.7553405142,2488290.73339039,2473788.2261880017,2457534.3139017327,2339467.360267709,2658068.7514492334,2439020.916935192,2562162.1129573244
Q92888,-0.032,0.466,0.0672,18950739.488502767,19823847.51997876,20332208.295061283,20359735.595645465,19076516.31746882,18935938.370976012,19229266.148596726,20014640.684572287
Q14197,0.0367,0.4565,0.0672,8557960.50345024,8628564.36095465,8273789.3129116,7893055.4294706965,8239958.495922785,8409429.850003026,8644676.94431549,8719017.960482765
Q96FV2,-0.0356,0.4539,0.0672,2826756.3776105237,2818974.994550187,2953962.600738264,2807712.6643096185,2880190.407963082,2769148.6882506255,2794638.7811040715,2618445.8696215143
Q9H4E7,-0.0374,0.4601,0.0672,2158615.3985886127,2247912.5793594182,2348209.4408990894,2353431.3022020925,2147204.0840067477,2161813.805339034,2231908.1402530684,2280254.764904863
P17096,0.0331,0.4587,0.0672,340123175.11286604,340123175.11286604,363077513.1247841,370347644.38631976,360585574.2720899,352210585.9042145,360585574.2720899,364334850.002019
Q8WUQ7,-0.0475,0.4589,0.0672,4769082.832731269,4908716.444061147,5322103.771757331,5494789.677773498,4829756.15046162,4780565.01585959,4867220.554227723,5231800.579452524
Q9Y3L5,0.0298,0.4517,0.0672,2099095.916135906,2158615.3985886127,2180756.985020581,2079628.4841158679,2194677.354282149,2123617.272284627,2121064.92320431,2204910.934735295
Q9UI14,-0.0435,0.4732,0.0672,990776.4076488158,966444.2791938521,1080342.2899323648,986614.9617386542,960177.6038813911,1003186.4803988162,969289.8912937839,948432.3915078348
Q96D15,0.0375,0.4795,0.0672,2169343.603986425,2168205.335498277,2112348.8913350753,2254662.887232711,2305306.651830093,2264079.175756284,2168205.335498277,2143400.3872721386
Q15942,0.0363,0.461,0.0672,33781825.38961116,32985232.999470215,31962387.23981421,32241276.979552966,34399577.502786025,34775171.64688837,32112432.125814274,32241276.979552966
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96K76,-0.0257,0.4807,0.0672,21893501.770638775,22648892.022986192,22820915.766149472,22460570.858597722,21445185.358880874,21962540.639324445,21977865.162980787,22323541.7365696
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q9GZX9,-0.0684,0.4747,0.0672,2898303.869634957,2742775.880720576,2831378.182837164,2805452.197392868,2829374.841542519,2790372.313534298,2855323.99993311,2216693.9712210996
Q96HS1,-0.0531,0.4638,0.0672,7937743.81244992,8063800.5220987545,7866270.026281688,7124209.888182407,6730781.066862339,7509197.676930474,7918223.506488268,7537905.667755604
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
O75643,-0.0262,0.454,0.0672,188955579.71284333,194967634.61948738,199009272.31158686,194967634.61948738,184739992.02038503,193716859.68132132,188955579.71284333,191904745.94779527
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q9BUP0,0.031,0.4557,0.0672,6542034.649889309,6360908.44177889,6459121.10701605,6550812.431262085,6887838.999358365,6459121.10701605,6587392.897925636,6384474.290734429
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
O15371,-0.0434,0.4534,0.0672,10096534.245005323,10647143.286562901,10504580.548023958,10477723.281452606,9428344.544697022,9844246.20886616,9999425.368305888,10974997.079012614
Q96EB1,-0.0484,0.4681,0.0672,17847380.420553375,17888641.93954833,19271694.59219324,20910394.433462236,18956826.738783304,17729716.478005815,17950992.546784382,18328799.633129377
O95139,-0.1087,0.4513,0.0672,4231145.039393287,4424655.555647939,5313510.953249813,5030563.770927885,5012930.528323997,3651643.0060830214,4275409.417902576,4569945.406559468
Q9UBB4,-0.0276,0.4547,0.0672,27127280.134702094,28243622.04241252,27035529.56410725,26993883.86292675,26048551.247316495,26589998.315295234,26942785.18575592,27109351.008125663
P62917,0.0443,0.4693,0.0672,11090844.528440317,10989231.855438178,10374436.70794735,9973895.245693933,10551373.53824522,11536485.185126213,10788572.573810022,10619636.506423304
Q96EQ0,-0.0452,0.4517,0.0672,11963568.949164957,11844857.036141943,12791729.761128593,13486958.209920015,12830217.12955385,11638262.212477043,11731232.604594361,12048458.987310607
Q7Z3T8,-0.0327,0.451,0.0672,9318982.557636935,9228332.53146482,9680215.135550773,10087154.05170643,9524195.67191643,9329323.179121718,9248519.645634914,9128007.966067728
P22234,0.0235,0.4544,0.0672,934269020.8916264,900659800.7457699,934269020.8916264,915982338.2548841,915982338.2548841,938782664.1794692,934269020.8916264,934269020.8916264
O15355,-0.0278,0.4731,0.0672,61528614.903422266,63950756.51520921,62882800.76175502,63762107.54099703,60925634.29101795,60457961.09267198,60856155.46790758,63607321.04934896
O75694,-0.0408,0.4517,0.0672,6900897.289963144,7431323.585895934,7323952.937644647,7381521.507027334,6686682.752188527,6721493.679918154,7342721.34342463,7307558.840551209
Q99487,-0.0413,0.452,0.0672,740087.0413698531,797980.7618308588,737336.2290314876,752456.4970893839,707289.3389486156,740571.4565532325,750469.4768100852,726667.7679260215
Q5JTZ9,-0.0395,0.4722,0.0672,9949450.78747437,10566430.067636887,10573942.640438778,10992244.167511608,9949450.78747437,9866869.040778415,10121344.487251064,10760545.420937156
P38646,0.0261,0.4567,0.0672,1649946477.80712,1683361813.789496,1750075152.23116,1750075152.23116,1722095088.6708715,1722095088.6708715,1722095088.6708715,1750075152.23116
P60059,-0.0573,0.4553,0.0672,508472.325696286,537312.2632690228,535178.858547757,595015.6422153274,515794.9955408113,519590.5944454882,550546.3910107947,492643.1767476685
Q658P3,-0.0431,0.4603,0.0672,1060279.5568041364,1124528.2860357976,1144412.7616005356,1059153.5738893047,999946.4146956624,1082686.7329696089,1062865.3435741619,1088163.0989748912
Q06830,-0.0277,0.4755,0.0672,1750075152.23116,1700812548.3460033,1700812548.3460033,1649946477.80712,1649946477.80712,1649946477.80712,1649946477.80712,1683361813.789496
P06280,-0.0271,0.4792,0.0672,1817565.619535845,1795983.1698773808,1769727.815620901,1782097.0808043766,1754459.0570610263,1739091.9948867338,1763199.5742666544,1733527.545186444
P36551,-0.0389,0.4713,0.0672,50691861.585280694,50936886.06674809,54136356.56108855,55281202.40845085,53251613.38096859,51304734.4689798,51100683.416752435,48532992.758525796
P30154,-0.0309,0.4568,0.0672,8466900.415205743,8976212.315965958,8591366.935719037,8431227.515537752,8148929.620477698,8466900.415205743,8374896.9612391265,8545867.392484715
Q9Y639,0.0404,0.4592,0.0672,2592384.8188223876,2683223.6140206684,2590076.7889940976,2661138.80016685,2499550.076700754,2760715.4600716317,2687360.749337116,2814333.5816387553
Q9HBM1,-0.0273,0.4579,0.0672,9480574.073222667,9461278.650495518,9154066.678908877,9335819.193415284,8989968.250709772,9032076.532278094,9114204.053200599,9376442.919716045
Q99836,-0.0471,0.4814,0.0672,1976313.9969792317,2008561.7155734603,2075946.639201025,2272692.6149053257,1967698.2402723588,1989867.0337314713,2077157.641557226,1982421.1997669109
Q13303,0.0312,0.4518,0.0672,4151486.827498708,4104358.444066406,4216191.338694661,4133789.2555008098,4356647.265559079,4216191.338694661,4278715.043524026,4016069.624278595
Q9UJS0,-0.0497,0.4596,0.0672,25637011.297945116,26602723.20665814,26589998.315295234,25111840.067064017,22119244.28145244,25614465.47452878,26072505.08452568,26015268.47367947
P08134,-0.0493,0.4822,0.0672,62882800.76175502,63436318.43473126,59527272.63345852,58139225.6211507,55643586.2760505,61359321.32620435,62235397.2099711,55166739.11321122
O43172,-0.0223,0.4747,0.0672,27467994.613022484,27415628.08504166,27997082.308289852,28271126.8018538,27087389.364287667,27499195.750769816,27240980.382295523,26968924.99795916
Q99547,0.0389,0.4566,0.0672,10265712.880415948,10050507.038211916,9432050.617847824,9414711.85518921,10050507.038211916,10398915.700676236,9805420.702253148,9746421.601880744
Q53ET0,0.0449,0.4678,0.0672,4669695.702193433,4553626.019784511,4319961.037956931,4275409.417902576,4707461.874841022,4754624.707636311,4549208.413970744,4263947.694183955
Q8IWR0,-0.0626,0.4532,0.0672,434132.6582778815,423199.11649381724,456773.8360161164,485987.2670820779,458717.59809219977,393248.7924506839,418889.155613028,442385.8943996025
Q9Y450,0.0287,0.4573,0.0672,17529093.929280788,18349893.066008728,17714148.837156694,17831672.63170002,17583120.933383986,18034886.02535608,18152687.76652204,18659587.400740534
O60870,0.0563,0.4541,0.0672,368165.74866052915,380587.71288629505,385646.0664327988,353614.5715119219,358214.22162829485,383959.9396333776,382276.87908566586,413598.97077400755
P43243,-0.0521,0.472,0.0672,64314713.05997618,68807583.88843103,63950756.51520921,63893248.22980471,57242071.259090625,60925634.29101795,63024184.95010876,69029727.33924992
Q53T59,0.0338,0.4766,0.0672,3622332.5022654436,3648205.5334386355,3583534.2683490682,3547104.4435605505,3693311.43271013,3829123.2047675806,3515190.852717128,3617936.359243665
Q8NDX1,-0.0406,0.4598,0.0672,1354432.888699271,1292540.324882353,1398232.2932966575,1346062.4275576698,1225716.8217814218,1342902.2462922384,1316463.818105368,1325170.7553851067
Q8IZH2,-0.0309,0.4802,0.0672,2048207.1326470282,2089952.365661282,2103409.8991067824,2080522.38470621,1947182.1132489783,2043981.1204729753,2036460.2588359043,2069752.6282721786
Q5VWN6,-0.0542,0.4653,0.0672,569990.164730405,560592.1628937699,592333.8917269588,597692.1006241763,605662.2719737444,518810.5063094672,555078.6968633159,542029.9858076418
P35236,-0.0506,0.4802,0.0672,1521423.3380036915,1494875.7957478066,1522816.5883581138,1697535.565050421,1561508.9849510477,1410729.378207821,1487513.168974202,1525741.8358665153
P62277,0.0692,0.4833,0.0672,47852192.43077227,49236185.16834984,41662959.266332276,39475914.16637445,43000536.975372754,45255581.84265013,47735687.44389833,49925249.786332645
O60504,0.0342,0.4693,0.0672,2041635.727318037,1930171.367344095,1991159.9681932237,2053186.6863107008,2065575.3378809835,2085273.852401148,2037448.3410638408,1971316.3322737673
Q9UH99,0.0745,0.476,0.0672,587587.9155977322,572608.4560229956,610828.9016648397,677326.7178929306,667560.7006182029,701457.3732288925,560592.1628937699,633115.28468576
P55211,-0.0379,0.4609,0.0672,919757.3024400008,944009.5113867795,873335.566850892,939129.9331932777,882254.6785513685,892954.9209270919,882254.6785513685,902399.8735412788
Q9NR30,0.0374,0.471,0.0672,20639446.558621895,21834498.658240303,21271238.947292734,20999746.986055765,20272684.546209604,21807802.561746392,21785117.367242992,22587039.934832256
Q15459,-0.0236,0.4653,0.0672,75772334.4289457,76600150.98333125,79161819.1325715,77383469.07618701,74544681.5417892,76600150.98333125,74801897.41502686,76140078.94737972
P49448,0.0457,0.4834,0.0672,4553626.019784511,4432887.073310097,4769082.832731269,4886618.274405093,4825950.37568555,5117590.643426226,4641697.968270616,4540789.160738672
Q69YN2,-0.0257,0.4701,0.0672,11755778.6988113,11824223.100793157,12469685.816451462,11999910.417615714,11721489.62126675,11674231.771328857,11721489.62126675,11799240.724096613
P30740,-0.0265,0.463,0.0672,59971327.40616421,57607458.28995372,60629637.04142049,57977467.862991974,57037396.30343333,57460148.675736174,58497005.97462922,57515292.762735955
P63261,-0.1321,0.471,0.0672,25569602.373937804,22541115.55252703,31687081.447656676,33513264.9795421,27549362.900532927,23405334.048196156,26466217.561894655,25310244.52921522
Q8IUH5,0.056,0.46,0.0672,854516.0594173019,837078.072151581,925960.887559222,956412.1750533226,996090.8458890114,882254.6785513685,881240.5767845548,933257.4728056698
O95365,0.0295,0.4766,0.0672,2880190.407963082,2989662.689522095,2996618.676303224,2919132.9737500194,3046624.190690658,3021401.1666613794,2991387.3413567627,2898303.869634957
P42285,-0.0259,0.4576,0.0672,66265730.78473813,67803716.14049326,70070627.00479116,69431536.38300173,65838143.5220482,66265730.78473813,66870220.5590099,68114819.56380334
Q2NKX9,-0.0554,0.4507,0.0672,555976.7586325444,544075.0138882,602139.3852579545,596426.7214699025,599641.2683877352,544075.0138882,523814.8265109918,531138.4916927121
Q86WP2,-0.0412,0.4619,0.0672,2762423.4967064504,2766660.194292425,3000836.5926865013,3026656.856532993,2924537.2820086656,2788566.4512772406,2742775.880720576,2707344.488003464
P46531,-0.0681,0.4677,0.0672,359861.56052470545,339903.41945160384,407962.96095895127,387805.7072880288,340538.5997137706,339269.42629359744,380587.71288629505,357314.1173898506
Q8TDG4,0.0586,0.4601,0.0672,431518.4144006084,398420.91839039314,440602.5044525789,387268.3675749246,437684.97077287344,441483.9792020568,399427.4202403173,437684.97077287344
Q9BR61,-0.0355,0.4764,0.0672,2926806.6880494743,2974998.478687442,3127753.116595278,3144773.868121858,2951094.993303621,2889741.455034788,2901500.425934048,3064250.4350896636
Q96I25,0.0369,0.4693,0.0672,81857666.21846065,80332929.92159013,76679243.07553232,82447962.74968795,84337589.9711262,80332929.92159013,78475269.9060601,84564580.63830283
Q99733,0.0257,0.4659,0.0672,109256641.48995619,109054005.5355123,109771782.68101336,110585240.87682179,113738099.33631675,112885836.08752312,109054005.5355123,108222315.99235839
P62699,0.058,0.4747,0.0672,1767899.6307243356,1759239.6077260128,1880011.9349878156,1911667.6672985835,1860139.192195751,2132593.7885319423,1810548.9608335395,1769727.815620901
P30520,0.0321,0.4749,0.0672,72488067.39487927,70452351.7624625,69098177.81119688,70183171.6352363,74081783.20514616,73082693.98532213,70276232.25980565,69431536.38300173
P62318,-0.0372,0.4519,0.0672,65031374.00213793,62235397.2099711,69218058.49647817,68807583.88843103,66646572.66115421,63339626.74832461,64314713.05997618,62678078.2175596
Q13564,-0.0271,0.481,0.0672,11544576.222928556,11834174.928772371,12072196.263780499,11483550.104875822,11344152.608100047,11492615.902879182,11638262.212477043,11310182.86914158
Q8IWS0,-0.0291,0.46,0.0672,19020069.077095103,20432217.756797746,19987759.382647447,20031257.970557123,19122368.08824976,19113824.21670462,19479699.414478306,19703202.85074469
Q9H1J1,0.0376,0.4742,0.0672,1157387.4059336202,1125281.2660287016,1203248.7551059597,1222708.3150222185,1218523.7078225967,1221504.5441959775,1165580.3901607543,1198298.905180415
Q8NCF5,-0.0427,0.4726,0.0672,2121064.92320431,2196597.7636539373,2206989.3238095054,2417953.433782951,2192948.544144037,2108725.739510794,2180756.985020581,2147204.0840067477
Q8N5M1,-0.0624,0.4571,0.0672,2463921.154771848,2370639.3190754913,2867457.85213797,2864715.1846645116,2670474.763734894,2451460.1682857494,2577276.513180605,2357656.207899176
P54278,0.0309,0.4701,0.0672,3058802.9714214397,3105665.1772024534,3035972.5796958595,3128625.356840397,3048957.7117376775,3129497.840328202,3089982.014177588,3253362.4992541363
Q969E8,0.0475,0.4765,0.0672,7101022.31597585,6780246.670608641,6649123.06819701,6542034.649889309,7342721.34342463,7311570.273552038,6619470.830670723,6542034.649889309
P83369,-0.0379,0.4531,0.0672,1168223.0621019225,1189777.7803668533,1187401.220126104,1216820.5480301834,1223783.2012377807,1120640.6110676602,1123225.6999338544,1143580.8930041085
P23434,-0.0437,0.456,0.0672,12941542.174023755,12146780.475717062,13285145.015256228,13560605.38273946,13285145.015256228,12290553.307804627,12730151.209757177,11775596.202119315
Q86VS8,-0.0455,0.4583,0.0672,23537663.49186671,23568486.172069248,24754264.865164228,26715908.640181452,25080919.422677707,22609708.402856868,23173668.791391023,24076057.973858308
Q03001,-0.0499,0.4809,0.0672,5632898.909931675,5231800.579452524,6024358.941054399,5617201.3229967,5733961.471656002,5364504.091333589,5484320.260385949,5026986.939049556
Q6P161,0.0659,0.453,0.0672,2443188.100549747,2280254.764904863,2399303.762315509,2130384.992568013,2779204.5877413037,2238097.9867066056,2369500.3936949736,2241975.0928771854
Q9Y296,0.039,0.4619,0.0672,5240005.371550047,5026986.939049556,5517843.086496062,5143986.408180334,5651389.209835734,5335822.6688389275,5203420.973386341,5182534.052135376
Q8TCN5,0.1487,0.4701,0.0672,4368016.66557607,3905493.2865853347,2884427.457850815,3019302.9077627547,4261191.477234086,3431870.3958613263,4087124.8398803445,3852670.8899652897
Q8WUA7,0.0395,0.4511,0.0672,3455861.2620645487,3190697.860399465,3223810.7187863328,3477334.3018610002,3490810.618365553,3498209.0126839248,3369179.0974090407,3279525.086006996
Q9BZK7,-0.03,0.4581,0.0672,41090121.76629811,43288240.321018465,43288240.321018465,43553935.20607079,41315000.80256171,43000536.975372754,41948789.378334925,40422804.43377125
Q8WUA2,-0.0347,0.4558,0.0672,15327549.627287531,15430323.041759284,16320455.077416252,16836325.836326182,15571216.030907277,15084091.382804995,15533806.347396895,15828009.055194573
Q00796,0.028,0.4508,0.0672,79161819.1325715,76852958.89453478,76852958.89453478,78298391.25845578,79253589.91135667,81470748.66928504,78298391.25845578,76358117.50993365
Q9GZY8,0.0575,0.4548,0.0672,2476393.179084185,2425920.025973941,2222277.87067043,2032184.2912147627,2270078.9145647828,2421807.324191121,2365597.3963156785,2416727.7857968896
Q9H9Y4,0.0573,0.4572,0.0672,4325943.373792306,4093955.2158528226,3730971.1402247604,3727749.150371444,4074083.927676583,4450718.669323681,4084692.6863999106,3817928.6472863294
Q15165,-0.0585,0.4624,0.0672,781241.6448599896,777726.8924598667,896852.5512164535,871645.0277070396,766916.9020947266,754785.7394169652,805371.8771457915,848396.1626980606
Q9BZE2,-0.0409,0.4798,0.0672,1505063.9525418493,1582634.6190790972,1484929.5235275675,1545626.34567561,1404851.9600340847,1484929.5235275675,1541348.9247446347,1480929.0978718218
Q9NPA8,0.2118,0.4747,0.0672,17418289.977314625,14675134.90542966,9370491.686562872,10211721.417973142,16386837.620129824,12489080.780195456,16281841.79393316,14384971.231039265
P31641,0.0605,0.4775,0.0672,566770.7461633385,573830.9907795389,528627.6639565045,523814.8265109918,534451.9824324319,539494.2209066446,591575.5946646599,608058.6755993125
Q9H3U1,-0.0335,0.4688,0.0672,22460570.858597722,23649942.49733719,23696331.291652232,23814475.355688132,22095389.537977085,22240208.07644391,22774857.950401697,23814475.355688132
Q96P48,-0.034,0.4726,0.0672,4319961.037956931,4439144.283456902,4615151.158255325,4638244.045374697,4263947.694183955,4325943.373792306,4360039.969778556,4537069.849844664
Q9BYD1,-0.0394,0.4663,0.0672,4424655.555647939,4591524.808604967,4528081.580045823,4938253.339382529,4471437.375747163,4531276.008166168,4293704.514206866,4580810.875682728
Q96T76,-0.1157,0.4508,0.0672,3251803.79259554,3453678.28649993,4541986.099227747,4042953.1920686984,3971810.1942337905,3337427.739797011,3379040.5431692526,3333176.9087255127
Q9UIW2,0.0264,0.4749,0.0672,17138687.800787657,17179299.323574692,18012613.0597192,17693639.763958253,17384683.78594218,17950992.546784382,17856985.019208353,17693639.763958253
Q14165,-0.0411,0.478,0.0672,8082670.864462708,8719017.960482765,8858837.29722244,8700108.907631038,7827702.254752531,8226637.197407667,8486890.012417817,8651266.496911885
Q9Y3B2,-0.0405,0.4645,0.0672,4243699.203728691,4360039.969778556,4121627.6035388764,3909285.148771005,3885861.4445657805,4100729.1578437667,4115804.570125312,3977538.5984174963
