Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
O76070,0.0327,0.4687,0.0672,56907426.3902727,54042147.15864289,55915229.33454277,57805368.1342263,58762050.34585287,57977467.862991974,56825880.202400856,54891203.300937586
P20839,0.0363,0.4511,0.0672,24281826.320647378,23756793.497160964,24106031.52737603,26197135.962520026,25508426.278383594,25800906.696535237,24696968.85671588,24241990.71860733
P30084,-0.0354,0.4578,0.0672,73244267.75888798,71586736.21478145,66870220.5590099,68648383.35361472,67440940.0425346,69646550.30390579,68227836.80856906,66646572.66115421
Q16842,0.0395,0.46,0.0672,1194355.3111394707,1277379.3122300508,1188480.012502864,1223783.2012377807,1206094.7849653575,1236671.5737157175,1245937.6558426712,1301286.4370344349
P11216,-0.0261,0.4815,0.0672,24337768.678873602,23968877.64758692,25275680.522702333,24942177.587736074,24312332.417658836,24312332.417658836,23814475.355688132,23735490.69824806
P23284,-0.0277,0.4652,0.0672,190861343.21154836,188022204.9861244,184739992.02038503,181119405.88448927,178063792.78608164,184124778.65117827,182053831.1060926,182053831.1060926
P85037,-0.0255,0.4508,0.0672,20370876.48795537,20370876.48795537,20031257.970557123,19720391.39908304,19298593.09149716,19870987.994064413,19956853.63683641,19492036.859532148
Q14689,-0.0319,0.4653,0.0672,1860139.192195751,1836687.6631918943,1862058.6189274166,1899174.1463544748,1873754.48406245,1842346.1658349275,1772175.8297329799,1763199.5742666544
Q6PK18,-0.0739,0.4775,0.0672,303563.49195692735,314780.5488567944,305594.01644413784,364394.9474749436,283172.44487541984,308755.8722253573,322052.3558782827,302619.9785803767
P56962,-0.0329,0.4836,0.0672,3218802.1705728965,3325800.6621128162,3247349.2655927544,3188363.9922069553,3035972.5796958595,3132098.731529403,3204116.4030310665,3239966.936572417
O96008,-0.0414,0.457,0.0672,14975352.326036822,15785395.152520644,14637753.905025836,14131775.501817405,13593095.43623669,14492804.381660827,14535629.133479761,14886914.165172573
Q07020,0.0571,0.4652,0.0672,12138748.144896442,11952439.43881292,11344152.608100047,10659803.734264504,10770783.32085028,13067066.926715499,12031435.095786687,11809042.441186527
Q2NKX8,-0.0428,0.4503,0.0671,10041970.944267815,10170029.865088163,10968983.26405863,11575765.455025539,10443531.29232916,10107493.849999985,10158191.423209568,10544033.621766215
Q86UU1,-0.069,0.4501,0.0671,2025780.793239212,2021103.3559296753,2543270.265044441,2357656.207899176,2293739.1770878257,2052168.2122049895,1967151.4314811726,2163486.953185255
Q15654,-0.0302,0.4504,0.0671,42362150.98982689,42100396.65126345,42408548.515894,43101085.552879445,42778144.75968128,42035205.78208103,41315000.80256171,39336487.390394114
P18847,0.026,0.4498,0.067,3564046.7986660753,3471082.464902524,3555683.422544172,3619077.621250111,3676113.95904703,3562210.522789648,3598098.7467717202,3546156.3367911596
A6NFQ2,-0.0587,0.4493,0.0668,403945.02028822777,439177.05606343085,411599.547324655,378154.13791724393,370709.7386243791,378154.13791724393,406984.13469440443,402645.5155621074
Q0VGL1,0.0793,0.4493,0.0668,5489252.870368373,5364504.091333589,4713354.557215779,4411883.576405687,4402636.794160965,5835404.848614165,5538551.552937262,5210621.426298496
Q9NNW7,-0.0319,0.4482,0.0665,47044818.89184457,46643985.20130625,47131717.53434344,48961171.086047,48268714.85383377,46281924.49339895,45783351.777749196,44187343.66862236
Q96TC7,-0.0338,0.4484,0.0665,12321781.140053425,12417403.849957043,12955061.603466108,12524839.671168158,11483550.104875822,12235035.147035617,12469685.816451462,12573810.50230326
Q8IYQ7,-0.0265,0.4484,0.0665,4823177.587950067,4769082.832731269,4823177.587950067,4992873.243303354,4805023.113150241,4794955.714128977,4707461.874841022,4634408.225327733
Q96BR5,-0.0344,0.4489,0.0665,28028086.9275323,27828622.266298667,27675421.42701238,30398874.838079274,28180647.408214048,27760063.841794755,27609454.53736157,27035529.56410725
Q14160,0.0315,0.448,0.0664,23131039.406981867,23311932.348260626,22178916.00987527,21893501.770638775,22341088.15047904,23432335.029961534,22956944.330555897,23243938.873217337
Q96B45,-0.0594,0.4477,0.0663,1559615.2543356635,1473091.4852686871,1260267.5899857085,1427177.15847902,1426781.090542995,1350628.5795815128,1373015.8697220483,1308039.3394046212
Q9BVL2,0.0321,0.4468,0.0662,11877561.32702688,11463290.590256162,11925825.445714716,11544576.222928556,12441369.198495205,11392256.273396937,11925825.445714716,11818930.208754035
Q8N4H5,-0.0749,0.4468,0.0662,2618445.8696215143,2677582.803628845,2235826.222900911,2297342.6485702936,2608652.492590383,2467578.020123349,2139582.3841338013,2063595.6503273463
O95487,-0.0453,0.4469,0.0662,3066556.85796698,3586345.350757766,3445067.954695897,3493760.22610404,3291990.655685322,3190697.860399465,3239966.936572417,3369179.0974090407
Q6P1K8,-0.0305,0.4469,0.0662,4772308.345804044,4823177.587950067,5108169.050792675,5110844.334874242,4890863.974194915,4745397.435783636,4848307.322532641,4798709.604992542
O95081,0.0774,0.447,0.0662,177651.65705731997,191477.16695039472,162743.3209195565,156951.58361719243,176773.6149450697,175035.7756747066,179912.15326947422,190897.62124223946
P62191,-0.0213,0.4453,0.0661,168364608.023305,164638051.2520487,168364608.023305,170051661.36417758,164638051.2520487,162658514.21038532,164082707.28575578,166247380.74585003
Q96L91,0.0259,0.4445,0.0661,5722619.921084313,5676794.23907272,5613453.944108458,5517843.086496062,5578657.9655635655,5732145.064707778,5780680.19675615,5711644.435405301
P63027,0.0527,0.445,0.0661,402645.5155621074,383143.4933244603,387268.3675749246,368165.74866052915,375856.15917842556,406984.13469440443,385646.0664327988,420697.1181908176
Q8NEN9,-0.0405,0.4452,0.0661,1359006.8619881896,1312052.1563032193,1422687.7453133925,1487513.168974202,1369818.6907689746,1336712.6080300293,1347640.275647545,1339722.7488741393
P05455,0.0195,0.4448,0.0661,1379625983.9982371,1379625983.9982371,1379625983.9982371,1400684719.808252,1400684719.808252,1400684719.808252,1379625983.9982371,1400684719.808252
P04066,0.0356,0.4449,0.0661,6956730.298046241,6692190.393010456,7101022.31597585,7095409.259960502,7178609.4018107075,7465682.891006813,6978604.300423112,6748403.70097642
Q16621,0.0316,0.4447,0.0661,6056143.165706065,5984357.282659908,6041387.438789178,5780680.19675615,6355016.6306720795,5949899.007870254,5947226.495482673,5994717.38441262
P62487,-0.041,0.4457,0.0661,10986220.368858088,10420052.856316771,11090844.528440317,10561896.329488045,10544033.621766215,10916012.379111147,10566430.067636887,9577890.823540846
O00165,-0.0252,0.4458,0.0661,3600873.1072911303,3603039.7063071476,3713566.107050091,3614566.8696819306,3457765.211422353,3568597.1804968077,3571740.9047247726,3596760.3846828383
P27105,0.0561,0.4455,0.0661,3547104.4435605505,3764641.4073033025,3467144.633995895,3211277.0345150265,3256383.2895645685,3779571.707237435,3608603.041576635,3815209.897910945
O43760,0.0361,0.4447,0.0661,11600264.137174424,12429106.911054738,11770228.724711277,12409768.870335225,11839514.777726492,12268786.63632485,12115884.127143672,12914091.962346286
Q9NX47,0.0658,0.4451,0.0661,269018.208621,285271.4987430944,252815.98162182225,257040.4115011415,261004.20057395997,301795.42494654213,278654.7441076441,265889.04098109255
P38919,-0.03,0.4439,0.0657,46668752.259885415,45937934.98656365,47206405.5558903,44187343.66862236,43429613.26347204,45619780.20473304,44435703.096068725,45656611.0206699
Q15628,-0.0439,0.4437,0.0657,583220.2957579817,598701.2803707555,566003.9477492573,610828.9016648397,560592.1628937699,552682.1795150412,561653.81543357,599641.2683877352
Q5T1C6,-0.0331,0.4437,0.0657,12235035.147035617,12084774.60803525,12982780.318389561,13081815.529177016,12417403.849957043,12562207.595750501,12046846.281501433,11918490.405416816
Q8TCD6,0.0445,0.4415,0.0652,1047416.6697100885,1054794.790232485,999946.4146956624,996090.8458890114,1033233.8907404118,1114414.798275002,1065427.526912521,988764.4376579865
Q9BSR8,0.0541,0.4407,0.0652,797980.7618308588,799083.5556820516,738287.353240164,687580.950598193,752456.4970893839,779002.9143276571,776351.7595446076,812517.4940513824
O94889,0.0617,0.4424,0.0652,2286155.8555636927,2272692.6149053257,2447533.1678009247,2544866.172036359,2405170.4031819464,2838638.9856370282,2418466.2260983973,2246205.4815665293
Q9H792,-0.1738,0.4406,0.0652,460787.22689350025,426771.40830679354,676313.5907814123,392323.70960443694,414284.9253097402,456773.8360161164,447871.55320085696,403945.02028822777
Q9H0U6,-0.0335,0.4426,0.0652,1751439.1925056116,1739091.9948867338,1788998.0448121636,1698959.7930894173,1627793.1706350483,1709932.6483642994,1755998.7898966437,1683699.1799687562
Q8N4A0,0.0587,0.4413,0.0652,1016649.4500994073,1005035.499513784,931082.8548914843,856936.7629324805,1044067.9299361674,1012507.1884553324,943326.6366546405,945192.9087100996
Q9Y624,0.0305,0.4423,0.0652,8246388.558728264,8466900.415205743,8486890.012417817,8279064.914937545,8141450.326965435,8639211.601295106,8388327.976428272,8822862.556578616
P35711,0.0381,0.4414,0.0652,1381628.952709862,1412913.1920477403,1342902.2462922384,1387308.539296561,1470988.5232923636,1446220.9702771008,1377098.6580469713,1344806.423411755
Q7Z403,0.049,0.4418,0.0652,607180.3599205483,628385.4193099246,613184.8979818274,590895.4482046488,578799.3956798263,667560.7006182029,631296.4794127302,631296.4794127302
Q7Z7C8,-0.0573,0.442,0.0652,2108725.739510794,2111240.967357996,2231908.1402530684,2579734.743279096,2213076.1451186417,2063595.6503273463,2127952.9914802196,2222277.87067043
O00461,0.0342,0.4423,0.0652,11287539.652232902,11731232.604594361,11608817.276546825,11287539.652232902,11212559.22713622,11591603.045768538,11536485.185126213,12394982.94030081
Q9UGU0,-0.0421,0.4416,0.0652,3850229.2539867735,3746239.4104980044,4177861.6278887256,4254981.209094059,3996917.4893155955,3848404.5909499805,3737126.5299762264,3891065.51253274
Q32P41,-0.1561,0.4407,0.0652,2257295.387670937,3211277.0345150265,2085273.852401148,2004320.736417629,2057527.810160515,2167636.853455084,2108725.739510794,2196597.7636539373
Q9Y2Z4,0.0342,0.4413,0.0652,2424122.4583838745,2586505.072147937,2363647.3097457513,2462779.578269612,2460310.9269159157,2515170.4285006677,2508975.739460814,2529212.8433906087
P42166,-0.0253,0.441,0.0652,38713832.24756551,39791495.343942106,38408372.307488,38408372.307488,37076386.02221479,38257379.45782216,37806943.404084854,38577873.89673927
P40818,0.0313,0.4394,0.065,17322486.18650737,18273802.34443558,18181651.191310477,17631179.912136987,17434802.552101836,17960108.75050612,18302262.783142824,18842891.471686136
P12429,-0.0359,0.44,0.065,7182396.56142673,6900897.289963144,7299293.644964165,7609703.38485867,7241100.130594284,6708050.782412305,7022196.857236619,7138043.882578718
Q00341,-0.0455,0.4402,0.065,35834470.71794871,37331205.98800842,38970943.3842118,41927478.67543359,37834901.93505488,35551010.45749592,36071961.5125967,38919456.56438146
P43897,-0.0365,0.4396,0.065,9577890.823540846,10107493.849999985,9494773.340152176,9531346.774858769,8874423.49036538,9617409.312523462,9738708.222288007,9291840.7643219
Q9NSA3,-0.0781,0.4393,0.065,519590.5944454882,491621.29054289724,520111.32275722135,613184.8979818274,565079.8186865349,446143.99620098964,495136.2841691802,512881.83145070967
P22532,0.051,0.4399,0.065,1585660.7931913075,1406260.8238722882,1517208.2911027714,1508306.6934698916,1559615.2543356635,1555945.1900937066,1660789.2501741534,1420648.7922124306
Q86SQ7,0.0292,0.4387,0.0648,4157958.994980451,4182675.167764965,4387585.443662046,4375573.376909371,4411883.576405687,4387585.443662046,4349035.848166826,4200567.26815731
O00148,-0.0377,0.4386,0.0648,25786340.32060201,26645422.436934117,26757971.039997905,25232794.394699078,23610776.6108388,26658168.12383548,25525118.269616913,25327980.077435832
P31350,0.0326,0.4389,0.0648,44271394.14211999,42896497.777649164,47580776.81675338,44907499.57204528,45656611.0206699,46985779.57764107,45104636.30751769,44907499.57204528
Q04917,-0.0403,0.438,0.0647,113946022.13668028,113946022.13668028,125545842.23152936,127664072.06702672,118638684.08278829,112013683.4538844,115284754.52749686,119072452.30699553
Q8WV99,-0.0477,0.4374,0.0647,4541986.099227747,4362511.670139453,4763557.424627851,5026986.939049556,4819827.255668227,4501203.250544077,4432887.073310097,4224293.6036000345
Q96JB5,-0.0319,0.4378,0.0647,9909057.765648833,10523824.36139312,10211721.417973142,10316238.740640318,9591144.234452933,9859482.26491969,9982487.848380547,10393146.521453794
Q96BK5,0.0371,0.4373,0.0647,980944.1476483986,910758.9930577516,964144.2665751037,953732.8538927736,1008668.0746544901,977846.3193156888,948432.3915078348,950758.4826175888
P07737,-0.0296,0.4377,0.0647,841056068.9735801,841056068.9735801,833665579.8493893,841056068.9735801,833665579.8493893,819092333.358128,841056068.9735801,775269511.9064928
Q9H6U8,0.0778,0.4376,0.0647,371103.7515520961,365192.73762264964,331422.9310332665,315873.2563900867,316532.30461558327,372907.3661981745,361855.47633167845,400560.4123140775
Q15363,-0.0512,0.4374,0.0647,6112335.95348779,6631654.933445292,6752384.701856864,6426608.466983568,5509726.28897647,6342742.1361688655,6396415.694455187,6619470.830670723
Q8IYB7,0.0285,0.4366,0.0641,15785395.152520644,15327549.627287531,15878581.604827004,15863631.999428278,16281841.79393316,16320455.077416252,15848485.878769968,15275546.614034053
P19623,-0.0312,0.4359,0.0636,17106125.929593723,17729716.478005815,17204319.821665224,16512831.059266288,16058496.734012835,16920660.97451785,17038665.149956755,16671557.209574943
Q15746,-0.35,0.4348,0.0635,5219188.906463631,5406052.943055914,8531016.362852678,12764298.353688268,8265670.310605117,3949537.9118184512,5392099.320483575,7267480.728336145
Q14320,-0.0273,0.4339,0.0635,59173116.728098065,57732032.43498563,60243714.47961135,61175825.99955825,60073603.4845597,57607458.28995372,56907426.3902727,57873148.97861893
Q9Y244,0.1681,0.4354,0.0635,8492719.203745078,7095409.259960502,5049050.092459967,5572326.531885206,7982881.307338719,5994717.38441262,7707368.771454577,7609703.38485867
P48643,-0.0223,0.4347,0.0635,1319217183.627175,1292816069.7042685,1292816069.7042685,1292816069.7042685,1272924212.1043327,1292816069.7042685,1272924212.1043327,1249188779.5883355
Q8IXB1,0.0299,0.4326,0.0635,8039127.883872978,7742815.207137226,7884782.727019293,7529455.562216502,7707368.771454577,8128985.082734467,7860354.835310983,7963813.747703298
P06865,0.0251,0.4319,0.0635,30346239.2205705,28964278.858481746,30657468.55339199,30346239.2205705,30657468.55339199,30836241.582521554,29949655.447594065,30253801.335198414
A6NHT5,-0.0445,0.4342,0.0635,531138.4916927121,548146.4277864004,557323.7543645713,514604.4367486723,544075.0138882,498617.21919276554,524744.8983787273,505993.54678937356
Q96RS6,-0.0372,0.4321,0.0635,29217993.481176097,31160036.33704045,33424758.48072392,32920163.60903173,30711219.81749925,30614305.93596543,30582409.475048833,30836241.582521554
P30040,0.0428,0.4327,0.0635,124198357.2062741,116025312.31221165,111060085.43799245,109256641.48995619,121106847.6821083,111707010.6311597,117948957.79653268,120908843.5862179
Q9NX07,-0.0412,0.435,0.0635,1911667.6672985835,1857501.1071549319,1779694.0551059663,1800840.2415105435,1656468.3413256477,1835370.3553117863,1793634.8821311274,1815454.37135036
Q9BRP1,-0.0258,0.4307,0.0635,6342742.1361688655,6412297.008714486,6360908.44177889,6230155.924901676,6024358.941054399,6311640.965356367,6119515.5239084205,6294229.4021801865
O15173,0.0416,0.4311,0.0635,10619636.506423304,10735459.447324643,9667921.042186799,10016302.89749565,10255047.511273248,10062833.069765938,10650736.421103014,11026867.9266925
O15379,-0.0303,0.4351,0.0635,3781476.4668799057,3696601.330313037,3882227.924288092,3710448.751289349,3683061.4311267515,3773832.6039558663,3693311.43271013,3518825.057683693
P49736,-0.0385,0.4314,0.0635,103126546.96644937,105166075.22057073,97987358.42285901,98708387.25856233,92607517.85040778,96651442.5876148,99036893.75290407,103712813.0542952
P11388,0.0354,0.4311,0.0635,4237292.145791029,4492451.817712969,4421492.711196933,4331129.383821025,4189130.5954274135,4644690.806410949,4483757.056467808,4492451.817712969
Q9UJX2,-0.0372,0.431,0.0635,9929291.996133454,9824367.173690172,11140691.288432937,10062833.069765938,9796017.428589625,9962242.508884035,9844246.20886616,10069204.67836536
O75648,0.0484,0.4322,0.0635,993178.1452550263,1057099.9859420883,968575.5301835814,935673.5916654159,976460.3649691263,1067808.9754214408,1046823.1037823071,974378.7603855391
P01112,-0.0576,0.433,0.0635,2145633.177561314,2352657.2104552053,2670474.763734894,2634315.262081273,2421134.6910478976,2310878.7915894096,2241975.0928771854,2386547.7311140033
Q6VY07,-0.0267,0.4344,0.0635,7668563.063696806,7561245.152552455,7807880.327495023,7945031.561553052,7713312.011962825,7654360.876559639,7522271.616918544,7342721.34342463
Q9UKT4,0.0308,0.4322,0.0635,7905921.7759188125,7918223.506488268,7561245.152552455,7646652.913316429,7848895.277292043,8171850.668580715,7863050.39443274,7631478.939477085
Q9Y281,-0.0427,0.4337,0.0635,3803061.055647603,3660651.8233105056,3998355.446324834,4080514.476979812,4007439.5288483854,3764641.4073033025,3632935.8994948,3593617.9539699787
