Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,V_log2.i._TMT_7_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52,D_log2.i._TMT_8_iTSA52
Q9BW91,0.13,2.6722,1.1032,25659197.77436312,25484505.080503665,26602723.20665814,27035529.56410725,29367892.03498944,28802779.414945822,28964278.858481746,27527435.755230542
Q86VM9,0.2865,2.6433,1.077,32348250.2121774,31962387.23981421,33817275.79446857,34399577.502786025,46930099.391150355,38058052.17357007,38098893.167788096,39116151.77617904
P22626,-0.1073,2.6193,1.0556,618080774.6782466,631998165.588089,645662640.0512671,648547499.4254643,575944358.522237,590778322.8315948,590778322.8315948,604263839.6588316
Q9BW27,-0.0888,2.6097,1.0487,8934995.61150603,9032076.532278094,9228332.53146482,9050194.015877372,8443327.653271753,8531016.362852678,8443327.653271753,8663276.903055867
Q9Y4K4,0.158,2.6066,1.0482,864089.9342767077,865577.8045601888,814889.5870676022,918102.1472455614,982174.3018531981,975772.0406951148,931082.8548914843,971902.8528496637
Q9Y5P4,-0.0917,2.598,1.0422,23989944.596178498,23915449.47025366,24504919.64208515,24312332.417658836,22178916.00987527,23102651.75609328,22696058.837515917,22795923.017682076
O95639,-0.1423,2.5927,1.0395,6177696.736317221,6480443.863560593,6510248.12870119,6498557.659407255,5625540.437776461,5997776.698639836,6039891.279455442,5602193.017151131
Q8N4U5,0.1885,2.5813,1.0307,808881.1356846306,766916.9020947266,719497.6054514844,717297.7799269427,860462.6290241429,902399.8735412788,833856.902711783,833856.902711783
P67870,0.1419,2.5688,1.0207,29742790.847929463,28522056.47870562,27060255.587021355,26942785.18575592,31406951.945703298,30794566.42582357,30836241.582521554,30739580.264371227
Q99570,0.0915,2.5599,1.0144,8478564.658263683,8583383.39395601,8827853.944688063,8644676.94431549,9035884.88133953,9191086.975890923,9262836.449473348,9303278.405178491
Q96KG9,-0.1068,2.5428,1.0049,16836325.836326182,16920660.97451785,17268875.428852323,17559608.20963024,15462137.320587505,16082955.351151764,16357247.558931803,15796114.010517089
P20248,0.1036,2.546,1.0049,26863893.497238338,26621281.94573183,26383329.239617486,25686944.073583547,27935397.63301453,29156876.29782227,28522056.47870562,27803675.95325716
Q9NRW3,-0.1081,2.5448,1.0049,4381430.761820312,4240502.812271813,4507661.373062451,4237292.145791029,3965116.214080201,4070128.1260241116,4044764.5959024117,4028216.4618798257
P14209,0.1898,2.5007,0.9652,1229375.2540836798,1229375.2540836798,1125281.2660287016,1204596.9245288055,1444729.9223439067,1420648.7922124306,1279571.7714148974,1320244.23403766
Q12849,-0.1019,2.4945,0.963,26048551.247316495,26048551.247316495,25080919.422677707,24963105.568829883,23192196.560042575,24155316.159883644,23828890.106958285,23989944.596178498
O95433,-0.0848,2.4935,0.963,90952280.74695778,87867327.56105918,89627393.76596087,90516126.98958683,85423304.96002021,83728605.41587293,84119940.2767017,85170824.49191953
Q16698,-0.0965,2.4879,0.9623,29189054.224270776,29257397.317801636,28304781.08865018,29539872.840563938,27733192.006879367,27060255.587021355,26554718.130581446,27415628.08504166
Q9Y2F5,0.1215,2.4902,0.9623,6241642.213183102,5974673.727240208,5808216.138460553,5711644.435405301,6403402.163031995,6543658.5530734,6418526.698265606,6442000.44632493
Q96DH6,-0.0877,2.4814,0.9581,16143265.340012306,15968688.344595496,15785395.152520644,15462137.320587505,15057617.802216172,14960887.348711947,14849301.566475874,14751112.111234823
Q86X10,-0.125,2.4691,0.9483,150932.61022042166,162743.3209195565,156951.58361719243,155578.71277921263,148366.17565760092,141443.09273648405,139024.33300507496,145363.2142364386
O75167,0.116,2.4608,0.9424,2179628.273967694,2213076.1451186417,2314777.0902294433,2344640.7553405142,2501843.629214025,2450604.9118084647,2421807.324191121,2431763.1016837084
O75663,-0.0919,2.4552,0.9391,23637972.48786527,23735490.69824806,23941301.722512998,24337768.678873602,21807802.561746392,22428054.113364372,22717079.679627813,22807612.06518765
P10398,-0.115,2.4514,0.9377,1385199.537235925,1479803.7303248823,1373015.8697220483,1412913.1920477403,1334144.0918842454,1299652.8085017742,1302816.088365984,1279571.7714148974
Q8WUH1,-0.1343,2.4454,0.934,3376827.4468409354,3350953.0674309144,3279525.086006996,3346135.6923647206,3105665.1772024534,3051264.7427597465,3167934.6405676077,2850260.7371487883
P62877,-0.1676,2.4391,0.9301,12332812.599812966,11889321.665650608,12385119.217053356,12914091.962346286,11267441.782074973,11130330.219244037,11526725.051610664,10194135.507533528
P31751,0.0904,2.4362,0.9299,13840916.971313216,13709077.899639368,14325799.301922895,14300086.123534938,15007504.450396147,14849301.566475874,14877229.902624248,15063359.013265299
P09496,0.1761,2.4343,0.9299,154682859.62395418,147843947.2861004,141343397.30551305,134983724.90754002,166247380.74585003,155491392.63588428,167614676.8005985,164082707.28575578
P31321,-0.1079,2.4234,0.9289,1908544.996839897,1824365.2438772966,1900625.2890664244,1820278.4912842417,1706649.6925006255,1788998.0448121636,1716115.0558714229,1704385.4145529277
Q8TF05,-0.0866,2.4267,0.9289,13709077.899639368,14342022.895219974,14103344.974374836,13874703.635971433,13113175.985490732,13127363.148510516,13178882.529381359,13337328.922723226
Q9UKD2,-0.1105,2.4218,0.9289,11657516.5333291,11615479.776525494,11889321.665650608,11608817.276546825,10338249.789732367,10835641.787544396,10959052.005643314,11207321.765275003
Q9Y6R0,-0.1017,2.4259,0.9289,2153434.0345961284,2100759.9985946785,2077157.641557226,2023017.0243189589,1937232.2301442942,1958642.4674895168,1982421.1997669109,1906515.4080655205
Q86Y07,0.1121,2.4307,0.9289,1055995.9712659721,1067808.9754214408,1113597.757184348,1077337.3010558356,1179511.33325007,1128250.4865291305,1204596.9245288055,1151520.4167245561
Q9NRH2,0.3025,2.4193,0.9286,105958.14159644114,108580.39411603713,122866.52574608407,95254.01079497466,120161.60561423592,137368.5341055779,137368.5341055779,137368.5341055779
Q8TDZ2,-0.1191,2.4169,0.9284,741392.9187098965,692094.5651064966,705526.7363152325,692094.5651064966,647912.9374066701,635890.680701404,648572.240117198,673879.0362260411
Q96NT0,0.1334,2.405,0.9192,1029229.5478407633,1034968.7021085664,984562.1617033824,992643.2366245287,1095744.418948643,1061734.9882110537,1105550.3802455072,1171506.4446092304
P0DP25,0.188,2.401,0.9192,123577552.0874391,122328241.37662037,113946022.13668028,120633896.4018268,146828101.31733102,125677506.37899382,139351323.14128965,136093889.3477964
P42785,-0.0981,2.4016,0.9192,8452289.140868373,8281890.055714186,8663276.903055867,8343945.01425335,7879999.295370247,8034285.733418477,7963813.747703298,7646652.913316429
O43768,0.1865,2.3889,0.9093,182053831.1060926,176643758.0970409,166247380.74585003,155045912.33316126,194967634.61948738,188955579.71284333,197727286.93836784,190861343.21154836
Q9UL33,-0.1028,2.363,0.8855,3619077.621250111,3447708.1400709213,3624701.899264123,3504486.7768010115,3346688.906529166,3287233.8476222814,3373536.265009513,3211277.0345150265
O75791,-0.0851,2.3567,0.8853,2450604.9118084647,2444915.2227028846,2507477.700424327,2463921.154771848,2378050.414888322,2327468.64232329,2324287.207485206,2272692.6149053257
P26368,-0.1068,2.3563,0.8853,161098894.15927985,160855507.2673956,159565168.6160004,163304241.31956598,154682859.62395418,152572958.95668164,148645543.5040367,143157815.15299755
Q1MSJ5,-0.0912,2.3592,0.8853,9610411.998459902,9513836.160993192,9633749.431258772,9577890.823540846,8858837.29722244,9343556.264270552,8912816.914882554,8880107.06388995
Q7KZI7,0.1959,2.3528,0.884,489254.12534169236,493702.66254148475,447871.55320085696,488257.10078548203,498617.21919276554,575263.232946858,562507.7547719041,563509.3176288973
P51397,0.1484,2.3489,0.8821,33389020.83917226,31749932.303118885,30151963.125998992,29434588.236639168,34668299.801159345,34668299.801159345,34775171.64688837,33970408.00107916
O14662,0.1095,2.3459,0.8812,1707547.416180716,1786974.6527312377,1713107.138058297,1703878.6027503477,1815454.37135036,1820278.4912842417,1896513.3809459985,1925313.5811468197
Q13144,-0.1195,2.3366,0.8741,8833976.65997861,9132304.47646673,9325313.136226838,9418950.520714674,8279064.914937545,8206554.1769976085,8492719.203745078,8816339.624244481
Q86WR7,0.1255,2.3176,0.8589,3557328.191927193,3504486.7768010115,3447708.1400709213,3250329.551518388,3721694.953677201,3867505.921778104,3767355.5614687195,3648205.5334386355
O60869,0.1318,2.3173,0.8589,144187529.18269023,141741203.20782164,131913579.88238552,131468905.63686685,153241733.48834035,149738280.31789047,149738280.31789047,148645543.5040367
Q9UJX6,-0.0972,2.3108,0.8545,3041610.527858501,3127753.116595278,3197078.4172733855,3225882.74630402,2898303.869634957,2942683.8242325233,2919132.9737500194,3009730.3352050725
Q9H9R9,0.1809,2.3012,0.847,164356.06504817362,168360.93017773874,150932.61022042166,168360.93017773874,193819.29570087275,177651.65705731997,175035.7756747066,192637.23710819482
Q02252,0.1152,2.2833,0.8412,1925313.5811468197,1881590.8253015522,1847845.697107262,1824365.2438772966,1941807.2087288185,2082052.8655538892,2085273.852401148,1993927.924236303
Q9BRT9,-0.0804,2.2855,0.8412,8531016.362852678,8234066.673906655,8452289.140868373,8281890.055714186,7924035.154529811,7816889.916014335,7911631.33224595,8029320.551228643
P51553,-0.0949,2.2842,0.8412,9724707.926970668,9675554.748784745,10096534.245005323,9796017.428589625,9329323.179121718,9254514.138530428,9325313.136226838,8885313.629326481
Q9H583,-0.1285,2.2883,0.8412,579554.8375060713,625467.4667446094,618851.5749019969,638350.8413408096,546766.8876401628,555078.6968633159,574372.7422938598,575263.232946858
Q8TBC4,-0.0891,2.2899,0.8412,11267441.782074973,11170332.388242213,11683031.614118727,11709621.03450086,10797901.532175185,10642357.080027994,10741197.36805955,10894661.602346117
Q99986,0.2098,2.2871,0.8412,9738708.222288007,10718401.810415573,9973895.245693933,9519027.30745744,10477723.281452606,11503168.304820644,11824223.100793157,12441369.198495205
A0AVK6,0.2939,2.2729,0.8329,583782.464239475,613747.7649100086,566770.7461633385,555078.6968633159,631296.4794127302,697922.1626445549,840483.6737099309,687580.950598193
Q8TEQ6,-0.1259,2.2698,0.8317,25964739.94299453,27949394.638511043,28065379.465714056,27803675.95325716,24394870.010321446,24676791.49477696,25401905.364828255,26123159.13234737
Q9BQE3,-0.192,2.2635,0.8294,8858837.29722244,9566340.883281479,9746421.601880744,9329323.179121718,7719295.898386979,8555936.94746626,8848805.38774946,7742815.207137226
P17655,0.0772,2.2641,0.8294,87053974.45924349,83931841.57527156,85285742.15684706,84119940.2767017,89762671.62320942,89160794.71442598,89627393.76596087,90516126.98958683
Q6PKG0,-0.1055,2.2518,0.8235,53163177.88425876,54136356.56108855,53251613.38096859,53466271.228734516,48441954.190884955,49046450.96414088,49046450.96414088,52479778.680573575
Q8IWX8,-0.1021,2.2522,0.8235,24130947.697382443,24294351.724367533,24843829.911350682,25856895.62487446,23003693.902023893,22696058.837515917,23019494.06992427,23610776.6108388
Q9UBB6,-0.1155,2.2551,0.8235,1245937.6558426712,1350628.5795815128,1286795.7629021932,1347640.275647545,1190529.5505379476,1220242.835093235,1186309.748707444,1229375.2540836798
Q15555,-0.1453,2.238,0.8117,13136228.756563114,13309040.31764516,13020059.448908428,12656120.80508757,10861725.17679405,11941398.58361196,12176883.774830721,12192740.721324997
Q96S82,-0.0735,2.2324,0.8112,4558140.170765581,4436771.919589994,4482720.659348213,4490689.087427073,4312647.262020002,4269249.981816011,4287667.228492015,4206602.0410559485
Q9Y5K5,-0.0923,2.2317,0.8112,31058315.735396147,31996932.79164088,31587171.28692489,32544361.862227388,29742790.847929463,28964278.858481746,30078273.029492773,30526025.78465933
Q96SI9,-0.0937,2.232,0.8112,25541794.627267968,26036811.331785727,26244858.983087357,26072505.08452568,24022137.78998606,24843829.911350682,24985892.733823434,23537663.49186671
P21359,0.1421,2.2245,0.8059,4886618.274405093,4757436.501501564,4627626.829673706,4533625.2123267045,5087116.101384156,5459919.652105132,4901246.955806887,5313510.953249813
Q6P2H3,-0.0851,2.2051,0.7884,9812903.281754991,10062833.069765938,10158191.423209568,9929291.996133454,9610411.998459902,9487999.67637903,9424639.862422379,9154066.678908877
O43175,-0.0781,2.1909,0.776,90229370.19946738,90516126.98958683,88282907.61147042,88830792.71884258,84829729.1610693,85827118.65665914,85629421.31766455,82743248.32192492
Q8NB91,0.0794,2.1799,0.7669,2786599.4470802937,2814333.5816387553,2774639.1379913255,2697710.0593242673,2959076.1844560727,2884427.457850815,2951094.993303621,2904063.2003792967
Q9UKF6,-0.0888,2.1747,0.7649,30582409.475048833,30711219.81749925,31224970.433995757,30299332.596263167,28028086.9275323,29473995.501566168,29539872.840563938,28465006.235990092
Q86Y39,-0.1669,2.1742,0.7649,550546.3910107947,570644.4169406187,624918.4720562842,613747.7649100086,516714.0223742379,502107.601209245,530031.4755144655,551670.2818969724
Q9NR50,-0.1123,2.1585,0.7511,16877279.21225107,17664930.164679725,17513896.315838207,17227440.99092198,15193296.49419822,16152746.323559923,16671557.209574943,16103327.90570568
O95721,0.0681,2.1478,0.7422,113738099.33631675,112013683.4538844,113149158.16300635,113738099.33631675,119946066.00940616,119072452.30699553,118392403.96623866,117131115.248463
O15078,-0.1156,2.1421,0.7384,2060667.6053766115,1988910.8358494523,2089952.365661282,2101269.7225397266,1919869.0625027136,1907529.9259094966,1803171.5654523463,1978272.547692256
P50583,-0.0733,2.1376,0.7365,1621961.8659702668,1615334.605952293,1617276.430886492,1566744.4045089595,1511894.8760794562,1532392.0334692067,1520148.2011562532,1538347.5508232363
Q9H1E3,0.0826,2.1366,0.7365,68498809.08888021,69646550.30390579,68928477.33429004,66646572.66115421,71700400.91325943,74081783.20514616,71272932.05611992,72785977.97286604
P29083,-0.0706,2.1278,0.7313,9209720.992418287,9027158.199891772,9242225.18347565,9120276.356787737,8772973.743091296,8802814.830698976,8700108.907631038,8575077.562496146
O95747,0.0877,2.1278,0.7313,23355174.846468717,23828890.106958285,24581707.56466876,24819109.546944104,25659197.77436312,25448705.204169523,25541794.627267968,25964739.94299453
Q9BQG2,0.0833,2.1201,0.7254,3298660.427108223,3361256.851085303,3272749.1361336885,3423377.52804643,3560341.67956749,3586345.350757766,3553877.7888892107,3449149.687247771
Q9HC38,-0.0826,2.1171,0.7242,64066285.8950507,63125571.57465685,61585129.90913761,61528614.903422266,57732032.43498563,59030092.63510117,60073603.4845597,59527272.63345852
Q05D32,0.1329,2.1152,0.724,457445.8153129838,441483.9792020568,433009.58052614063,430131.3440473986,508883.803816011,479705.5315547607,453011.23342605936,491621.29054289724
Q9BW66,0.1588,2.1128,0.7234,2661866.634276433,2583525.3336485075,2505870.796354662,2326020.385290948,2694116.2440974712,2856580.092601221,2942683.8242325233,2748831.112360255
O14974,-0.0907,2.109,0.7215,51865039.22651726,52175867.2573954,54534843.197655894,54891203.300937586,50691861.585280694,49737015.34257646,49431117.96673943,50547726.87563986
Q8WV22,-0.0815,2.1021,0.718,2343611.6727750697,2347210.615176722,2439020.916935192,2446693.086098184,2241368.532658009,2244266.7781323413,2275033.0607296983,2288161.830791657
Q8NDC0,0.2289,2.103,0.718,5503969.367401812,4721227.884387986,4572169.0955278985,4805023.113150241,5869775.356467955,5179780.598969307,5921147.73766348,5981816.566698069
Q10713,0.3192,2.0873,0.7098,20022947.534309763,21122344.18573748,25145957.619043324,27368494.678360716,29296199.400588147,27443063.606909372,29037942.536521707,30207845.59873071
Q9BY43,0.1878,2.0904,0.7098,26715908.640181452,25080919.422677707,23311932.348260626,22156891.70017962,28465006.235990092,26812260.127640836,27415628.08504166,27843698.453207355
Q96GD4,0.218,2.0869,0.7098,418889.155613028,458717.59809219977,430752.8302178967,491621.29054289724,496326.238575154,580649.7171447518,514604.4367486723,502107.601209245
Q13042,-0.1061,2.0908,0.7098,16357247.558931803,16568248.828398677,17646174.73355566,17195191.771492947,15193296.49419822,15863631.999428278,15968688.344595496,15920377.507484026
Q15269,-0.1049,2.0832,0.7078,946073.2608763286,960177.6038813911,908371.2752944313,934128.8255991756,844535.1532521937,864089.9342767077,863375.453039425,914555.5207098052
Q9Y6R4,0.0864,2.0815,0.7078,7615169.509525634,7663395.696738214,8055236.91266301,7932742.177716494,8388327.976428272,8353687.705034841,8159397.697561959,8288474.003825733
Q9UHB4,-0.1967,2.0746,0.7038,1638726.0671282227,1658938.0824008952,1909574.8235163316,1793634.8821311274,1655057.6843183339,1480929.0978718218,1461207.9627264012,1506857.5518010177
Q8IYS2,0.131,2.0741,0.7038,90178.5767334799,95254.01079497466,95254.01079497466,98075.20599093115,98075.20599093115,102254.41289891856,108580.39411603713,105958.14159644114
