Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
Q15717,-0.0605,0.6377,0.0758,19326413.923229218,20664667.288531877,18464517.142983004,17869610.46501238,18805059.560678627,19046917.908217598
P33240,0.0403,0.641,0.0758,34186837.62596651,33424758.48072392,33058088.47531798,33970408.00107916,34913692.02202131,34015077.96297822
Q8N1Q1,0.0461,0.6364,0.0758,2165190.8263814854,2108725.739510794,2092111.743590386,2167068.520462268,2214666.00365634,2151348.265530127
Q15813,-0.0495,0.6277,0.0758,14762113.992699554,15416898.56443464,14918684.17502089,13784675.595514428,14689539.561082741,14836935.345832685
P40425,-0.0432,0.629,0.0758,5339799.234937054,5393242.5242944965,5687534.772849158,5270187.720801656,5297119.115555245,5270187.720801656
P25685,-0.0501,0.6399,0.0758,29869373.24870937,31253043.84444102,29037942.536521707,28065379.465714056,29125526.828941688,29367892.03498944
P50225,-0.0535,0.6311,0.0758,4932394.799144114,5102611.74030203,4974325.106344775,4533625.2123267045,4908716.444061147,4932394.799144114
Q9C0I1,0.0428,0.6305,0.0758,13669125.103721239,13274982.652912263,13915316.240044797,14325799.301922895,13849298.15065146,13657962.764121769
O76094,-0.0484,0.635,0.0758,5949899.007870254,6201869.7650469,6006512.183326165,5613453.944108458,5855134.293020862,5984357.282659908
P49327,-0.0548,0.6302,0.0758,261707434.9208088,275620577.3023935,267536444.20053867,242780274.69471607,257620271.65866837,269736519.556752
Q8WYN0,-0.0609,0.64,0.0758,1065427.526912521,1116949.1060254877,1036547.6299874034,1025141.5230225144,1046229.866973534,996090.8458890114
Q86U38,0.0593,0.6314,0.0758,26387549.973429415,24130947.697382443,24037354.18249277,25257532.18298711,26906072.886818297,25058209.55630795
Q96C90,0.0826,0.6369,0.0758,7673280.534500007,7235749.137012244,6201869.7650469,7447931.894676911,7497145.704321789,7282247.432006147
Q9NRG7,0.1215,0.6282,0.0758,155578.71277921263,137368.5341055779,134297.513672297,150932.61022042166,148366.17565760092,162743.3209195565
Q969S9,-0.0469,0.6404,0.0758,2372143.9012470674,2491991.920139385,2410388.4761654558,2369500.3936949736,2312247.4364508307,2317181.899529166
P11413,-0.0463,0.6334,0.0758,155045912.33316126,157132218.36252487,152572958.95668164,143157815.15299755,150952925.92271543,153241733.48834035
P24539,-0.0804,0.6347,0.0758,12982780.318389561,14446450.904592196,12394982.94030081,11402064.247434309,13100046.436602324,12941542.174023755
P18887,-0.0471,0.6344,0.0758,10821980.716998663,10981359.680639023,10366688.986349078,10096534.245005323,10511604.831635237,10342761.9412056
Q86X83,-0.0577,0.6393,0.0758,1979000.5189154858,1941807.2087288185,1823551.8746714653,1801450.1010937432,1864592.9156105574,1820278.4912842417
Q9HBM1,-0.0414,0.6409,0.0758,9480574.073222667,9461278.650495518,9154066.678908877,8989968.250709772,9032076.532278094,9114204.053200599
Q9P0P0,0.0876,0.6412,0.0758,9633749.431258772,8874423.49036538,8738507.173528863,10687251.655185476,8537218.54059528,9555402.274046434
P18847,0.0419,0.6366,0.0758,3564046.7986660753,3471082.464902524,3555683.422544172,3676113.95904703,3562210.522789648,3598098.7467717202
P05114,0.058,0.6305,0.0758,64570060.81084667,61767358.97408292,70694957.5502337,69098177.81119688,67440940.0425346,67282911.95792513
Q9H7Z6,-0.0583,0.6327,0.0758,4042953.1920686984,4083558.514573088,4432887.073310097,3924756.5045576342,4180537.2574042836,3882227.924288092
O14773,-0.0645,0.6279,0.0758,5850259.787614726,6712806.844635225,6438716.329988163,6252472.515617519,5874279.864471314,5932626.346539378
Q8IX18,-0.0665,0.6287,0.0758,1339722.7488741393,1275883.2231910478,1394977.6721937095,1246896.0272453926,1218523.7078225967,1340538.812992971
O95347,-0.043,0.6297,0.0758,76358117.50993365,80568151.50442332,78800011.25755449,74245272.97558238,75772334.4289457,77383469.07618701
Q969G6,0.0477,0.6362,0.0758,4732057.160419113,4486249.914903295,4601650.8097039005,4599133.1013325555,4810116.481628633,4788403.14490609
P20933,0.0577,0.6309,0.0758,5258442.500939094,4953731.727657185,5556698.181161348,5532852.872414947,5527413.529062318,5250709.75891676
P23919,-0.0412,0.63,0.0758,12533983.211062755,12659649.442853648,12220721.946812741,11839514.777726492,12164475.663275557,12138748.144896442
Q96EK5,-0.0459,0.6358,0.0758,9205811.364199415,9538713.101170236,9787585.333609547,8896262.516716989,9242225.18347565,9329323.179121718
Q676U5,0.0539,0.6303,0.0758,17908179.02483777,16968276.74388268,18065936.535252243,19122368.08824976,18103469.5233741,17398653.344103646
P19338,0.0393,0.6285,0.0758,2487949627.3392878,2605775394.9148006,2605775394.9148006,2652113072.746938,2605775394.9148006,2605775394.9148006
Q96PY6,-0.0483,0.6384,0.0758,1391895.2195598541,1369818.6907689746,1430367.994507164,1322688.1343916885,1346062.4275576698,1360360.4241975239
O75027,-0.0795,0.633,0.0758,1967698.2402723588,2239860.3099685265,2057527.810160515,1808536.4070145378,1998182.798978184,2086288.279617192
Q5VVJ2,-0.0734,0.6413,0.0758,1028394.1871460556,1140322.8581907728,1038678.674041478,1062865.3435741619,980944.1476483986,986180.1303408927
Q9NXW9,-0.0981,0.631,0.0758,363520.2055111301,371103.7515520961,431518.4144006084,376983.62157910207,347315.2156361966,358214.22162829485
P23497,0.0515,0.6382,0.0758,263944329.31389168,266625382.61969286,249201539.48794648,261707434.9208088,277669370.0333546,263944329.31389168
Q8IWI9,-0.0416,0.6327,0.0758,5733961.471656002,5798239.31754443,5869775.356467955,5473751.654226154,5746395.857741989,5584116.423497967
Q96NB3,0.0487,0.6294,0.0758,10582886.992776148,10265712.880415948,10672193.914845506,11276999.566753943,10735459.447324643,10393146.521453794
O43663,0.0464,0.6374,0.0758,8727671.496698452,8839013.056600558,9436073.137209795,9254514.138530428,9303278.405178491,9154066.678908877
P14550,-0.0479,0.6385,0.0758,27549362.900532927,27921407.637192592,26502986.798789006,25771781.989747494,25940175.23956551,27109351.008125663
P57081,-0.0537,0.6405,0.0758,13067066.926715499,12991561.96964127,13235379.16746891,11780966.127212504,12941542.174023755,12905769.963628443
Q7L2E3,-0.0531,0.6346,0.0758,10062833.069765938,10672193.914845506,10294005.694874143,9443144.460009707,10028423.904923944,10255047.511273248
Q9ULK4,-0.0476,0.6279,0.0758,1598947.9551494743,1641387.646857225,1694559.096558684,1572439.0210329227,1575456.1069676245,1597497.9398687407
P02545,0.0417,0.6264,0.0747,290880702.9091187,290880702.9091187,294441182.59795123,309812881.6474046,294441182.59795123,292130137.48866314
Q9NYJ1,0.0763,0.6256,0.0742,9007393.011769699,8462195.115052896,8152615.813973707,9692225.90074923,8134413.223151877,9027158.199891772
Q9H944,-0.0506,0.6242,0.0741,4351849.155952476,4193791.624962257,4170544.03348362,3911998.1300479323,4198429.728636935,4093955.2158528226
P30520,0.0449,0.6251,0.0741,72488067.39487927,70452351.7624625,69098177.81119688,74081783.20514616,73082693.98532213,70276232.25980565
O94851,-0.0678,0.6246,0.0741,2260517.8669957505,2224129.2212871993,2158615.3985886127,2010123.8745109916,2019890.7174564784,2270078.9145647828
P81605,-0.4126,0.6246,0.0741,3200221.9824013454,1341355.3742002086,2912609.422371397,1793634.8821311274,2099095.916135906,1672339.70102518
Q16539,0.0522,0.6244,0.0741,8679922.976920884,8983414.179191874,8607743.635140827,8614064.108967558,9054282.125231799,9406285.363542194
P61011,-0.0574,0.6238,0.0739,13932213.2048523,14554112.784684276,13546568.396774102,12619203.611499676,13780444.99321812,13751889.101961479
A5D8V6,0.0467,0.6235,0.0739,3094129.8449897636,2986705.791861,3141125.6422609542,3247349.2655927544,3105665.1772024534,3114349.0776921706
P00519,0.0546,0.6211,0.0735,5812770.344942408,6252472.515617519,5772225.095345872,5936778.842472218,6306950.764009155,6170317.004053729
P46779,-0.0424,0.621,0.0735,12192740.721324997,12508070.151815297,12751884.398146024,11813639.767864803,11952439.43881292,12378448.719513563
Q9H019,0.0611,0.6205,0.0735,1082686.7329696089,1073794.6266517944,1106367.9510855242,1186309.748707444,1072277.1464909406,1124528.2860357976
P42694,-0.041,0.6229,0.0735,4749693.70422272,4792213.423532451,4947039.197658816,4757436.501501564,4634408.225327733,4604640.296013842
Q9NSP4,0.0708,0.6206,0.0735,1043605.2454524399,1025141.5230225144,1100887.0449382134,1167599.5263245108,1027167.9626736606,1113597.757184348
P10109,0.0535,0.6226,0.0735,11615479.776525494,11244279.151767107,12227512.129340906,12633533.14764079,11740516.968158217,11813639.767864803
Q9UK99,0.0503,0.6209,0.0735,2052168.2122049895,2032184.2912147627,2165190.8263814854,2203233.545591571,2104975.775680743,2122991.55247635
P78540,0.0421,0.6222,0.0735,5360773.68624696,5283999.612099107,5446957.61368853,5647044.0715696355,5432394.721802826,5387784.662362337
P57737,-0.0541,0.6209,0.0735,15462137.320587505,15546016.642342636,14492804.381660827,14564177.974782601,13976332.209206065,15023118.261650821
Q5VIR6,0.078,0.6212,0.0735,1567395.1855029885,1609656.031380361,1567395.1855029885,1520785.6359340898,1830440.642457674,1626555.4447480447
Q86Y56,-0.061,0.6169,0.0731,6784344.83283361,7465682.891006813,6748403.70097642,6376712.691194114,6855937.466931978,6775692.490993796
P78332,-0.0408,0.6195,0.0731,14359935.467290537,14486801.84442238,15233647.26686342,14342022.895219974,14145574.648064353,14098906.725824941
Q9BYG5,0.0483,0.6168,0.0731,3039613.584819133,3153583.3197703,3087046.492143819,3119325.8797353623,3307216.5207387917,3111955.004519801
Q969E8,0.0599,0.6175,0.0731,7101022.31597585,6780246.670608641,6649123.06819701,7342721.34342463,7311570.273552038,6619470.830670723
Q96CW6,0.059,0.6176,0.0731,4800073.7120841695,4977307.571224762,5291947.79924727,5489252.870368373,5041725.565713911,5069311.334958636
Q14108,-0.0635,0.6169,0.0731,2760715.4600716317,2964481.966717873,2677582.803628845,2543270.265044441,2776122.135483876,2673643.461863918
Q86XP3,-0.0427,0.6191,0.0731,16807025.68824376,17529093.929280788,16877279.21225107,16120952.258051312,16512831.059266288,16786262.7226042
O43920,-0.0495,0.6186,0.0731,3604482.9893172854,3622332.5022654436,3420596.427815908,3352817.323240473,3392836.17567115,3480778.9580878015
P30536,-0.0899,0.6192,0.0731,1866500.170821304,1890459.2227252412,1726978.1630463758,1497639.2501240352,1850227.856970057,1774362.3895122635
O94762,-0.0622,0.6181,0.0731,1239317.9919455915,1306308.476711759,1217893.9642372646,1251383.8850539515,1164825.6991414733,1166976.3152687072
P61604,0.0415,0.6178,0.0731,1194373686.002406,1194373686.002406,1147822783.2600098,1229304533.2132661,1194373686.002406,1194373686.002406
Q7Z3D4,0.0626,0.6183,0.0731,552682.1795150412,542029.9858076418,537312.2632690228,573212.0172089802,576927.1251334494,544075.0138882
Q96FV9,-0.0534,0.6172,0.0731,20541150.745053574,21207549.00757138,21311594.03400842,18956826.738783304,20370876.48795537,21069257.100383673
Q9UIM3,0.0454,0.6158,0.0728,7050787.989009812,6716710.419366168,6812331.829969442,7235749.137012244,6907580.933641982,6965573.938573798
Q9NRR4,-0.057,0.6158,0.0728,2027389.55079406,2065575.3378809835,1891382.6668956538,1887043.422102095,1939257.1497777952,1892306.5621464795
Q06124,-0.0366,0.6162,0.0728,43955770.54346357,44054526.66707445,43211034.06267022,41858692.42973253,42896497.777649164,42408548.515894
Q8N5K1,-0.1008,0.6152,0.0726,7311570.273552038,7282247.432006147,7577618.827728729,8048630.643388999,5863906.950335125,6635293.0341350585
Q96T88,-0.0666,0.6143,0.0726,1071767.8616114727,1166278.147907901,1128250.4865291305,1037258.2059370644,1032114.8808385772,1125281.2660287016
O75674,0.0435,0.6143,0.0726,7898004.778549102,7609703.38485867,7598529.508615969,8063800.5220987545,7893055.4294706965,7713312.011962825
Q96LB3,0.0521,0.6146,0.0726,6311640.965356367,6150932.059600122,6738343.342091179,6821535.453017724,6516364.571477717,6446334.808117119
Q96TC7,-0.0499,0.6148,0.0726,12321781.140053425,12417403.849957043,12955061.603466108,11483550.104875822,12235035.147035617,12469685.816451462
P11177,-0.05,0.6141,0.0726,15363897.092040824,15627604.566110138,15219168.568638235,14011261.611963479,15275546.614034053,15080192.823343463
P51970,0.0547,0.6078,0.0724,17664930.164679725,17559608.20963024,16633860.013212204,16877279.21225107,18302262.783142824,18362504.518498328
