Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
P05388,-0.0121,0.1426,0.0188,172963984.20773742,172229239.48168293,177380733.92373636,166871272.50617963,175204944.5912022,172963984.20773742
Q9BYB4,0.0146,0.1435,0.0188,17831672.63170002,17370547.005243536,19076516.31746882,18292722.485846724,18083926.20758692,18114774.740246702
Q9ULT8,0.0137,0.1436,0.0188,3632935.8994948,3509804.9807733633,3690938.0694157793,3703946.5264208834,3555683.422544172,3610657.087465622
P57740,-0.0176,0.1424,0.0188,8983414.179191874,9709160.243488666,9418950.520714674,8651266.496911885,9505879.085216612,9443144.460009707
Q14156,-0.0187,0.1438,0.0188,1704892.3771046253,1862058.6189274166,1688433.689184274,1722536.245891626,1751439.1925056116,1682604.1651552722
Q13363,0.0136,0.1435,0.0188,15627604.566110138,15647615.830577102,15080192.823343463,15164248.94357457,15953602.815208804,15395381.475994043
O00399,0.0149,0.1429,0.0188,5790791.691797946,5589342.765239544,5587666.944027451,5777622.087220306,5822607.541205141,5440817.211234606
P49675,0.0178,0.1441,0.0188,1021740.5433649721,946073.2608763286,983297.3709555237,997054.1472770815,1001638.8952743632,971083.851625388
Q02446,-0.0192,0.1438,0.0188,1035830.9712511258,1013689.899089409,1092055.2218151353,1060279.5568041364,979144.3169224476,1041309.6788022214
Q9UHQ1,-0.0125,0.1423,0.0188,6668602.383275571,6678119.829047169,6610465.9707611995,6460810.501111991,6745436.392862482,6459121.10701605
P09960,0.0115,0.1433,0.0188,75924178.61993639,74983262.89262083,77077297.35773867,77234862.67863268,76852958.89453478,74320485.99475193
P61018,0.0223,0.1444,0.0188,1330205.6931778595,1295359.4616506377,1204596.9245288055,1215915.9959473412,1361655.1642176574,1289348.01381673
Q96SK2,-0.0168,0.1425,0.0188,1892306.5621464795,1873754.48406245,1962292.2748487468,1925313.5811468197,1784146.3984034224,1917575.445669538
Q8WUW1,-0.0649,0.1429,0.0188,3024551.4676145525,2490577.786951389,1913715.0241541406,2416727.7857968896,2211924.236323915,2435008.4363273787
O95166,0.0147,0.1449,0.0188,7840222.136349006,7598529.508615969,7452493.1836793795,7820960.30179563,7767646.523891765,7399174.281476404
Q9BUF5,-0.0111,0.1435,0.0188,15153113.731666647,15203144.557437079,15129346.530877197,14730183.633271338,15183454.810188984,14949287.294921497
Q9Y5Q8,-0.013,0.1431,0.0188,15416898.56443464,15920377.507484026,15688599.012431923,14986082.364860857,15504870.06458598,15828009.055194573
Q96ER9,0.0146,0.1439,0.0188,2525474.2302216566,2655020.5372410226,2715854.2560255383,2625686.824179309,2670474.763734894,2631085.3348750756
Q9HCU9,0.0187,0.143,0.0188,1014878.4230379963,1065427.526912521,1016649.4500994073,1082686.7329696089,997054.1472770815,1038678.674041478
P48960,0.0299,0.1439,0.0188,871048.1650376194,867592.9294000737,1054794.790232485,1001638.8952743632,874712.3150055722,957204.2387783616
Q8IZL8,-0.0147,0.1434,0.0188,4848307.322532641,4930446.86928049,4904781.202543861,4604640.296013842,4964466.403501864,4877618.559689329
O43542,0.0184,0.1435,0.0188,836606.6267312611,805371.8771457915,865577.8045601888,843730.0737665107,865577.8045601888,814889.5870676022
Q8IUF1,-0.0144,0.1439,0.0188,5082604.035042698,5033627.510378067,5281349.697437742,4867220.554227723,5156994.013111231,5126779.752789556
Q5MNZ6,0.017,0.1421,0.0188,3800067.0140980897,3783829.102961528,4032158.080394656,4084125.5611162074,3889040.8821738767,3708155.953943483
Q9NTG7,0.0266,0.1426,0.0188,32654489.082685366,29949655.447594065,26391771.565396782,29949655.447594065,32266169.238543086,27921407.637192592
P28070,-0.0109,0.1421,0.0188,49737015.34257646,49995845.133094676,50094230.23038589,49431117.96673943,50094230.23038589,48268714.85383377
O00291,-0.0126,0.1446,0.0188,9248519.645634914,9142100.322314244,8874423.49036538,9016481.62506439,8952981.596248243,8896262.516716989
Q9Y244,0.0792,0.1426,0.0188,8492719.203745078,7095409.259960502,5049050.092459967,7982881.307338719,5994717.38441262,7707368.771454577
Q8WXD5,0.0204,0.1419,0.0187,3575676.307470973,3478467.474174365,3928148.664043129,3877514.1625161935,3480778.9580878015,3710448.751289349
Q6P3R8,-0.0656,0.1414,0.0184,2206989.3238095054,2063595.6503273463,2816615.085671545,2692542.898910796,1897399.4849737093,2137400.9285671655
O60476,-0.0142,0.1415,0.0184,1254378.8857282375,1251383.8850539515,1299652.8085017742,1237953.7879782787,1246896.0272453926,1260267.5899857085
O15156,0.0154,0.1411,0.0183,1989867.0337314713,1964361.552400513,1971316.3322737673,1906515.4080655205,2057527.810160515,1988910.8358494523
Q6IBW4,0.0166,0.1411,0.0183,1407596.3816939332,1361655.1642176574,1316463.818105368,1342902.2462922384,1390549.5085103202,1374818.5003371476
Q9HAT2,-0.0151,0.1409,0.0182,3178433.18355255,3076650.423947755,3233330.24969467,3208136.3970307335,3138892.935069495,2985306.8326683715
Q16595,-0.0717,0.1407,0.0182,6355016.6306720795,5629732.8794224085,4018928.2764931107,5772225.095345872,4426915.6682347795,4947039.197658816
P82675,0.0189,0.1407,0.0182,2453879.372086822,2411879.7677820604,2213076.1451186417,2457534.3139017327,2343611.6727750697,2328679.771110346
P0DI82,-0.0378,0.1404,0.018,179912.15326947422,192637.23710819482,161139.01653102715,168360.93017773874,187393.64723832443,161139.01653102715
Q7Z569,-0.0161,0.1401,0.0178,16887897.714313135,17005651.357282665,18706368.92706574,17664930.164679725,16938057.894598715,17088540.753172945
O95336,0.0276,0.1383,0.0175,50728163.28655685,48723065.83483661,39436788.05946769,48166568.47334583,48268714.85383377,44345047.927712634
Q9H7Z7,-0.0152,0.1398,0.0175,14118785.134783026,14365779.090496942,13242381.289911073,13446820.20034139,13889654.235496469,13709077.899639368
O43678,-0.0537,0.1382,0.0175,5283999.612099107,4644690.806410949,3670509.7914492292,4627626.829673706,3937755.077850141,4464386.0301214885
O76095,-0.0239,0.1395,0.0175,1007525.4214498949,1019583.7750994925,905831.1521860206,892954.9209270919,991547.6507006411,983297.3709555237
Q00765,-0.0109,0.138,0.0175,16312002.999886712,16454062.467454504,16548509.320287066,16486777.707376616,15920377.507484026,16236732.542529983
Q9NXV6,-0.0112,0.1383,0.0175,11744096.646309538,11877561.32702688,12316704.248934519,11870548.145820837,11799240.724096613,11770228.724711277
Q9UHA4,0.0196,0.1384,0.0175,2881827.7580868625,2839838.172964329,2613479.622749023,2645146.3042649287,2910213.9321087734,2844180.9241996026
Q96HY6,-0.0126,0.1392,0.0175,3971810.1942337905,3936445.7630131408,4030424.119114154,3928148.664043129,4016069.624278595,3819077.0870706295
P54687,0.0113,0.1384,0.0175,76022213.6982196,73857317.55225952,74983262.89262083,75629119.13937415,76140078.94737972,73494248.17382918
Q96A47,-0.0318,0.1383,0.0175,453658.6903755163,524744.8983787273,490311.3048822798,434132.6582778815,535178.858547757,458717.59809219977
P24534,0.0198,0.1382,0.0175,253806412.69546136,257620271.65866837,223846532.59125918,238266411.87449247,250673071.0839222,252152369.2200913
O75427,-0.0164,0.1386,0.0175,1776597.1114338683,1851297.113080765,1953671.7097158204,1800230.588388074,1814246.8569478863,1869402.0494480731
O14656,-0.0159,0.1386,0.0175,3473814.099770036,3520564.954727296,3617936.359243665,3305916.5110235233,3641171.7196543156,3484515.012895204
O00299,-0.0104,0.1393,0.0175,951984286.7424883,951984286.7424883,951984286.7424883,938782664.1794692,927352229.191615,951984286.7424883
P50453,-0.0113,0.1387,0.0175,61857192.079217575,60856155.46790758,63265101.53616324,62366131.18976766,60399202.71741851,60629637.04142049
Q9HB09,0.0285,0.139,0.0175,289040.00915190193,275215.36481801607,276169.04968506226,303563.49195692735,261004.20057395997,287433.47404801415
Q8N1G0,-0.0162,0.1386,0.0175,2728327.517522651,2844180.9241996026,2991387.3413567627,2901500.425934048,2742775.880720576,2771208.8656921117
Q9HA65,-0.0146,0.1391,0.0175,1049008.3056522799,1076357.991145411,1050074.7793276224,1053990.2130155647,1041309.6788022214,1029229.5478407633
P05412,0.0166,0.1379,0.0174,1986302.484438597,1957179.2339286848,1943606.9018677452,2078234.4986757815,1893801.314828695,1947182.1132489783
Q9H5V9,-0.0118,0.1377,0.0173,5120736.560606534,5222304.320814126,5392099.320483575,5140124.631910479,5192720.632189699,5177757.006167502
O15118,0.0245,0.1376,0.0173,3379040.5431692526,3490810.618365553,3117122.6902044346,3013884.856307465,3635156.8895144565,3449149.687247771
Q9BTC0,0.0105,0.1376,0.0173,10682480.44290799,10779166.499300998,11006655.957190739,10902195.420660915,10851983.775408095,10750265.911333548
P61088,0.0632,0.1366,0.0172,53318702.227648914,47580776.81675338,34516680.25767051,51368501.04330743,40977650.43245877,48371802.74193626
Q9P1U0,-0.0246,0.1354,0.0172,661020.6334849241,740571.4565532325,797042.4015119951,696031.6913305043,735459.6364530837,716271.7414462029
Q8N573,0.0238,0.1354,0.0172,20590745.08972247,21421742.327418476,25058209.55630795,24281826.320647378,21472044.93464752,21993293.981017515
P12956,-0.01,0.1355,0.0172,519993277.05412984,519993277.05412984,519993277.05412984,509875451.98111457,509875451.98111457,519993277.05412984
Q9NQG6,-0.0149,0.1367,0.0172,2520160.7339763925,2574191.067732408,2479166.7493041875,2387379.6719690524,2532460.647239961,2530808.068902558
P25815,-0.0635,0.1362,0.0172,3545208.483441554,3272749.1361336885,2227244.5606179605,3033582.970714731,2783377.0387586444,2792803.1721792095
Q13228,0.0117,0.1351,0.0172,47131717.53434344,45656611.0206699,48532992.758525796,47580776.81675338,47411810.49761068,46606322.98920865
O94788,-0.0137,0.1356,0.0172,279621846.4712607,281703426.27710825,277669370.0333546,288454680.0942499,272509180.0403736,265112683.08524424
P62330,-0.0167,0.1357,0.0172,2468729.983233887,2343611.6727750697,2592384.8188223876,2462779.578269612,2344640.7553405142,2466626.403196131
Q96B01,-0.0172,0.1359,0.0172,2746475.078056473,2600646.338383274,2733096.6161845597,2766660.194292425,2677582.803628845,2491991.920139385
P47755,-0.0139,0.135,0.0172,19149362.121602513,18646034.426878408,20097980.403061446,19638246.61837936,18567237.678587824,18776904.51629745
P50897,-0.019,0.1354,0.0172,8789910.712872572,8905105.422489295,7956529.010432412,7951683.257859615,8607743.635140827,8607743.635140827
Q01968,-0.019,0.1362,0.0172,812517.4940513824,858696.2167568154,860462.6290241429,871645.0277070396,812517.4940513824,799083.5556820516
P17900,-0.0148,0.1363,0.0172,6119515.5239084205,5939616.443809471,6317508.239038851,6297307.387553144,5895606.480212969,5885059.007187672
P20674,0.0745,0.1355,0.0172,20882510.823356576,17931906.173404988,11941398.58361196,19261823.733151793,15609550.201411797,18292722.485846724
Q6ZNJ1,0.0186,0.1367,0.0172,2275033.0607296983,2335704.024752963,2549716.192928654,2495463.0646644956,2301971.6733752303,2410388.4761654558
Q5UCC4,-0.017,0.1361,0.0172,2600646.338383274,2647864.397453467,2490577.786951389,2417440.7334394786,2648780.0698901154,2536534.1793763116
O75127,0.0264,0.1369,0.0172,954629.7026537546,987919.7780614678,829410.3357331423,881240.5767845548,945192.9087100996,980283.5242066056
P35251,-0.0142,0.1364,0.0172,3943297.808198897,3757240.5135456445,3918753.7559551373,3921320.7138632666,3833782.045641509,3680532.3978401464
P18615,-0.0122,0.1358,0.0172,19579801.321030308,19298593.09149716,20468786.80689382,19870987.994064413,19261823.733151793,19352228.322170403
Q8WVJ2,0.0113,0.135,0.0172,19312752.774078988,19020069.077095103,18757204.701655682,19281072.27012299,19190016.151415125,18722453.620268922
P51572,-0.0121,0.1368,0.0172,86349399.55624376,87053974.45924349,83133894.96138306,85285742.15684706,83649041.30749568,83931841.57527156
Q9Y680,0.0129,0.1372,0.0172,5943331.04096617,5921147.73766348,6294229.4021801865,6155256.982792814,6046457.404872032,6006512.183326165
P22415,0.0167,0.1351,0.0172,2261980.622965985,2043981.1204729753,2172560.797985274,2214666.00365634,2165190.8263814854,2134316.5738372398
Q01813,0.0102,0.1352,0.0172,74425690.72473414,74544681.5417892,76600150.98333125,76140078.94737972,74983262.89262083,74654094.85137428
Q8ND24,-0.0154,0.1348,0.0171,18978540.450419184,18962915.81293532,20484950.771287695,20031257.970557123,18659587.400740534,18757204.701655682
Q13901,0.0305,0.1346,0.017,1033233.8907404118,1012507.1884553324,815993.5879334183,998733.695206434,905831.1521860206,1001638.8952743632
P54105,-0.0139,0.1342,0.0169,94320348.95190035,95233390.45559016,91265697.82770352,95979831.20026384,91645413.15362652,88830792.71884258
Q9BV19,0.0165,0.134,0.0169,3891065.51253274,3752451.748071212,3672359.817149434,3858313.952121344,3591326.8019044264,3927476.357012542
P28072,0.013,0.1341,0.0169,50217241.99301172,49777871.97403641,52792583.76260759,52662612.61148805,50936886.06674809,49625282.86919283
O43502,-0.0828,0.1344,0.0169,1648647.6301582635,1646195.8219913654,2536534.1793763116,2220171.110601416,1642435.4601753168,1605571.2523425615
Q9H1E5,-0.0178,0.1343,0.0169,739438.0202382093,738287.353240164,716271.7414462029,689923.2577880047,740087.0413698531,724104.4091456803
Q9UEG4,-0.0144,0.1338,0.0168,3807610.0913268304,3858313.952121344,4038534.1268418347,3987007.835692013,3721694.953677201,3807610.0913268304
Q9P0R6,0.0131,0.1337,0.0168,3320131.470875028,3179503.904901578,3324074.809110731,3361256.851085303,3228041.084987211,3263469.962746326
Q14320,-0.0122,0.1337,0.0168,59173116.728098065,57732032.43498563,60243714.47961135,60073603.4845597,57607458.28995372,56907426.3902727
Q9NUD5,-0.0131,0.1333,0.0166,4899235.564108472,4647458.719633622,4938253.339382529,4780565.01585959,4825950.37568555,4659819.493837411
Q9BQA1,-0.0136,0.1309,0.0165,12146780.475717062,12385119.217053356,13163446.826209543,12275282.066714846,12146780.475717062,12687544.7937886
Q96ME1,0.0151,0.1321,0.0165,2996618.676303224,3148714.5419189157,3317702.352246124,3117122.6902044346,3206322.1399202365,3179503.904901578
Q8NHY2,-0.0217,0.1308,0.0165,839759.0600339867,882891.1462678665,810737.236030586,774302.073509924,882891.1462678665,823619.3389906944
P13489,-0.0101,0.1312,0.0165,136987682.92421442,139883729.00840595,139883729.00840595,136987682.92421442,139351323.14128965,134983724.90754002
Q99828,0.0251,0.1323,0.0165,630077.8203357245,638350.8413408096,555976.7586325444,649997.9173208893,585603.3170574534,609994.6610305023
P43366,-0.0173,0.131,0.0165,7364860.763767654,7330494.133194486,6721493.679918154,6771543.794210053,7364860.763767654,6900897.289963144
P35236,-0.0166,0.1315,0.0165,1521423.3380036915,1494875.7957478066,1522816.5883581138,1561508.9849510477,1410729.378207821,1487513.168974202
Q96N06,0.0206,0.1325,0.0165,466256.8806133856,515794.9955408113,483227.5623717438,488257.10078548203,488257.10078548203,500836.4162054631
O43172,-0.0096,0.1311,0.0165,27467994.613022484,27415628.08504166,27997082.308289852,27087389.364287667,27499195.750769816,27240980.382295523
Q9UPQ9,0.0135,0.1321,0.0165,13758723.396831343,13694301.641080167,14702448.487544626,14486801.84442238,14020239.417082045,13780444.99321812
Q9NP72,-0.0181,0.1317,0.0165,8269205.71690092,8614064.108967558,9254514.138530428,8128985.082734467,8443327.653271753,9076298.775166733
P04920,-0.0159,0.132,0.0165,1922455.9622020195,1991159.9681932237,2069752.6282721786,2031221.3309218397,1885713.799824403,1964361.552400513
P51649,-0.0107,0.1309,0.0165,40353358.380115144,39116151.77617904,39210741.53798021,39116151.77617904,39336487.390394114,38644560.42117925
Q9H0K6,0.0136,0.1326,0.0165,15183454.810188984,15018597.724815644,16103327.90570568,15983344.758532066,15363897.092040824,15106800.230368633
O14530,-0.0109,0.1321,0.0165,19782418.11874498,19911603.75497965,19854096.30910551,19823847.51997876,19854096.30910551,19065756.62766594
Q6NT76,0.0116,0.1307,0.0165,3721694.953677201,3579143.6568544344,3676113.95904703,3690938.0694157793,3683061.4311267515,3624701.899264123
O15014,-0.0117,0.1317,0.0165,23711428.580270506,23405334.048196156,24022137.78998606,24155316.159883644,22975076.189962402,23003693.902023893
P05166,-0.0818,0.132,0.0165,7854550.420001256,8016979.641774986,12209800.228718454,10728474.829935769,7749670.120768296,7872263.169197294
O60934,-0.0106,0.1317,0.0165,10504580.548023958,10788572.573810022,10694399.645402277,10383039.931987777,10659803.734264504,10517524.55101963
Q709C8,0.014,0.1313,0.0165,30398874.838079274,30909940.04367188,32888488.0428384,32654489.082685366,30739580.264371227,31130863.52841971
Q06330,-0.0123,0.132,0.0165,10155174.60977993,10096534.245005323,10735459.447324643,10358189.272318702,10113876.070783334,10062833.069765938
P31689,-0.0114,0.1318,0.0165,38494548.668518215,38765045.164664894,38174529.23096143,37008706.58318197,38919456.56438146,37908822.51760179
Q15018,0.0105,0.1323,0.0165,9999425.368305888,9941252.031821297,10079616.683355179,10008254.669264447,10194135.507533528,9853067.500390744
P63167,-0.0271,0.1318,0.0165,30006045.44303041,29898190.574501228,23243938.873217337,26645422.436934117,27863969.05441916,26633349.456212826
Q86UA6,0.0196,0.1332,0.0165,974378.7603855391,904315.383293256,923230.3782034809,969289.8912937839,967748.8818189977,886194.0531407018
Q8IZJ1,0.0188,0.1322,0.0165,1138279.6826586083,1130779.7483859735,1109061.6862003927,1057099.9859420883,1187401.220126104,1157387.4059336202
Q13308,0.0225,0.1309,0.0165,1703878.6027503477,1760832.7831693832,1524997.0381506374,1678281.011156609,1782097.0808043766,1578306.4379166171
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
Q9H0C8,-0.0101,0.1272,0.0162,18776904.51629745,19039098.7248224,19102964.169453554,18381314.42677646,18816145.03700205,18978540.450419184
P60709,0.0088,0.1243,0.0162,5942960516.2028265,5942960516.2028265,5942960516.2028265,5942960516.2028265,5942960516.2028265,5942960516.2028265
Q9HCN4,0.0124,0.1245,0.0162,10107493.849999985,10024887.284893319,10808094.214042963,10285812.540089568,10517524.55101963,10211721.417973142
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P06733,0.0088,0.1242,0.0162,7577668123.486035,7577668123.486035,7577668123.486035,7577668123.486035,7577668123.486035,7577668123.486035
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P08238,0.0088,0.1242,0.0162,4147808954.4090967,4147808954.4090967,4147808954.4090967,4147808954.4090967,4147808954.4090967,4147808954.4090967
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
Q12768,-0.013,0.125,0.0162,2019890.7174564784,2079628.4841158679,2116068.442030923,1996261.751811131,2102726.177346239,2023017.0243189589
O15439,0.0163,0.124,0.0162,6188473.004262652,6668602.383275571,6530221.106148713,6066506.690582007,6668602.383275571,6752384.701856864
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
Q9HBR0,0.0206,0.1241,0.0162,713863.206587326,724104.4091456803,822247.3056132236,768740.0410884717,739438.0202382093,769948.4759433257
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
Q96AC1,0.0356,0.124,0.0162,185479.11981284592,184536.04032588407,204368.23362199665,208361.1212199387,166418.68285886254,210226.22992267073
P24752,-0.0112,0.1259,0.0162,122328241.37662037,126370465.98029628,121600939.13608727,119072452.30699553,123221014.68177792,122928638.80165637
P02751,-0.1043,0.129,0.0162,423199.11649381724,411599.547324655,699132.7682961546,625467.4667446094,388770.0188568327,402645.5155621074
P62487,-0.0122,0.1259,0.0162,10986220.368858088,10420052.856316771,11090844.528440317,10544033.621766215,10916012.379111147,10566430.067636887
Q92734,0.0123,0.1283,0.0162,38673091.46571751,37654886.21901884,39791495.343942106,39853222.27011247,38970943.3842118,37569218.496545926
P62841,0.018,0.1292,0.0162,15896092.64283606,16250557.983889533,14235250.74813338,15244499.39988937,15416898.56443464,16026418.502244793
Q9GZS1,0.0145,0.1248,0.0162,1906066.1920760488,2027389.55079406,2039899.392789599,1932697.5023391154,2036460.2588359043,2027389.55079406
Q14116,-0.0109,0.126,0.0162,4347366.153758339,4248998.783712383,4378871.0957541745,4328681.434771582,4274272.034355432,4196377.395812662
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P41250,0.011,0.1248,0.0162,677901611.7585034,659521961.5691086,663812934.5322082,677901611.7585034,677901611.7585034,648547499.4254643
Q8N9N5,-0.0141,0.1287,0.0162,3150883.6030636285,3120968.8125874493,3054575.649683711,2939135.9462375836,3169053.8408161066,3072196.767900124
Q6P1K8,-0.0127,0.1279,0.0162,4772308.345804044,4823177.587950067,5108169.050792675,4890863.974194915,4745397.435783636,4848307.322532641
Q9Y5J7,-0.05,0.1294,0.0162,7848895.277292043,6672773.808499067,5469068.912184876,6384474.290734429,5906535.419127629,6910718.484701551
P02008,0.0088,0.1243,0.0162,3419244113.0300994,3419244113.0300994,3419244113.0300994,3419244113.0300994,3419244113.0300994,3419244113.0300994
P53396,-0.0119,0.1259,0.0162,311291730.2716623,311291730.2716623,309812881.6474046,294441182.59795123,309812881.6474046,314884571.4751471
O15479,-0.0165,0.1274,0.0162,4805023.113150241,4890863.974194915,4634408.225327733,4398595.942865763,4926689.12663604,4757436.501501564
P49914,0.0129,0.1261,0.0162,4411883.576405687,4200567.26815731,4193791.624962257,4265976.299976504,4209736.7251393115,4368016.66557607
Q9NUQ7,-0.0206,0.1266,0.0162,2397454.442346136,2460310.9269159157,2547906.119222018,2171416.988325803,2556671.8478406905,2527560.211989458
Q9Y230,0.0121,0.1285,0.0162,139883729.00840595,141343397.30551305,150650289.0388314,144892342.48232815,145438865.4996151,142489801.17652085
Q15438,-0.0187,0.1261,0.0162,973404.3525245797,964144.2665751037,1015643.7595202333,950758.4826175888,1033233.8907404118,913304.3505135714
Q9UHI6,-0.0171,0.1267,0.0162,4392613.519506107,4801438.206944252,4673319.557099267,4251111.593025464,4721227.884387986,4647458.719633622
Q96L73,0.0166,0.1298,0.0162,1944738.7223627532,1820278.4912842417,1855047.798280748,1922455.9622020195,1941807.2087288185,1786974.6527312377
Q16537,-0.0133,0.1243,0.0162,2034629.1513147468,2165190.8263814854,2099095.916135906,2041635.727318037,2111240.967357996,2050533.709223913
P26196,-0.0134,0.1256,0.0162,43494704.58775764,42840699.47869114,45196627.83603902,41186086.725091636,44832284.180483535,43494704.58775764
O95758,0.0161,0.1247,0.0162,2460310.9269159157,2651063.2311354913,2754379.0268093953,2728327.517522651,2577276.513180605,2599092.3583624098
Q9UBF2,0.0155,0.126,0.0162,16250557.983889533,16281841.79393316,18292722.485846724,16887897.714313135,17106125.929593723,17055819.622863032
Q71DI3,0.011,0.1241,0.0162,445541503.9979859,449058434.67094463,430020590.3378688,445541503.9979859,445541503.9979859,435666097.61427987
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
Q06323,0.0109,0.1273,0.0162,93870717.44921759,93699400.39675549,90516126.98958683,92822942.75252941,93870717.44921759,91826252.91342643
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P04406,0.0088,0.1243,0.0162,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252,4939280311.109252
P11142,0.0088,0.1243,0.0162,5146610477.757192,5146610477.757192,5146610477.757192,5146610477.757192,5146610477.757192,5146610477.757192
Q53HC9,-0.0147,0.1283,0.0162,8343945.01425335,8096510.237233139,8727671.496698452,8656675.862158673,8025129.153758899,8077606.128814377
Q9NX74,-0.0187,0.1252,0.0162,299315.6442093702,304687.646106415,302619.9785803767,298239.3613176124,294662.0888380568,296595.56299760885
Q96H55,-0.0327,0.1303,0.0162,325060.4232094341,326044.1818526753,277598.60644690285,284539.99958903453,332917.28008421673,285271.4987430944
Q9C0D3,0.0143,0.1275,0.0162,1937232.2301442942,2006486.0705733255,2101269.7225397266,2027389.55079406,1983853.0854524188,2055860.552161521
Q16854,0.0155,0.1274,0.0162,13442303.345150476,13057059.615802014,14805101.751317514,13949230.566221831,13862640.916933622,13676559.849733293
Q6PII5,0.0145,0.1263,0.0162,931797.4068927693,973404.3525245797,972527.4528379021,966444.2791938521,944009.5113867795,978545.7518574808
Q15746,-0.1114,0.1244,0.0162,5219188.906463631,5406052.943055914,8531016.362852678,8265670.310605117,3949537.9118184512,5392099.320483575
Q03001,-0.0174,0.1262,0.0162,5632898.909931675,5231800.579452524,6024358.941054399,5733961.471656002,5364504.091333589,5484320.260385949
Q9C037,-0.0201,0.1277,0.0162,573212.0172089802,613184.8979818274,596426.7214699025,564469.6156761474,566003.9477492573,616898.4603313713
Q7L775,0.0114,0.1254,0.0162,5372806.201772097,5247301.113700048,5578657.9655635655,5372806.201772097,5435482.438834674,5418964.329895429
Q9BYJ9,0.0136,0.1264,0.0162,2420462.2447219086,2281402.8033719454,2373063.7879218184,2395832.5701791276,2305306.651830093,2397454.442346136
Q9Y4E1,0.0128,0.1254,0.0162,31749932.303118885,31224970.433995757,33470649.242639404,33333446.816097137,32018203.353897594,31356751.69702017
P04075,0.0088,0.1243,0.0162,2954730187.366978,2954730187.366978,2954730187.366978,2954730187.366978,2954730187.366978,2954730187.366978
Q5UIP0,-0.0117,0.1248,0.0162,49366909.30954089,51772266.41105161,52175867.2573954,49108262.03577577,50810377.60523843,51225852.749942556
Q96G23,-0.0139,0.1294,0.0162,6642094.922791091,6821535.453017724,7061725.589265309,6550812.431262085,6635293.0341350585,7016436.735893976
Q9NRZ7,-0.0151,0.1293,0.0162,3907388.7577092852,4206602.0410559485,4074083.927676583,3850229.2539867735,3988322.6613558787,4148589.9890189865
Q9C0C4,0.017,0.1303,0.0162,2176910.629618279,2271221.845545651,2093892.3463943056,2100250.398297969,2199540.7362082615,2280254.764904863
Q8NI60,0.0135,0.1257,0.0162,1436939.5098899573,1407596.3816939332,1470988.5232923636,1459592.8923375763,1404851.9600340847,1464909.0135209463
P62277,-0.0206,0.1244,0.0162,47852192.43077227,49236185.16834984,41662959.266332276,43000536.975372754,45255581.84265013,47735687.44389833
Q5F1R6,-0.0115,0.1261,0.0162,2042552.5142212852,2049380.8298978927,2016902.8872707752,2004320.736417629,2027813.3570725026,1991762.3365291585
P07355,0.0088,0.1242,0.0162,544360120.9422708,544360120.9422708,544360120.9422708,544360120.9422708,544360120.9422708,544360120.9422708
Q04637,-0.0128,0.127,0.0162,140484842.54757905,144892342.48232815,138208783.07157832,133821890.54430003,141741203.20782164,141741203.20782164
