Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1_iTSA52,V_log2.i._TMT_3_iTSA52,V_log2.i._TMT_5_iTSA52,D_log2.i._TMT_2_iTSA52,D_log2.i._TMT_4_iTSA52,D_log2.i._TMT_6_iTSA52
Q9Y4G8,-0.0097,0.0506,0.0013,2190891.456691299,2601549.3066284275,2309215.206245145,2435008.4363273787,2309215.206245145,2268006.886245678
O75312,0.0094,0.0881,0.0013,50286083.89709648,50286083.89709648,51225852.749942556,51865039.22651726,50547726.87563986,49483550.04657238
Q96KP1,-0.0567,0.4522,0.0013,3408271.4921527253,3667220.1611289503,3423377.52804643,3115540.2398915044,3490810.618365553,3429648.3016173495
O95298,-0.0879,0.7812,0.0013,6978604.300423112,6775692.490993796,6147029.039835063,5866139.911071504,6510248.12870119,6244915.585829665
Q96PC5,0.0457,0.4412,0.0013,14554112.784684276,14068592.550763644,15164248.94357457,14836935.345832685,15027640.263312874,15063359.013265299
O94874,-0.0336,0.286,0.0013,12598145.912266012,13411388.560960528,13360617.389483357,12164475.663275557,13004192.755925516,13067066.926715499
Q9Y2T2,-0.0579,0.5021,0.0013,4763557.424627851,4901246.955806887,4490689.087427073,4306649.372146195,4589835.825757572,4624998.733857196
Q8N999,0.0191,0.1555,0.0013,12062040.26103199,11526725.051610664,12164475.663275557,11849643.82784748,12106055.127446875,12062040.26103199
P11177,-0.0504,0.48,0.0013,15363897.092040824,15627604.566110138,15219168.568638235,14011261.611963479,15275546.614034053,15080192.823343463
Q13136,-0.0348,0.3273,0.0013,19459115.91593304,19281072.27012299,20432217.756797746,19459115.91593304,18827729.432835605,19130718.330475338
Q6PJT7,0.0061,0.0493,0.0013,27443063.606909372,26993883.86292675,27443063.606909372,27331491.591468506,27354482.180156805,27060255.587021355
Q15746,-0.1112,0.2208,0.0013,5219188.906463631,5406052.943055914,8531016.362852678,8265670.310605117,3949537.9118184512,5392099.320483575
Q13576,-0.0886,0.9752,0.0013,11276999.566753943,11442061.039473183,10624569.576080473,9909057.765648833,10687251.655185476,10582886.992776148
Q9UL15,-0.0333,0.2565,0.0013,4104358.444066406,4121627.6035388764,4480891.832586064,4211971.255258842,4018928.2764931107,4111566.5787145533
Q53ET0,0.0572,0.521,0.0013,4669695.702193433,4553626.019784511,4319961.037956931,4707461.874841022,4754624.707636311,4549208.413970744
Q99426,-0.034,0.3288,0.0013,23783384.71507055,23019494.06992427,24069905.968463507,23243938.873217337,22774857.950401697,22795923.017682076
Q5MIZ7,-0.0458,0.3946,0.0013,3653638.5087447567,3800067.0140980897,3596760.3846828383,3480778.9580878015,3626391.1126718223,3536237.3988359743
Q96T60,-0.0162,0.0873,0.0013,1636904.64281839,1649659.644902325,1535483.7779913289,1484929.5235275675,1651720.3311310557,1604645.2551465672
Q8WXA9,-0.0363,0.3179,0.0013,20676023.767274294,20609373.591813352,22409127.301460266,21388567.123389054,20291786.773434997,20057758.851370722
Q9NTM9,0.0044,0.0293,0.0013,7124209.888182407,6907580.933641982,6949212.610511182,7206272.217315605,6989841.058705119,6726217.312806072
O43708,-0.0402,0.277,0.0013,1765719.0523258124,1754459.0570610263,1702229.4903255587,1703878.6027503477,1658938.0824008952,1686513.4461816945
Q9Y4E1,0.0125,0.1,0.0013,31749932.303118885,31224970.433995757,33470649.242639404,33333446.816097137,32018203.353897594,31356751.69702017
Q96NB2,-0.0257,0.1476,0.0013,972527.4528379021,992095.2958669116,1005977.5159884754,945192.9087100996,992643.2366245287,963307.3246440578
Q8NBU5,-0.0471,0.4271,0.0013,3571740.9047247726,3639561.772235616,3632935.8994948,3419035.614368729,3495047.276553185,3520564.954727296
Q9H7B4,-0.0846,0.5586,0.0013,599641.2683877352,602139.3852579545,563509.3176288973,517667.6970786314,559801.419645962,577797.4534879017
Q8WXF1,-0.0462,0.4912,0.0013,26812260.127640836,27180581.77143947,28243622.04241252,26906072.886818297,26324872.71834872,25940175.23956551
Q658P3,-0.0733,0.523,0.0013,1060279.5568041364,1124528.2860357976,1144412.7616005356,999946.4146956624,1082686.7329696089,1062865.3435741619
Q15021,-0.0353,0.3161,0.0013,18245858.397670947,19541924.012984138,18827729.432835605,17729716.478005815,18349893.066008728,18842891.471686136
Q9C0B5,0.0272,0.2282,0.0013,7458825.011535031,7546547.393248454,7577618.827728729,7682916.428273724,7570711.2835327275,7624174.452673067
Q6P158,-0.0391,0.1889,0.0013,197574.29572889052,202983.61063164443,189125.2822560104,190897.62124223946,202983.61063164443,176773.6149450697
Q969Z0,-0.0506,0.4632,0.0013,20102575.18601771,21174425.626139577,19870987.994064413,18464517.142983004,19842727.49292395,20389830.69024944
Q9UNY4,0.0716,0.7351,0.0013,5553116.684087351,5772225.095345872,5970676.819394824,6170317.004053729,5936778.842472218,5960844.550938198
Q9H9Y4,0.0614,0.455,0.0013,4325943.373792306,4093955.2158528226,3730971.1402247604,4074083.927676583,4450718.669323681,4084692.6863999106
Q9BW71,0.0537,0.5324,0.0013,11002028.503700323,10861725.17679405,11150047.960979268,11755778.6988113,11327892.234208638,10981359.680639023
P47813,0.0327,0.3963,0.0013,100922631.60732743,97987358.42285901,102130383.72222932,104247051.60939823,98157859.28754148,103712813.0542952
Q7Z3E2,-0.0337,0.0731,0.0013,5087116.101384156,5313510.953249813,7416426.389836548,7742815.207137226,4220503.938907909,5322103.771757331
P42892,-0.0039,0.0198,0.0013,1059153.5738893047,992095.2958669116,1025141.5230225144,1010020.4058878006,1020724.0574075131,1019583.7750994925
Q8N4Q1,0.0354,0.3053,0.0013,19595222.65252122,19149362.121602513,17977894.72166213,18906822.931668315,19298593.09149716,19595222.65252122
O75400,-0.0194,0.2117,0.0013,62057238.77217672,61921963.79101732,61231213.10173291,60457961.09267198,61175825.99955825,60045856.10257294
O43252,-0.0061,0.0532,0.0013,47645235.606714815,49431117.96673943,50286083.89709648,49046450.96414088,47497440.5962232,49327065.25357441
Q15032,-0.0318,0.239,0.0013,3186046.075286681,3075018.096350734,3058802.9714214397,3085090.4566963217,3089982.014177588,2889210.283947714
P46783,-0.0402,0.425,0.0013,60243714.47961135,61528614.903422266,58905395.930809595,55453733.52592618,58070635.23550355,61175825.99955825
Q2NKX8,-0.0133,0.0955,0.0013,10041970.944267815,10170029.865088163,10968983.26405863,10443531.29232916,10107493.849999985,10158191.423209568
P98171,-0.0235,0.1479,0.0013,1678982.9975205974,1723697.4516787198,1708538.018034379,1638726.0671282227,1670611.3568694599,1689899.8749755216
O00584,0.0736,0.7538,0.0013,8564732.161442537,8323599.332335964,8096510.237233139,8789910.712872572,8969904.036237853,8382087.145242438
Q96BZ9,0.0647,0.4626,0.0013,1102275.5061759127,1082686.7329696089,1077337.3010558356,1098889.316299913,1141719.0969766362,1151520.4167245561
O43172,-0.01,0.0847,0.0013,27467994.613022484,27415628.08504166,27997082.308289852,27087389.364287667,27499195.750769816,27240980.382295523
Q99442,0.0094,0.0685,0.0013,17770934.833289392,18659587.400740534,18586752.280270383,17544818.531096477,18402317.269634046,19102964.169453554
Q8WTR2,0.0499,0.3778,0.0013,2002817.9501576938,2002817.9501576938,2156462.413695451,2045505.9456183922,2130384.992568013,2165190.8263814854
Q96HC4,0.0563,0.8835,0.0013,91826252.91342643,89627393.76596087,87867327.56105918,92459914.96850176,94320348.95190035,91645413.15362652
Q92560,0.0323,0.1999,0.0013,1501448.94717462,1430367.994507164,1571887.7975334064,1510774.931947503,1557928.9829204688,1509937.182417048
Q9GZS3,-0.0456,0.4655,0.0013,14245573.033620449,14535629.133479761,14554112.784684276,14157549.026624607,13945051.436629262,13637503.773930315
Q9NX58,0.041,0.393,0.0013,10330946.63453588,10374436.70794735,10342761.9412056,10415689.856789326,10728474.829935769,10612526.864309976
P62829,-0.0486,0.3781,0.0013,16266279.579441847,17106125.929593723,15520812.527456762,14467464.818237929,16584962.9105628,15953602.815208804
Q9P2K3,-0.0537,0.1326,0.0013,5544154.879624182,5584116.423497967,8688309.70535177,7997650.468987985,5503969.367401812,5459919.652105132
P49790,0.017,0.1775,0.0013,58535252.298655696,58832874.07410407,58935872.46440185,60045856.10257294,59437645.83679975,57873148.97861893
Q9NQT5,0.0136,0.0902,0.0013,3461246.2623180877,3484515.012895204,3310087.698322873,3294492.884191673,3610657.087465622,3388994.841090321
Q99459,-0.0334,0.3174,0.0013,19603635.886102673,20256797.45237736,19479699.414478306,18887217.747741662,19326413.923229218,19430452.321182244
