Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,47.4C_cond1.1.1,47.4C_cond1.2.1,47.4C_cond1.3.1,47.4C_cond2.1.1,47.4C_cond2.2.1,47.4C_cond2.3.1,51C_cond1.1.1,51C_cond1.2.1,51C_cond1.3.1,51C_cond2.1.1,51C_cond2.2.1,51C_cond2.3.1,53.9C_cond1.1.1,53.9C_cond1.2.1,53.9C_cond1.3.1,53.9C_cond2.1.1,53.9C_cond2.2.1,53.9C_cond2.3.1,56.8C_cond1.1.1,56.8C_cond1.2.1,56.8C_cond1.3.1,56.8C_cond2.1.1,56.8C_cond2.2.1,56.8C_cond2.3.1,59.9C_cond1.1.2,59.9C_cond1.2.2,59.9C_cond1.3.2,59.9C_cond2.1.2,59.9C_cond2.2.2,59.9C_cond2.3.2,62.5C_cond1.1.2,62.5C_cond1.2.2,62.5C_cond1.3.2,62.5C_cond2.1.2,62.5C_cond2.2.2,62.5C_cond2.3.2,65.6C_cond1.1.2,65.6C_cond1.2.2,65.6C_cond1.3.2,65.6C_cond2.1.2,65.6C_cond2.2.2,65.6C_cond2.3.2,69C_cond1.1.2,69C_cond1.2.2,69C_cond1.3.2,69C_cond2.1.2,69C_cond2.2.2,69C_cond2.3.2,meanlog2Ratio37C,meanlog2Ratio47.4C,meanlog2Ratio51C,meanlog2Ratio53.9C,meanlog2Ratio56.8C,meanlog2Ratio59.9C,meanlog2Ratio62.5C,meanlog2Ratio65.6C,meanlog2Ratio69C,meanStDev,pValue_less37C,pValue_less47.4C,pValue_less51C,pValue_less53.9C,pValue_less56.8C,pValue_less59.9C,pValue_less62.5C,pValue_less65.6C,pValue_less69C,pValue_greater37C,pValue_greater47.4C,pValue_greater51C,pValue_greater53.9C,pValue_greater56.8C,pValue_greater59.9C,pValue_greater62.5C,pValue_greater65.6C,pValue_greater69C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
CUL5,IPI00216003.4,Q93034,3,2,1,2,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1.040948443,1.239465625,1.205413363,1.142464273,1.012276789,0.957795285,0.975493375,0.83165289,0.84733715,1.052564528,1.190427312,0.993031007,0.888470845,0.585877054,0.849421031,0.993775306,0.830988508,0.901618937,0.844570607,0.339256965,0.801934321,0.96314009,0.336157525,0.876823754,0.683864401,0.289929593,0.556841905,0.672285637,0.396206553,0.798763733,0.197497738,0.252307018,0.28901822,0.261284284,0.333481814,0.239355528,0.12016939,0.12127691,0.199290383,0.170168608,0.182509698,0.19280123,0.18456693,0.134417753,0.141656954,0.1796534,0.145694326,0.106682351,0.088905552,0.120223477,0.177900381,0.156155208,0.143339775,0.105069868,0.130781159,0.285344486,0.250621275,0.101696476,0.315471742,0.178068882,0.347935284,-0.038927843,0.026457328,0.353605974,0.958187491,0.928771178,0.904604125,0.883696721,0.896608613,0.744143354,0.888392726,0.275718832,0.577577902,0.041812509,0.071228822,0.095395875,0.116303279,0.103391387,0.255856646,0.111607274,0.724281168,0.422422098,0.130781159,0.021382781,3,1,1,1,57.29659319,51.26853707,56.52705411,56.9759519,51.90981964,57.61723447,0.976924067,0.989568057,0.969900615,0.992300871,0.953822984,0.954361087,63.29258517,0.470273881,0.866101203,,0.234814684,,0.041812509,,0,0
CUTA,IPI00034319.2,O60888,3,2,2,3,3,3,3,2,2,3,3,3,1,1,1,1,1,1,0.959001347,1.011517725,1.211589731,1.152078485,1.120549678,1.024153759,0.902151331,0.950118472,1.094252987,0.871456165,1.138386793,1.138104101,0.808553458,0.802041781,0.949698379,0.766066845,0.915123253,0.957192937,0.7682229,0.788039613,0.842261933,0.901564803,0.850937688,0.936882779,1.872037538,1.936834339,2.143065173,1.800476029,1.916968383,2.285273086,8.319938905,7.78029386,4.840640399,8.148876574,6.950520717,5.35492383,1.439862359,1.313561228,0.964700242,1.856707821,1.65772563,1.321864574,0.644189719,0.714516638,0.685772646,0.688477576,0.761266315,0.601177705,0.886211765,0.762863539,0.625929568,0.806101711,0.766466792,0.629085078,0.105984257,0.089185449,0.041252052,0.16509705,0.007195286,-0.015669069,0.385653147,-0.000860396,-0.040878835,0.113786653,0.949945433,0.784447555,0.67349226,0.978769739,0.556943668,0.43843973,0.995807826,0.496782701,0.241686035,0.050054567,0.215552445,0.32650774,0.021230261,0.443056332,0.56156027,0.004192174,0.503217299,0.758313965,0.385653147,0.036061656,3,6,1,7,,,,,,,,,,,0.006320972,,,,,,0.828100076,,0.050054567,0.24295342,0,1
CYB5R1,IPI00470674.5,Q9UHQ9,3,1,2,,2,,3,1,2,,2,,1,1,1,,1,,1.04487428,1.08303848,1.021050123,,0.930924684,,0.956389486,0.952326056,1.032075866,1.046328875,1.019330403,0.877865771,0.848404652,0.821003817,1.005843005,0.918700372,1.026645533,0.832163288,0.731151113,0.780171128,0.88198087,0.86713276,0.857345219,0.71002109,0.637087176,0.664479848,0.744527327,0.741152767,0.765056226,0.72833553,0.763485719,,,0.810100874,,,0.229464354,,,0.21409296,,,0.178031904,,,0.133848479,,,0.179477281,,,0.179415875,,,0.026300979,-0.001905435,0.054617535,0.023094474,0.129966301,0.085500392,-0.100032695,-0.411535052,-0.00049368,0.206641261,0.694049298,0.494200057,0.607957431,0.547542767,0.87518087,,,,,0.305950702,0.505799943,0.392042569,0.452457233,0.12481913,,,,,0.129966301,0.12481913,1,5,1,5,59.79759519,54.41082164,53.96192385,60.56713427,53.4488978,49.08817635,0.881315639,0.978085887,0.981582336,0.901828093,0.996901947,0.959278137,,-1.688710755,0.682436694,,0.232917875,,0.305950702,,0,0
CYBA,IPI00218433.5,P13498,,,1,,1,,,,1,,1,,,,1,,1,,,,1.259752511,,1.010545691,,,0.891133821,0.90993006,,1.176098335,0.896572606,,0.788126332,0.864357924,,0.947738183,0.763239623,,0.529046855,0.544283689,,0.61941328,0.568334162,,0.359678299,0.441054514,,0.426449871,0.529420229,,,,,,,,,,,,,,,,,,,,,,,,,0.174137442,0.189479725,0.043284442,0.144943726,0.254562692,,,,,0.193479069,0.76445087,0.733050493,0.561084865,0.83518457,0.988883739,,,,,0.23554913,0.266949507,0.438915135,0.16481543,0.011116261,,,,,0.254562692,0.011116261,1,5,1,5,,54.60320641,52.42284569,,52.67935872,50.56312625,,0.991214477,0.970961857,,0.992677624,0.988734299,58.6753507,-1.891783567,0.339161089,,0.522950605,,0.23554913,,0,0
CYBB,IPI00218646.3,P04839,2,,1,1,3,0,2,,1,1,3,0,1,,1,1,1,,0.850058655,,1.023477957,0.713056196,1.09966293,,0.88641063,0.995992516,0.809415389,0.764916228,0.960940106,0.864229708,0.736332839,0.803856715,0.697491043,0.588406881,0.659766684,0.733230752,0.684132262,0.638933478,0.688989497,0.601852384,0.691740198,0.698162738,0.730706347,0.650788118,0.664237835,0.623027876,0.640979854,0.629056321,,0.400552722,,,0.410033462,,,0.096708009,,,0.146020628,,,0.028569553,,,0,,,0.01,,,0,,-0.137934153,-0.05660909,-0.178811254,-0.017073218,-0.110138211,0.033749502,,,,0.182658484,0.199270414,0.294365648,0.145755526,0.432275024,0.109106686,,,,,0.800729586,0.705634352,0.854244474,0.567724976,0.890893314,,,,,-0.110138211,0.109106686,1,5,1,5,47.93386774,57.10420842,46.84368737,47.35671343,57.74549098,50.30661323,0.981964958,0.956280857,0.9975156,0.992182173,0.933774394,0.987130504,66.43486974,1.175684703,0.806279737,,-0.325992108,,0.199270414,,0,0
CYBRD1,IPI00100199.4,Q53TN4,1,,0,,,,1,,0,,,,1,,,,,,1.235882131,,,,,,0.9571505,,,1.469430355,,,0.801909583,,,1.335390051,,,0.600963426,,,1.189108681,,,0.469506981,,,1.386336843,,,,,,,,,,,,,,,,,,,,,,,,,,,0.305541156,0.61843929,0.735749714,0.98453148,1.562059322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.61523046,,,,,,0.999977103,,,,,,,,,,,,,,0,0
DAB2,IPI00179438.5,P98082,1,,,,,,1,,,,,,1,,,,,,1.004460371,,,,,,0.895749,,,0.836056678,,,0.70127291,,,0.662514246,,,0.53924769,,,0.521392083,,,0.60802223,,,0.713317293,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006420646,-0.099493779,-0.082024521,-0.048579414,0.230419877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.34468938,,,47.67735471,,,0.968124491,,,0.855524668,,,51.36472946,-1.667334669,,,,,,,0,0
DAG1,IPI00028911.1,Q14118,22,17,21,23,22,18,14,16,15,18,14,14,1,1,1,1,1,1,1.027836907,0.992261235,0.922012643,0.932671434,1.037379632,1.030572815,0.855588118,0.885600266,0.839629377,0.900890002,0.845099058,0.908105603,0.764857396,0.803213447,0.808268409,0.787727786,0.760120731,0.869318843,0.764402868,0.780254046,0.803796274,0.777328569,0.784098095,0.871450232,0.649527363,0.728397236,0.764042261,0.722871477,0.730144483,0.758357041,0.692237292,0.81732828,0.812812009,0.761789864,0.840478595,0.803307481,0.567138946,0.698934016,0.685309297,0.614474011,0.733420967,0.683625784,0.348419962,0.468008427,0.427019259,0.368358299,0.470258083,0.438721719,0.241606537,0.333700092,0.291115055,0.249832743,0.326902608,0.279972644,-0.015484512,0.040002251,0.022667497,0.049289985,0.049010065,0.053817483,0.060528855,0.042068563,-0.012563899,0.071661792,0.319173912,0.728953196,0.641777239,0.857859162,0.77425113,0.82169304,0.888392329,0.906957823,0.363830508,0.680826088,0.271046804,0.358222761,0.142140838,0.22574887,0.17830696,0.111607671,0.093042177,0.636169492,0.042068563,0.068028997,3,6,1,8,61.20841683,64.41482966,64.22244489,62.55511022,63.83767535,64.41482966,0.913836262,0.837744431,0.826194772,0.887734572,0.744828106,0.909155369,,0.320641283,0.798401847,,0.028311461,0.192269747,0.319173912,0.76569499,1,1
DAGLB,IPI00385987.6,Q8NCG7,1,,,,1,,1,,,,1,,1,,,,1,,0.658614807,,,,0.984952338,,0.736501809,,0.975711696,1.112344565,,0.915082933,0.788616809,,1.351294404,0.83481059,,0.837745619,0.943450011,,0.85200383,0.673424894,,0.984585432,0.689395377,,0.680000052,0.707391798,,0.55734039,,,,,,,,,,,,,,,,,,,,,,,,,-0.312183665,0.251145178,-0.303816722,-0.138886273,-0.124899141,,,,,0.432627163,0.238448481,0.700867667,0.28772126,0.378984367,0.291008761,,,,,0.761551519,0.299132333,0.71227874,0.621015633,0.708991239,,,,,-0.312183665,0.238448481,1,1,1,1,,,53.96192385,,,56.9759519,,,0.492485641,,,0.662064373,57.58517034,3.014028056,,,-0.796309058,,0.238448481,,0,0
DBNL,IPI00101968.3,Q9UJU6,,,2,1,,1,,,2,1,,1,,,1,1,,1,,,1.309825321,1.149858663,,0.961966725,,0.737376099,,,0.946366672,,,0.344109893,,,0.436643457,,,0.15510944,,,0.172822773,,,0.132691571,,,0.154651116,,,0.117191365,0.152397055,,0.198715636,0.129090102,,0.156912003,0.178911602,,0.198344787,0.124120729,,0.182496691,0.170786663,,0.175185404,0.119085936,,0.186308019,0.129085191,,0.196821411,0.132794604,0.178296621,0.359998614,0.343586353,0.156006849,0.220940513,0.261191246,-0.094724056,-0.289590006,0.079197393,0.467436219,0.849375995,,,,,0.653063007,0.43141183,0.214058457,0.901654629,0.150624005,,,,,0.346936993,0.56858817,0.785941543,0.098345371,0.079197393,0.150624005,1,1,1,9,,48.70340681,47.48496994,,49.34468938,58.57915832,,0.992039086,0.997519833,,0.994959782,0.999885134,52.96793587,5.867735471,0.33480049,1,0.114739133,,0.150624005,,0,0
DCBLD2,IPI00433138.1,Q96PD2,2,4,6,2,3,4,2,4,5,2,3,4,1,1,1,1,1,1,1.04262457,1.074096731,1.069719625,1.089788855,1.029874068,1.049606815,0.938635782,0.957112676,0.940302877,0.980483481,0.969938017,0.892796286,0.819964486,0.781354792,0.878706284,0.812492646,0.80370044,0.818929502,0.672101908,0.589730571,0.698798112,0.673869548,0.632420815,0.705695524,0.498743808,0.436437618,0.591718065,0.487720664,0.46897156,0.548965384,0.378408667,0.42141333,0.44284189,0.384381415,0.370971218,0.399329331,0.28368917,0.333562671,0.350956321,0.267737674,0.313442252,0.301669281,0.193544858,0.249538712,0.214849938,0.186037402,0.246178139,0.231292605,0.235100748,0.24521647,0.225485233,0.228920622,0.299049151,0.233550425,0.082823662,0.002445713,-0.024722778,0.039596117,-0.012237872,-0.103515965,-0.130524261,0.009917835,0.099532053,0.085934308,0.999427666,0.521262601,0.305842038,0.836550941,0.430871091,0.123199095,0.048545392,0.570225707,0.793878031,0.000572334,0.478737399,0.694157962,0.163449059,0.569128909,0.876800905,0.951454608,0.429774293,0.206121969,-0.130524261,0.070252395,3,1,1,7,55.30861723,53.76953908,57.16833667,54.85971944,53.4488978,56.01402806,0.996055028,0.988455597,0.994076233,0.994860534,0.996555935,0.992439476,64.83166333,-0.641282565,0.629947345,,-0.373446308,0.196264544,0.000572334,0.056554619,1,1
DCD,IPI00847793.1,P81605,,,,,1,,,,,,1,,,,,,1,,,,,,0.671565222,,,,0.520556475,,,0.421742097,,,0.437774188,,,0.408573281,,,0.460492704,,,0.455929276,,,0.412006911,,,0.476472302,,,,,,,,,,,,,,,,,,,,,,,,,-0.574400574,-0.303693655,-0.099592033,-0.014368249,0.209723811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5991984,,,,,,0.995331993,,,,,,,,,,,,0,0
DCI,IPI00300567.1,P42126,4,4,4,3,3,6,4,4,4,3,3,5,1,1,1,1,1,1,0.955447362,1.136251006,1.1238855,1.229725438,0.992316665,0.933718097,0.947906397,1.017663675,1.078334649,0.993688913,1.111502671,0.997185294,0.914518894,0.883939706,1.037248434,0.945170288,1.062147692,0.879229917,0.856064658,0.890516243,0.982659793,0.86713276,0.932752627,0.798357315,0.776755728,0.854779069,0.904949357,0.842991815,0.975240947,0.871090096,0.863617782,0.987396812,1.221820017,0.807632755,1.128520561,0.917341779,1.419157892,1.769963751,2.295950095,1.327892277,1.907650578,1.93950478,1.348603458,1.846005102,2.447586443,1.534958788,1.881654116,2.5034657,1.771736527,2.048669182,2.294007437,1.8497399,1.98663851,2.497734263,0.079215435,0.027476257,0.02469224,-0.071423908,0.08441655,-0.105821081,-0.077074274,0.082298504,0.046850205,0.168609638,0.860349859,0.629883815,0.559463134,0.2989001,0.817128389,0.303485017,0.264188779,0.872082691,0.780660565,0.139650141,0.370116185,0.440536866,0.7010999,0.182871611,0.696514983,0.735811221,0.127917309,0.219339435,0.082298504,0.256174193,3,7,1,8,,,,,,,0.782810711,0.710142398,0.376845439,0.723489734,0.637999447,,37,,,1,0.12195783,,0.139650141,0.452790559,0,1
DCXR,IPI00448095.3,Q7Z4W1,1,2,3,0,1,1,1,2,3,0,1,1,1,1,1,,1,1,1.200305099,1.218108909,1.158742542,,0.980436594,0.951294534,0.935296161,0.914842439,1.070294042,0.994445097,1.003017066,0.99565085,0.795310918,0.694909003,0.75053911,0.740705346,0.785311873,0.679732897,0.562129931,0.570907078,0.623673319,0.620299788,0.598721474,0.529326636,0.510429626,0.52768355,0.506329091,0.585531743,0.569373461,0.599633087,0.907511483,,0.121281452,0.941468286,,0.139527903,0.489960417,,0.049329521,0.50391944,,0.013933533,0.036748581,,0.01,0.019780902,,0,0.012026482,,0.012881178,0,,0.02473892,0.132012915,0.038974676,-0.023045631,-0.008647075,0.183914057,0.052996599,0.040527914,,,0.147640536,0.922049335,0.677091744,0.419910716,0.473669319,0.97851292,0.831595674,0.257071869,,,0.077950665,0.322908256,0.580089284,0.526330681,0.02148708,0.168404326,0.742928131,,,0.183914057,0.051192681,3,4,1,5,59.15631263,50.0501002,55.43687375,57.04008016,49.98597194,53.4488978,0.693649915,0.999991394,0.970735769,0.705053574,0.995776818,0.938879706,,-1.389445558,0.698495179,,0.358496273,,0.077950665,,0,0
DDR1,IPI00657861.1,Q08345,3,4,3,3,2,2,3,4,3,3,2,2,1,1,1,1,1,1,1.025736868,1.094215922,1.075989681,1.092898278,1.08459359,1.034665548,0.668892405,0.673747771,0.717103189,0.700094375,0.706197327,0.777998145,0.281150545,0.294290155,0.367170983,0.295536253,0.301560374,0.40816683,0.083091936,0.077821523,0.202379149,0.072423956,0.076346861,0.186309067,0.062688994,0.058638021,0.153508973,0.058249152,0.048856426,0.140040178,0.044390641,0.003163992,0.021782369,0.043340198,0.016066888,0.026085942,0.04457191,0.003259852,0.035164276,0.044146263,0.001925346,0.019053886,0.042379044,0.018922427,0.029616266,0.036139802,0.016226003,0.025588681,0.054611718,0.030571191,0.060790703,0.058342016,0.051217754,0.035601707,0.094450092,0.083741333,0.086635587,-0.119362777,-0.132482178,,,,,0.043493038,0.998781107,0.980730337,0.935053734,0.072387574,0.037563709,0.814487066,0.089515162,0.00030673,0.518203459,0.001218893,0.019269663,0.064946266,0.927612426,0.962436291,0.185512934,0.910484838,0.99969327,0.481796541,0.178191426,0.00027235,3,1,2,1,48.63927856,48.89579158,49.53707415,48.51102204,48.63927856,49.6012024,0.998538487,0.997765411,0.994696298,0.997489153,0.997268541,0.997424017,53.54509018,-0.106880428,0.818194032,,0.345175258,0.010247184,0.001218893,0.056554619,1,1
DDX23,IPI00006725.2,Q9BUQ8,0,,1,,1,1,0,,1,,1,1,,,1,,1,1,,,0.947383001,,0.739955081,1.014205866,,0.714136579,0.531242551,,0.585880378,0.447729806,,0.465327551,0.463127914,,0.417904046,0.397463924,,0.26312503,0.268736132,,0.266677381,0.24662942,,0.130400929,0.15194956,,0.166416282,0.145188485,,,0.202727364,,,0.172419729,,,0.13932467,,,0.131575706,,,0.128086963,,,0.07985888,,,0.1159007,,,0.07586353,-0.164040062,-0.266168114,-0.187830839,-0.052249214,0.143088492,-0.233615971,,,,0.141918514,0.178519207,0.023190121,0.054957615,0.299327278,0.691268512,,,,,0.821480793,0.976809879,0.945042385,0.700672722,0.308731488,,,,,-0.266168114,0.015202633,3,2,1,2,,50.37074148,47.86973948,,49.6012024,47.29258517,,0.998789977,0.980362607,,0.99749493,0.982141475,59.1242485,-0.673346693,0.730569874,,-0.689195076,,0.178519207,,0,0
DIABLO,IPI00008418.6,Q9NR28,2,1,2,,3,2,2,1,2,,3,2,1,1,1,,1,1,0.966972015,1.333175242,1.349978264,,0.926791613,0.908416476,0.747101006,0.87795174,1.121464393,0.975138131,1.202649265,0.915338813,0.716799063,0.800365648,0.998176474,0.891617197,1.062795125,0.928483303,0.886236419,1.022666016,1.044686246,1.016391109,1.036515031,1.049841999,0.621629514,0.76411115,0.932392992,0.980783115,0.994466413,1.045397032,0.705576718,,0.642346118,0.744359021,,0.628071583,0.148240688,,0.170262418,0.215464024,,0.204996733,0.085389532,,0.127231188,0.144308839,,0.132727241,0.080806628,,0.07584847,0.098104642,,0.091708905,0.110218265,0.181766552,0.20652304,0.074733539,0.401020058,0.022386895,0.403673206,,,0.228233597,0.779620464,0.73740302,0.839566629,0.825609412,0.946663661,0.623432126,0.896679932,0.775598611,0.996605435,0.220379536,0.26259698,0.160433371,0.174390588,0.053336339,0.376567874,0.103320068,0.224401389,0.003394565,,,3,3,1,9,59.02805611,,60.31062124,60.75951904,,60.31062124,0.801779041,,0.986514015,0.992496833,,0.984856423,64.70340681,0.865731463,0.33062423,1,,,0.220379536,,0,0
DIAPH1,IPI00852685.1,"A0A0G2JH68,O60610",9,7,15,9,10,10,9,7,15,9,10,10,1,1,1,1,1,1,1.013897069,1.06889811,1.168427685,1.022937511,1.142807755,1.103928189,0.638439107,0.672243836,0.697211083,0.693384893,0.669931645,0.759580638,0.265714813,0.250462761,0.251939065,0.231571738,0.236025787,0.236263681,0.072798323,0.085703665,0.061838615,0.07540974,0.080185331,0.068483144,0.057545281,0.075358499,0.056368712,0.060656236,0.06912391,0.054296438,0.013484699,0.035289235,0.047940971,0.031737446,0.051912972,0.055860294,0.023101033,0.036247246,0.051331238,0.022352789,0.028604705,0.049816041,0.021135248,0.032161604,0.045993319,0.018496803,0.03515965,0.049851721,0.032967209,0.027585027,0.056558209,0.03371108,0.042807107,0.054523348,0.118091843,0.079248096,-0.125582686,,,,,,,0.0732309,0.991001483,0.899651259,0.037496011,0.661018429,0.30953292,0.923255239,0.140947281,0.558446127,0.777941127,0.008998517,0.100348741,0.962503989,0.338981571,0.69046708,0.076744761,0.859052719,0.441553873,0.222058873,-0.125582686,0.037496011,3,1,1,3,48.51102204,48.5751503,48.63927856,48.31863727,48.12625251,48.5751503,0.998451404,0.999264385,0.998539711,0.9995232,0.999373155,0.999541407,52.83967936,-0.235136941,0.156975091,,-0.361943418,0.125403325,0.008998517,0.110994239,1,1
DJ-1,IPI00298547.3,Q99497,13,8,14,9,12,9,12,7,11,8,11,8,1,1,1,1,1,1,0.959464303,1.220183672,1.097378795,1.114747013,0.996392478,0.98205579,0.974677373,1.045563985,1.157304175,1.116715787,1.186637802,1.12082551,0.866078786,0.936002265,1.100714373,1.075862051,1.091076046,0.998063609,0.924990018,0.963225103,1.077917086,1.072553068,1.038830211,1.014723611,0.66058401,0.74137506,0.893401604,0.938527952,0.862383485,0.89196379,0.41429641,0.368025539,0.46211202,0.517134148,0.460337426,0.44516783,0.126499726,0.096377745,0.10139746,0.123700941,0.105062544,0.117662678,0.077969785,0.092354081,0.117722585,0.09372398,0.117340539,0.103042456,0.073317715,0.07672299,0.082266097,0.092412325,0.094875236,0.085072665,0.081140039,0.110885764,0.130951394,0.078464974,0.240819977,0.196289279,,,,0.189150278,0.900990322,0.853019389,0.777692402,0.766368252,0.87807845,0.871412051,0.854005389,0.753889455,0.936219772,0.099009678,0.146980611,0.222307598,0.233631748,0.12192155,0.128587949,0.145994611,0.246110545,0.063780228,,,3,1,1,9,58.4509018,58.4509018,59.41282565,59.60521042,59.02805611,59.09218437,0.984059855,0.993463853,0.973883877,0.994149689,0.983571687,0.993340336,62.77955912,0.470273881,0.271516052,1,,,0.099009678,0.361237769,1,1
DLG1,IPI00218729.3,Q12959,,,1,,,,,,1,,,,,,1,,,,,,0.776729466,,,,,0.760227052,,,0.686249332,,,0.492256726,,,0.457517771,,,0.33948621,,,0.203232652,,,0.243007262,,,0.160582816,,,,,,,,,,,,,,,,,,,,,,,,,,-0.364515898,-0.147697524,-0.105583135,-0.740220762,-0.597681912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.85771543,,,50.94789579,,,0.999868553,,,0.99499241,,56.23847695,1.090180361,,,,,,,0,0
DLK1,IPI00160384.2,P80370,2,2,2,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,0.927005259,1.020173265,1.372977203,1.384257666,1.230052659,1.252893526,0.599722677,0.713684593,0.703421613,0.601068634,0.887395247,0.772100362,0.569932554,0.608028626,0.571827736,0.421414669,0.660445766,0.625096455,0.501261093,0.536066644,0.538232853,0.346435394,0.439684379,0.575151592,0.47595572,0.512862788,0.556317375,0.408963765,0.504980406,0.61632579,0.807992402,0.926066718,0.744053802,0.685321399,0.844466336,0.686686416,1.334060085,1.405374808,1.013479382,1.003301667,1.325356677,1.004176125,1.588421064,1.870990227,1.271414636,1.51077138,1.653302132,1.305300176,2.223242884,2.238868321,1.409824183,2.007908148,1.934004978,1.420682336,0.244977951,0.150641045,-0.062583865,-0.241069405,-0.031138276,-0.162130912,-0.16964896,-0.070937551,-0.115693906,0.190591181,0.974360137,0.881642064,0.384564584,0.159070973,0.398248133,0.025448178,0.150097368,0.186959289,0.110936766,0.025639863,0.118357936,0.615435416,0.840929027,0.601751867,0.974551822,0.849902632,0.813040711,0.889063234,0.244977951,0.079051854,3,6,1,1,,,,,,,0.497510054,0.552582948,0.101053667,,,,,,,,0.500639457,,0.025639863,,0,0
DLST,IPI00420108.5,P36957,,5,0,6,,6,,5,0,6,,6,,1,,1,,1,,1.108881858,,1.019427601,,0.850637998,,,,,,,,,,,,,,,,,,,,,,,,,1.503293714,1.563832616,2.247687881,1.278678065,1.433675502,1.251882961,3.910273327,5.109692251,6.789978202,3.342449758,4.198559558,5.465219709,4.367345571,7.078958633,8.374587497,4.801240879,6.486147883,8.07582255,5.631872068,7.493916493,7.683513336,5.452589255,7.604477524,7.631040936,-0.018839269,,,,,-0.401061145,-0.274277659,-0.01397784,-0.011810044,0.159345095,0.441382647,,,,,0.107516525,0.004251197,0.437355648,0.303983123,0.558617353,,,,,0.892483475,0.995748803,0.562644352,0.696016877,-0.274277659,0.007349421,2,5,1,7,,,,,,,,,,-0.875210945,,,,,,,-0.708072295,,0.441382647,0.927041324,0,1
DNAJA1,IPI00012535.1,P31689,4,2,3,3,5,3,4,2,3,3,5,3,1,1,1,1,1,1,0.822739548,1.193735283,0.894599278,0.878892376,0.918519747,0.991399935,0.799972283,0.933330572,0.984006227,0.836075207,0.907588569,0.969927384,0.631124923,0.63339845,0.783686223,0.621892982,0.695270652,0.623710309,0.370771798,0.318581949,0.422927228,0.364122924,0.280911246,0.370318966,0.235816079,0.170516487,0.361420177,0.236057748,0.164069675,0.356459199,0.285107092,0.181610497,0.238327644,0.293306181,0.174379286,0.21217479,0.190995662,0.129939148,0.150780916,0.147904914,0.099591143,0.151399988,0.161615553,0.10816639,0.120831089,0.166590892,0.111279626,0.127708952,0.166601917,0.108927655,0.108030589,0.116989038,0.130144777,0.0950693,-0.084669288,0.000847429,-0.072065979,-0.13309903,-0.024688326,-0.061802807,-0.181479321,0.043743481,-0.510031653,0.13865475,0.160388615,0.509384385,0.324895548,0.065472618,0.138157332,0.206389139,0.095062278,0.975767189,0.289439262,0.839611385,0.490615615,0.675104452,0.934527382,0.861842668,0.793610861,0.904937722,0.024232811,0.710560738,0.043743481,0.215362992,3,4,1,8,51.01202405,51.58917836,53.25651303,51.9739479,52.16633267,52.80761523,0.986057016,0.997642126,0.985792613,0.98132249,0.996565069,0.965386358,56.81563126,0.363393454,0.639649825,1,0.032210299,0.501135915,0.160388615,0.493104157,1,1
