Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,47.4C_cond1.1.1,47.4C_cond1.2.1,47.4C_cond1.3.1,47.4C_cond2.1.1,47.4C_cond2.2.1,47.4C_cond2.3.1,51C_cond1.1.1,51C_cond1.2.1,51C_cond1.3.1,51C_cond2.1.1,51C_cond2.2.1,51C_cond2.3.1,53.9C_cond1.1.1,53.9C_cond1.2.1,53.9C_cond1.3.1,53.9C_cond2.1.1,53.9C_cond2.2.1,53.9C_cond2.3.1,56.8C_cond1.1.1,56.8C_cond1.2.1,56.8C_cond1.3.1,56.8C_cond2.1.1,56.8C_cond2.2.1,56.8C_cond2.3.1,59.9C_cond1.1.2,59.9C_cond1.2.2,59.9C_cond1.3.2,59.9C_cond2.1.2,59.9C_cond2.2.2,59.9C_cond2.3.2,62.5C_cond1.1.2,62.5C_cond1.2.2,62.5C_cond1.3.2,62.5C_cond2.1.2,62.5C_cond2.2.2,62.5C_cond2.3.2,65.6C_cond1.1.2,65.6C_cond1.2.2,65.6C_cond1.3.2,65.6C_cond2.1.2,65.6C_cond2.2.2,65.6C_cond2.3.2,69C_cond1.1.2,69C_cond1.2.2,69C_cond1.3.2,69C_cond2.1.2,69C_cond2.2.2,69C_cond2.3.2,meanlog2Ratio37C,meanlog2Ratio47.4C,meanlog2Ratio51C,meanlog2Ratio53.9C,meanlog2Ratio56.8C,meanlog2Ratio59.9C,meanlog2Ratio62.5C,meanlog2Ratio65.6C,meanlog2Ratio69C,meanStDev,pValue_less37C,pValue_less47.4C,pValue_less51C,pValue_less53.9C,pValue_less56.8C,pValue_less59.9C,pValue_less62.5C,pValue_less65.6C,pValue_less69C,pValue_greater37C,pValue_greater47.4C,pValue_greater51C,pValue_greater53.9C,pValue_greater56.8C,pValue_greater59.9C,pValue_greater62.5C,pValue_greater65.6C,pValue_greater69C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
TMEM49,IPI00062469.2,Q96GC9,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1.099030553,,1.214023646,,1.151947071,,,,,,,,,,,,,,,,,,,,,,,,,1.281233325,1.114360292,1.527202124,1.529525687,1.291815782,1.174913383,1.209023904,1.241453751,1.505964346,1.473442789,1.118789709,1.159538431,0.426276531,0.62768488,0.779454648,0.660285101,0.614581701,0.641899403,0.522031645,0.412395203,0.532576537,0.506390306,0.467027082,0.401814995,0.206700815,,,,,0.03013303,-0.080626777,0.106915319,-0.090288763,0.305909322,0.98101795,,,,,0.551790295,0.359272,0.633933064,0.324870155,0.01898205,,,,,0.448209705,0.640728,0.366066936,0.675129845,0.206700815,0.01898205,1,1,1,1,64.22244489,65.44088176,65.63326653,65.24849699,64.67134269,65.37675351,0.792445641,0.851516177,0.312818195,0.715798138,0.96269575,0.998238112,65.85771543,1.42E-14,1,,0.411538786,,0.01898205,,0,0
TMEM8,IPI00289131.3,Q9HCN3,2,1,2,2,,1,2,1,2,2,,1,1,1,1,1,,1,0.99308167,0.988696351,1.1525833,1.084240554,,0.813154815,0.830352917,0.957588822,,0.883554233,0.972767971,,0.717682167,0.755149294,,0.817936751,0.845106363,,0.743136525,0.681164397,,0.754492742,0.753316101,,0.665497486,0.605839965,,0.674151793,0.607443391,,0.57024696,0.530880695,0.592842378,0.569931147,0.599289805,0.561811151,0.482076216,0.382648374,0.459425371,0.496016439,0.423310619,0.400520225,0.385825664,0.301788191,0.39387874,0.360931231,0.312339625,0.354069235,0.272299533,0.216857393,0.210809811,0.320133257,0.223095601,0.216456454,-0.000651692,0.056141733,0.175507624,0.083566039,0.011226734,0.032167873,-0.003710446,-0.066788641,0.104176097,0.097372014,0.497129844,0.828951114,0.976219128,0.797590067,0.81423014,0.645627307,0.487105878,0.19235098,0.87578156,0.502870156,0.171048886,0.023780872,0.202409933,0.18576986,0.354372693,0.512894122,0.80764902,0.12421844,0.175507624,0.027435652,3,2,1,3,59.86172345,59.02805611,61.78557114,61.08016032,60.43887776,60.69539078,0.967039766,0.984120395,0.991108374,0.994745182,0.983964874,0.992761597,,0.513026052,0.573272706,,0.338927963,,0.497129844,,0,0
TNFRSF10A,IPI00021975.2,O00220,8,5,7,9,7,6,7,5,6,8,7,5,1,1,1,1,1,1,0.942128518,0.906239547,0.951173847,1.096216724,1.080057805,0.890806165,0.775876147,0.763029565,0.725043643,0.67575265,0.732477703,0.82744403,0.566781913,0.516452969,0.519886028,0.434527587,0.503791203,0.588237617,0.45857261,0.399724117,0.401500393,0.344250868,0.390866711,0.449549154,0.4003162,0.321324702,0.335833661,0.306257711,0.309181045,0.401413315,0.374136402,0.453325892,0.377610455,0.343550196,0.438522627,0.346736306,0.414269985,0.465685286,0.347575588,0.342162826,0.445643623,0.310161218,0.28564566,0.385206611,0.241726917,0.270984015,0.336475009,0.251449773,0.335320116,0.35993148,0.222124229,0.305169884,0.373068071,0.209292264,-0.037238981,-0.022563778,-0.080317777,-0.094313443,-0.061544071,-0.098000171,-0.167887186,-0.071419949,-0.056685872,0.177472597,0.254320355,0.430710943,0.336048878,0.316802592,0.386007095,0.029783082,0.055805069,0.214980713,0.209311861,0.745679645,0.569289057,0.663951122,0.683197408,0.613992905,0.970216918,0.944194931,0.785019287,0.790688139,-0.098000171,0.014447465,3,6,1,6,49.28056112,48.19038076,49.0240481,47.99799599,48.31863727,51.58917836,0.983134908,0.957231415,0.976368313,0.990841509,0.95365541,0.986651871,53.35270541,0.470273881,0.713690007,1,-0.297737448,0.071544676,0.254320355,0.654754303,1,1
TNFRSF10B,IPI00296379.1,O14763,4,2,2,2,3,3,4,2,2,2,3,3,1,1,1,1,1,1,0.989549997,0.909893045,0.902605085,1.196376269,1.031476337,0.982212207,0.847607789,0.839937619,0.808102265,0.761143248,0.77389524,0.862308099,0.760590568,0.696531531,0.640158953,0.593061009,0.677426436,0.71227177,0.602455486,0.609962703,0.547149496,0.516018377,0.599423544,0.622490848,0.546108825,0.516130746,0.477383762,0.536621925,0.553431959,0.487489625,0.502018262,0.424336533,0.537892444,0.477698466,0.480239037,0.534620141,0.482118307,0.340694527,0.497533998,0.403288992,0.378034331,0.508183373,0.23488278,0.219100717,0.315448943,0.229179917,0.215956017,0.403642542,0.347585469,0.219263969,0.322316748,0.24753729,0.245074775,0.330705962,-0.003621871,-0.059902398,-0.081688753,-0.020819975,0.035202978,0.032700218,-0.025660212,0.099784901,-0.097366251,0.190709782,0.477325633,0.260268176,0.319821455,0.438225908,0.782007329,0.647050599,0.42583838,0.741357191,0.336807393,0.522674367,0.739731824,0.680178545,0.561774092,0.217992671,0.352949401,0.57416162,0.258642809,0.663192607,-0.059902398,0.351316899,3,2,1,2,55.69338677,56.52705411,52.35871743,55.24448898,56.71943888,53.38476954,0.947449754,0.994284839,0.938094585,0.952926964,0.974177017,0.960329249,,0.256513026,0.880224192,,-0.209054293,0.792107765,0.477325633,0.968930238,1,1
TNFRSF1A,IPI00796532.1,P19438,,,1,,,,,,1,,,,,,1,,,,,,1.031252061,,,,,0.561269742,,,0.600036234,,,0.268613055,,,0.252579657,,,0.09266785,,,0.114721473,,,0.048937463,,,0.072620868,,,,,,,,,,,,,,,,,,,,,,,,,,0.044397003,0.096355337,-0.088790979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.06212425,,,47.99799599,,,0.998730506,,,0.999928179,,54.31462926,-0.064128257,,,,,,,0,0
TNFRSF1B,IPI00023501.2,P20333,5,8,5,8,5,4,5,7,5,7,4,4,1,1,1,1,1,1,1.012212575,1.044862638,0.963564865,1.077818537,1.085300725,1.24383133,0.910732616,0.902223076,0.862928725,0.927565575,0.875184603,0.960604488,0.726203768,0.825383206,0.760752139,0.754281053,0.740194961,0.966745843,0.75195206,0.720257091,0.700759629,0.772254234,0.735580137,0.879681654,0.800201635,0.749212202,0.704808888,0.75612194,0.801988658,0.8283094,0.86659765,0.900344412,0.877973558,0.821377529,0.902883963,1.02437075,0.842554572,0.871306127,0.803122555,0.804108916,0.970616515,0.908649895,0.580790977,0.646723344,0.560271214,0.666856669,0.653628997,0.695879466,0.748735374,0.659912955,0.579078434,0.793933097,0.693905658,0.596845733,0.094713218,0.045742014,0.081093057,0.132289204,0.083133474,0.049745108,0.088815627,0.175797678,0.066874876,0.140834507,0.938734977,0.743081806,0.683040142,0.845390897,0.770984657,0.682873951,0.812683589,0.910176692,0.9842692,0.061265023,0.256918194,0.316959858,0.154609103,0.229015343,0.317126049,0.187316411,0.089823308,0.0157308,0.066874876,0.011423736,3,7,1,9,47.48496994,62.68336673,61.33667335,47.42084168,,,0.544023385,0.531823793,0.600702967,0.852507682,,0.661217055,,-9.74749499,0.421345889,,0.08605505,,0.061265023,0.269452647,0,1
TNFRSF8,IPI00006073.1,P28908,15,17,20,22,14,19,12,13,16,19,12,16,1,1,1,1,1,1,0.926456775,0.970720165,1.072876816,1.160124191,1.244441584,1.196576597,0.768369119,0.750686024,0.421770717,0.541761544,0.798046843,0.88800648,0.601163689,0.613442795,0.29335372,0.372077413,0.636626352,0.76805558,0.588582528,0.507057824,0.24247992,0.308631908,0.517842323,0.66894053,0.611499117,0.550625342,0.251387423,0.36667628,0.554351873,0.632832671,0.768866135,0.635726215,0.567169355,0.634905298,0.646279307,0.764025776,0.687423211,0.523552309,0.482834308,0.555175105,0.580988888,0.665815858,0.451992951,0.394605571,0.360031145,0.445751386,0.39596373,0.481331748,0.558876072,0.410659282,0.348141049,0.504029333,0.430815203,0.42436543,0.122849649,0.219411176,0.249977477,0.187672595,0.201266381,0.059134309,0.101838745,0.134601949,0.068580583,0.609149066,0.93060845,0.659701593,0.639449472,0.593654133,0.614471842,0.600125191,0.652950568,0.777928854,0.680247995,0.06939155,0.340298407,0.360550528,0.406345867,0.385528158,0.399874809,0.347049432,0.222071146,0.319752005,0.122849649,0.178652683,3,1,1,1,,48.25450902,,,47.1002004,57.74549098,,0.878078736,,,0.891843623,0.86661804,56.94388778,4.168336673,,,0.21635189,,0.06939155,0.290405166,0,1
TNFSF9,IPI00013301.1,P41273,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0.909993915,0.929748434,0.934232403,0.888929651,0.995060276,0.990682611,0.842627325,0.900338627,0.924139719,0.79420977,0.773122723,0.942276455,0.732348322,0.690012703,0.851354041,0.645792629,0.710069397,0.824039543,0.657836461,0.627729715,0.790458775,0.577208005,0.59048178,0.736509463,0.573596068,0.564479958,0.615793774,0.553143534,0.534464473,0.642651704,0.595860182,0.57899829,0.740470399,0.567391522,0.574256992,0.775879365,0.599090523,0.643178826,0.874046843,0.585851618,0.611807489,0.857085083,0.427910579,0.488841646,0.760401024,0.423614463,0.463181058,0.649764352,0.543814345,0.498887733,0.758234787,0.579128609,0.456804422,0.602713152,-0.088302279,-0.092368487,-0.062389183,-0.126291596,-0.023206592,-0.005033842,-0.044217672,-0.10639744,-0.12251404,0.093820262,0.010749658,0.163089132,0.21853488,0.028349157,0.322020527,0.455669555,0.043707439,0.116475583,0.210241499,0.989250342,0.836910868,0.78146512,0.971650843,0.677979473,0.544330445,0.956292561,0.883524417,0.789758501,-0.126291596,0.018551147,3,1,1,4,50.56312625,49.72945892,49.40881764,48.76753507,50.62725451,51.14028056,0.933898541,0.935864241,0.644594933,0.90157167,0.91617661,0.63424938,53.80160321,0.277889112,0.74542611,1,-0.363593602,,0.010749658,,0,0
TOR2A,IPI00432753.2,Q5JU69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.969406722,1.012399779,1.143010986,1.073434911,0.913332176,0.833807777,0.792242352,0.934717735,0.947885206,0.870242035,0.96303408,0.695594748,0.726049049,0.567134226,0.765344987,0.673394583,0.687292567,0.563615314,0.26226891,0.312800086,0.451583246,0.284312434,0.373604598,0.39116281,0.239830891,0.273197946,0.384403285,0.213120101,0.299391582,0.278938508,0.297030993,0.339261978,0.419318426,0.270010313,0.381899484,0.295104545,0.296408593,0.344472569,0.330005095,0.245304865,0.269450868,0.213780619,0.174495356,0.308133781,0.307245244,0.353933611,0.237376804,0.250744458,0.205382979,0.241327247,0.285836987,0.326093302,0.226780936,0.200398719,-0.020829105,-0.08931145,-0.09092672,0.055159649,-0.166979117,-0.157875276,-0.41791184,0.116913125,0.021652472,0.363998475,0.383613033,0.334924591,0.35210491,0.636667665,0.216690423,0.252419798,0.029786451,0.589894082,0.522170481,0.616386967,0.665075409,0.64789509,0.363332335,0.783309577,0.747580202,0.970213549,0.410105918,0.477829519,-0.41791184,0.07345879,3,5,1,7,50.94789579,50.37074148,51.78156313,51.14028056,51.39679359,49.72945892,0.932747589,0.986560153,0.983048879,0.960598796,0.980702455,0.989209252,55.27655311,-0.277889112,0.695613285,1,-1.042420773,,0.383613033,,0,0
TPBG,IPI00009111.1,Q13641,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1.203203693,0.926640873,1.006025761,1.005770051,0.952166431,1.055823626,1.07613174,0.862613415,0.819705909,1.044220029,0.966309448,1.008431471,0.892289591,0.781974128,0.894962698,0.959540345,0.759745473,0.809548657,0.734216127,0.615621652,0.619254516,0.754742804,0.685205268,0.6247513,0.591120552,0.499303228,0.433732363,0.605740031,0.581663768,0.393467262,0.377794801,0.426540177,0.436551053,0.43194751,0.374383056,0.405709794,0.334440588,0.306309788,0.404925462,0.284760475,0.346445592,0.338831878,0.314075767,0.270171196,0.232269902,0.211028539,0.27184216,0.266098252,0.174234943,0.208081029,0.216571684,0.291405073,0.233816679,0.211027518,0.030264233,0.139758965,-0.027161001,0.069007359,0.038318031,-0.033538529,-0.103816818,-0.122874116,0.290936973,0.215242381,0.698703306,0.852242942,0.371793608,0.873419339,0.625858933,0.399740532,0.268990103,0.324503525,0.830765693,0.301296694,0.147757058,0.628206392,0.126580661,0.374141067,0.600259468,0.731009897,0.675496475,0.169234307,0.069007359,0.179981586,3,2,1,4,56.33466934,55.69338677,55.75751503,56.3987976,55.82164329,53.76953908,0.979252966,0.995710132,0.944311444,0.985957683,0.988909848,0.981446472,66.0501002,-0.598530394,0.507577088,,0.091018996,,0.301296694,,0,0
TPCN1,IPI00164366.4,Q9ULQ1,2,2,2,3,1,1,2,2,2,3,1,1,1,1,1,1,1,1,0.915047397,0.854882798,1.133057876,1.093851422,1.130718692,1.072805282,0.850230584,0.788607533,0.773484558,0.804924294,0.91659692,0.926825818,0.94175647,0.746323509,0.908922169,0.794202448,0.955226171,0.914088982,0.973249256,0.672971066,0.859122158,0.687715447,0.837423306,0.990284514,0.888879744,0.55660093,0.813422982,0.655244965,0.660617537,0.975628757,0.710775542,1.486628222,0.971998734,0.595949724,1.654186463,0.853862421,0.850543124,1.866962952,1.199012709,0.691926722,1.996943384,0.886780986,0.391208686,0.523927032,0.358503699,0.23290406,0.537188357,0.404118288,0.166571318,0.18994966,0.149305682,0.189531911,0.236531292,0.159980576,0.038997261,0.132968211,0.039457284,0.006464934,0.023181531,-0.095692083,-0.211954068,-0.179783614,0.200780791,0.289479118,0.697855903,0.830493164,0.57896236,0.508936649,0.535298534,0.264002449,0.157656818,0.297464915,0.957026488,0.302144097,0.169506836,0.42103764,0.491063351,0.464701466,0.735997551,0.842343182,0.702535085,0.042973512,0.200780791,0.266499827,3,6,1,9,64.67134269,65.50501002,65.24849699,58.19438878,65.44088176,64.60721443,0.878759047,0.342712572,0.819842944,0.822282769,0.391766175,0.876423641,,-2.394121576,0.357150229,,0.397758284,,0.302144097,,0,0
TRAF2,IPI00292635.1,Q12933,,,1,,1,,,,1,,1,,,,1,,1,,,,1.128517525,,1.164417862,,,0.914565611,0.999631187,,0.887527479,1.005311575,,0.70580722,0.828189119,,0.738049207,0.855445972,,0.332608846,0.464474246,,0.368098026,0.480121122,,0.043324878,0.156145797,,0.030007371,0.05484001,,,,,,,,,,,,,,,,,,,,,,,,,0.197018849,-0.017559999,0.055579655,0.097031637,-1.509592992,,,,,0.03762512,0.963661527,0.309403506,0.94966367,0.85054283,0.142547417,,,,,0.036338473,0.690596494,0.05033633,0.14945717,0.857452583,,,,,0.197018849,0.036338473,1,1,1,1,,52.48697395,53.57715431,,51.71743487,52.93587174,,0.992259107,0.999488778,,0.955537108,0.97342224,57.84168337,-0.705410822,0.479134904,,0.389001318,,0.036338473,,0,0
TREML2,IPI00015696.6,Q5T2D2,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TRIM4,IPI00030371.2,Q9C037,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TRIP10,IPI00168849.3,Q15642,1,,,,,,1,,,,,,1,,,,,,1.146238608,,,,,,0.834072553,,,1.078530682,,,0.30774011,,,0.415189335,,,0.01,,,0,,,0.01,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.196907396,0.370822429,0.432056893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.66533066,,,50.43486974,,,0.99645589,,,0.998156594,,,52.96793587,0.769539078,,,,,,,0,0
TRIP6,IPI00301561.1,Q15654,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
TRPM4,IPI00872113.1,Q8TD43,7,4,7,5,6,3,7,4,7,5,6,3,1,1,1,1,1,1,0.925911081,0.984899239,0.811937083,0.766222399,0.964189648,0.915763072,0.798234227,0.805183031,0.821622989,0.783940839,0.749103352,0.765876457,0.603318704,0.585938318,0.5678307,0.549849355,0.54368072,0.580698529,0.46998377,0.444678667,0.429338343,0.440668512,0.437498431,0.433245571,0.087561941,0.090710735,0.059954348,0.086696854,0.085820072,0.057044691,0.020721774,0.019425241,0.125919151,0.029915235,0.02897975,0.142774629,0.030789685,0.040021566,0.138467842,0.014971155,0.031145357,0.115913907,0.04126439,0.052432427,0.107153873,0.028410593,0.053224189,0.143315762,0.051388929,0.056004814,0.142477942,0.060140422,0.063790582,0.12045808,-0.166216052,-0.077194735,-0.069848166,-0.034444166,,,,,,0.082921457,0.018444566,0.047237595,0.154378936,0.191608996,0.057771966,0.962447257,0.076622618,0.458858145,0.630561862,0.981555434,0.952762405,0.845621064,0.808391004,0.942228034,0.037552743,0.923377382,0.541141855,0.369438138,-0.243410787,0.006677276,3,1,2,1,52.16633267,51.9739479,51.20440882,52.35871743,52.16633267,51.71743487,0.972149854,0.976664205,0.966591716,0.976701695,0.971794181,0.958796389,59.06012024,0.299265197,0.440647365,,-0.636221071,0.049626176,0.018444566,0.148494384,1,1
TRPM7,IPI00290032.1,"H0YLN8,Q96QT4",2,1,2,,4,,2,1,2,,4,,1,1,1,,1,,1.010653582,0.92897129,0.559917876,,1.071282069,,0.926672653,1.045128105,0.872233897,0.867918775,0.720635048,0.818150401,0.522059079,0.5057395,0.480173545,0.48147829,0.429571418,0.48185378,0.146028085,0.149018339,0.128513793,0.122504286,0.134309764,0.151626227,0.162407835,0.031788827,0.141575416,0.141546427,0.047915396,0.103410705,0.071817118,,,0.066621135,,,0.042078008,,,0.035315196,,,0.052518314,,,0.038434716,,,0.08222505,,,0.074864308,,,-0.207094993,-0.241062602,-0.115733096,0.238596111,-0.198345901,,,,,0.268046529,0.202352347,0.122056863,0.118750647,0.374511774,0.477712351,,,,,0.797647653,0.877943137,0.881249353,0.625488226,0.522287649,,,,,-0.115733096,0.069911115,3,1,1,3,50.81963928,50.94789579,50.37074148,50.62725451,50.0501002,50.62725451,0.99360223,0.992393946,0.991774736,0.993292801,0.99318072,0.995194725,54.63527054,-0.277889112,0.34545222,,-0.339015759,,0.202352347,,0,0
TRPV2,IPI00183666.8,Q9Y5S1,28,18,27,19,26,23,25,18,25,18,23,21,1,1,1,1,1,1,0.966131627,0.922617646,0.823846564,0.779561397,0.992047553,0.945918587,0.871706871,0.940692203,0.880629594,0.834919313,0.780258937,0.857665466,0.797418713,0.828912563,0.777484787,0.745373472,0.754887911,0.796094527,0.788731228,0.781988508,0.707953914,0.740336026,0.74281347,0.745630459,0.398571921,0.390929138,0.370171114,0.384517412,0.396194618,0.375091743,0.025180946,0.024213858,0.02599353,0.029063455,0.034876043,0.033847098,0.01592449,0.018022218,0.021557992,0.018028412,0.017374359,0.02041697,0.018776383,0.015659852,0.014931543,0.016088161,0.019638867,0.015200423,0.014984736,0.011587988,0.01445221,0.016909763,0.01557809,0.013639194,-0.149408718,-0.123365455,-0.066068726,-0.03023187,-0.004479267,,,,,0.09738454,0.022887471,0.117701296,0.163193659,0.312216676,0.433646871,0.971677118,0.568086199,0.594309955,0.818914449,0.977112529,0.882298704,0.836806341,0.687783324,0.566353129,0.028322882,0.431913801,0.405690045,0.181085551,-0.149408718,0.01697078,3,1,1,1,55.75751503,55.75751503,55.11623246,55.82164329,55.88577154,55.9498998,0.967410888,0.983370737,0.97310833,0.970996042,0.961210677,0.984865841,60.1503006,0.342017368,0.190034125,,-0.417405129,0.078587766,0.022887471,0.166789019,1,1
TSPAN13,IPI00000735.5,O95857,,1,1,,,,,1,1,,,,,1,1,,,,,0.791614242,1.269201922,,,,,0.734779948,,,0.929934152,,,0.73949932,,,0.868853439,,,0.681810186,,,0.770156606,,,0.786415359,,,0.830840169,,4.631410851,,,3.629486203,,,12.48526635,,,7.711554634,,,18.96637134,,,12.673439,,,19.1017561,,,16.64845099,,,0.003395542,0.339816306,0.232564019,0.175781684,0.07927947,-0.351686412,-0.69513296,-0.581635627,-0.198317325,0.481576585,0.503173909,,,,,,,,,0.496826091,,,,,,,,,0.003395542,0.496826091,1,1,1,1,,,,,48.12625251,,,,,,0.917523295,,,,,,-0.061710745,,0.496826091,,0,0
TSPAN14,IPI00303059.3,Q8NG11,4,4,5,5,5,5,4,4,5,5,5,5,1,1,1,1,1,1,0.860293908,0.859263532,0.854237803,0.985945493,0.914963074,1.21887243,0.840651636,0.884650995,0.848324522,0.776501644,0.707269978,0.822069714,0.738803319,0.766775973,0.753339323,0.667060769,0.63006792,0.697235732,0.724167196,0.777352872,0.719837981,0.683194948,0.690326893,0.689159648,0.560173398,0.575399834,0.569709084,0.544541916,0.504850957,0.486253128,0.367679726,0.345829814,0.310841556,0.390974066,0.353900904,0.481326926,0.334325715,0.322764411,0.303136974,0.332562907,0.316937031,0.400840492,0.221070403,0.23452172,0.2233743,0.184980757,0.217658476,0.272057287,0.18971815,0.174498061,0.169918131,0.1910287,0.170363294,0.19101655,-0.087717316,-0.160907335,-0.180774419,-0.106049823,-0.152685172,0.250914742,0.123048694,-0.026779589,0.048064354,0.172261518,0.165284581,0.096725888,0.037220982,0.042779086,0.058001399,0.840646003,0.763779277,0.441768109,0.741092385,0.834715419,0.903274112,0.962779018,0.957220914,0.941998601,0.159353997,0.236220723,0.558231891,0.258907615,-0.286824242,0.004935494,3,3,2,3,57.4248497,57.55310621,57.16833667,58.57915832,57.68136273,59.54108216,0.984071244,0.978963478,0.978618339,0.97804964,0.959114129,0.977464301,,1.218436874,0.09057148,,-0.737277954,0.042266629,0.165284581,0.504888592,1,1
TSPAN3,IPI00030941.5,O60637,,2,,2,,2,,2,,2,,2,,1,,1,,1,,1.442952304,,1.063685252,,0.984617236,,,,,,,,,,,,,,,,,,,,,,,,,0.899146771,0.417133462,0.433141157,0.515042416,0.443516577,0.313825649,2.959333135,0.870987957,0.786364762,1.72206147,0.761526992,0.64237784,5.366862608,1.038121393,0.882229505,2.85936771,1.00129812,0.873824057,6.126837219,1.277625942,0.89609789,5.462970759,1.149865381,0.928669533,0.198576609,,,,,-0.393420133,-0.422223205,-0.324765853,-0.088649467,0.336803208,0.82028492,,,,,0.134747107,0.072864447,0.190921482,0.166939313,0.17971508,,,,,0.865252893,0.927135553,0.809078518,0.833060687,-0.422223205,0.072769022,2,5,1,7,,,,,,,-0.643483015,,,-0.165603769,,,,,,,-1.052456672,,0.17971508,,0,0
TSPAN31,IPI00030418.1,Q12999,3,2,1,3,2,2,2,2,1,2,2,1,1,1,1,1,1,1,0.931106797,0.906316956,0.993109888,1.08376231,0.995907694,1.323292927,0.787673326,0.820674366,0.890398102,0.731232935,0.969855372,1.082633329,0.826442591,1.083289493,0.965231085,0.605316588,0.995400523,1.127351773,0.960294104,1.217578323,0.952260888,0.693602485,1.205139135,1.126052385,1.124659749,1.411862142,0.960003707,0.952954295,1.550286292,1.086685944,1.417897115,1.419166898,1.616144988,1.238180015,1.203983463,1.896854125,2.859012359,2.446063919,3.354916143,2.244544713,2.170103845,3.25780151,3.801659037,3.040315076,3.959250117,3.278057104,2.715650388,4.123263213,3.670310787,2.582139697,3.29933742,3.544345799,2.513295129,3.603227641,0.043232696,0.138571883,-0.115767676,-0.080778985,0.024916313,-0.067236119,-0.188056681,-0.10605063,0.012581215,0.221755803,0.691969261,0.810785508,0.305927885,0.367561002,0.565870725,0.348589417,0.084296763,0.166145209,0.576630721,0.308030739,0.189214492,0.694072115,0.632438998,0.434129275,0.651410583,0.915703237,0.833854791,0.423369279,-0.188056681,0.120266097,3,6,1,7,,,,,,,0.047980927,0.131208863,0.00952957,0.217659602,0.208742601,-0.133745942,37,,,1,-0.507369004,,0.308030739,,0,0
TSPAN4,IPI00916272.1,J3KQ42,4,1,2,,,2,4,1,2,,,2,1,1,1,,,1,0.986429221,1.486616031,1.193010256,,,0.88178083,0.790979561,0.8859536,,0.853629802,0.955226262,,0.720605753,0.655042683,,0.754519883,0.845120831,,0.692823958,0.644952391,,0.599728612,0.686106227,,0.689794312,0.536714879,,0.543341226,0.596614664,,0.812721746,,0.581163183,0.752447787,,0.637423147,0.450651656,,0.567678682,0.59738934,,0.605556991,0.39592525,,0.420008181,0.52876209,,0.431949911,0.389989084,,0.401294465,0.46659153,,0.417404751,0.156354494,0.109290744,0.216958729,-0.059469864,-0.095832081,0.011069039,0.24992349,0.228918633,0.15775607,0.212219154,0.793098481,0.998021311,0.806845068,0.37890652,0.382829838,0.528745324,0.821704506,0.780749319,0.818772793,0.206901519,0.001978689,0.193154932,0.62109348,0.617170162,0.471254676,0.178295494,0.219250681,0.181227207,0.109290744,0.004353159,3,1,1,2,60.3747495,49.15230461,59.66933868,48.70340681,53.38476954,59.41282565,0.786372857,0.972156909,0.986086472,0.850483074,0.995782274,0.986157953,,-2.565130261,0.619447138,,0.184789771,,0.206901519,,0,0
