Accession,logFC,-logPval,-logAdjPval,DMSO1,DMSO2,DMSO3,DMSO4,DMSO5,MTX1,MTX2,MTX3,MTX4,MTX5
Q9H2K8;G3V1Q8;F5GWV8,-0.0685,0.1384,0.0194,23997.0,32281.0,19796.0,18045.0,16832.0,20027.0,27016.0,18870.0,27234.0,17563.0
Q5JWM4;Q9H6P5;Q9H6P5-2;Q9H6P5-3,-0.0227,0.1383,0.0194,17422.0,19965.0,25372.0,24671.0,21590.0,21953.0,19024.0,21504.0,25430.0,21921.0
Q02952-2,0.0521,0.1384,0.0194,1999.7,2161.9,2480.7,2583.6,2035.9,2481.8,2284.8,2505.3,2099.2,2548.7
Q9P016-2;Q9P016,0.0219,0.1382,0.0194,36925.0,39957.0,50371.0,47587.0,41134.0,45281.0,37037.0,47860.0,48641.0,46180.0
A0A087WTN9;P13928;A0A075B765;P13928-2,0.038,0.1384,0.0194,4638.2,5395.5,7395.5,6749.9,6083.8,6232.7,5184.3,6369.8,7523.2,6466.6
Q8N2Z9;Q8N2Z9-2;A0A087WT10;Q8N2Z9-3,0.0297,0.1377,0.0193,32523.0,47851.0,45887.0,42773.0,39372.0,39309.0,40262.0,42067.0,52943.0,44590.0
H0YLX2;Q2KHR2-2;Q2KHR2,-0.0204,0.138,0.0193,40863.0,45396.0,53708.0,52427.0,45234.0,49041.0,40771.0,48440.0,52168.0,50292.0
B5MC79;B5MC16;Q7Z624-2;Q7Z624;H7C2N4,-0.0284,0.1378,0.0193,9553.6,12102.0,14431.0,13341.0,12605.0,12088.0,11109.0,11881.0,13755.0,13430.0
Q92562;Q5JRV4,0.031,0.1378,0.0193,7923.7,8885.1,11063.0,11019.0,9719.6,9722.5,9594.2,9498.9,11117.0,10838.0
O60930,0.0331,0.1374,0.0192,8671.4,10507.0,12597.0,10392.0,9230.1,10812.0,9391.5,10163.0,11146.0,12479.0
O95297-4;O95297-2;O95297;Q9UEL6;O95297-5;O95297-3,0.0317,0.1375,0.0192,7004.4,8491.9,9720.5,9186.3,8545.3,9196.4,7873.5,8634.0,10249.0,9134.3
H7BY36,0.0566,0.1375,0.0192,1052.6,1069.5,1281.5,1154.6,1077.6,1283.8,1029.1,960.79,1266.9,1518.5
H7C1R1,-0.054,0.137,0.0191,1067.5,1593.7,1689.7,1685.1,1355.3,1423.2,1373.8,1270.2,1445.3,1748.7
P33981-2;P33981;D6RF82;D6REX1;D6RIC6;D6RFY1,0.0302,0.1372,0.0191,12579.0,12980.0,15670.0,14596.0,12884.0,15762.0,13424.0,13311.0,14163.0,15303.0
E9PFB9;J3KP97;Q5T9S5-2;Q5T9S5;Q5T9S2,-0.0411,0.1373,0.0191,6041.8,8657.4,9710.9,8384.8,7463.5,9601.7,6899.0,6950.4,7578.4,8920.7
O75116;E9PF63;Q14DU5;D6REE7;C9JFJ0,0.0161,0.137,0.0191,633620.0,713300.0,904870.0,881860.0,766160.0,784500.0,697620.0,799310.0,934460.0,823880.0
Q9Y265;Q9Y265-2;E7ETR0;H7C4G5;H7C4I3;J3QLR1,-0.0183,0.1371,0.0191,627320.0,721940.0,936980.0,922960.0,733750.0,792640.0,724850.0,755720.0,821330.0,871910.0
E9PMJ2;J3KP39;Q9BPY3;G3V179;E9PIM5;E9PMW3,-0.0221,0.1367,0.019,33505.0,37719.0,47172.0,48084.0,42692.0,40100.0,39103.0,40347.0,45258.0,45639.0
Q96A05,0.0429,0.1366,0.019,6122.5,8305.4,9253.2,11361.0,6173.1,9465.2,6872.2,7944.3,10014.0,9004.7
Q13136;Q13136-2;E9PJZ7;H0YEF9;H0YDW2;H0YD72;O75334-7;A0A1B0GVT3;O75334-8;O75145-2;O75145;E9PPF6;H0YHJ4;R4GN36;O75335-2;O75335-1;F8VWG6;H0YF15;E9PID5;F8W1Y8;R4GNF1;H0YIJ4;A0A0C4DGR8;F8VYK7;A0A0C4DGR7,-0.0141,0.1363,0.019,124310.0,138400.0,172090.0,162420.0,145450.0,149270.0,141660.0,144250.0,161960.0,155020.0
A0A0B4J2F1;A0A0A6YYH9;Q5RIB0;H0Y5V3;A0A0A0MRU4;Q5JTY5-2;Q5RIA9;Q5JTY5;Q4V339;A0A087WWG3;Q5RIA9-3;Q9BRT8-2;Q9BRT8-3;Q9BRT8;F2Z2T4;A0A087X140;C9J3G2;Q8IUF1;A0A087X1C0;Q5JTY2;Q6NVZ8;A0A0B4J2E3;E7EUZ7;A0A087WYD2;Q5RIB5;A0A087WTC0;F8WEG4;A0A087WZQ3;F8WEU0;A0A087WVU7;A0A087WU66;A0A0B4J1T6;Q9BRT8-4,0.0201,0.1365,0.019,42017.0,43722.0,56301.0,56743.0,50403.0,51930.0,46120.0,48676.0,58599.0,53628.0
Q9ULC3,0.0227,0.1363,0.019,36428.0,35755.0,50485.0,51298.0,41340.0,43563.0,39896.0,44947.0,48033.0,46758.0
Q8N0U4;Q8N0U4-3;C9JFL0,0.0266,0.1364,0.019,12250.0,13475.0,16728.0,18365.0,13990.0,14840.0,13403.0,15212.0,18560.0,16044.0
G3V174;A7KAX9-2;A7KAX9;A7KAX9-3,-0.0437,0.1366,0.019,3221.3,3571.5,5007.9,4144.7,3313.9,3746.2,3481.5,3680.1,4133.2,4015.3
A0A0G2JIS2;Q96KQ7-2;A2ABF8;A0A0G2JIR1;Q96KQ7;A2ABF9;A0A0G2JK64;A0A0G2JRR0;A0A0G2JRN8;Q96KQ7-3;H0Y4K5,0.0184,0.1365,0.019,48159.0,55178.0,69631.0,66354.0,61063.0,58916.0,53686.0,62924.0,69671.0,66535.0
E9PMH5;Q13490;Q13490-2;A0A087X2B2;H0YDY3;E9PI77;E9PQZ9;E9PNM6;E9PIW1;Q13489,-0.0157,0.136,0.0188,71285.0,75604.0,101130.0,100620.0,90773.0,85329.0,76506.0,88240.0,101320.0,93619.0
Q07866-7;Q07866-6;Q07866-4;H0YJK1,-0.0127,0.1353,0.0186,423170.0,468990.0,590570.0,574870.0,496620.0,516160.0,451890.0,514110.0,582880.0,528440.0
O75445-2;O75445;O75445-3,-0.0431,0.1353,0.0186,4630.1,5773.1,5898.6,7536.2,5396.3,5465.2,4425.8,5616.1,7546.4,6226.7
Q15084-3;Q15084;Q15084-4;Q15084-5;Q15084-2,-0.0139,0.1352,0.0186,357270.0,400780.0,536370.0,535060.0,453590.0,443900.0,387900.0,458080.0,522910.0,498590.0
A0A075B6T1;Q9C0C7-4;Q9C0C7-2;Q9C0C7-3;Q9C0C7;Q9C0C7-5;H0YE34;Q9C0C7-6,0.0268,0.1354,0.0186,15634.0,18062.0,21349.0,18840.0,16534.0,20176.0,16289.0,19004.0,18828.0,20199.0
Q13352-4;Q13352-3;Q13352-2;Q13352;Q13352-5,0.0514,0.1353,0.0186,2034.4,1930.6,2401.2,2263.4,1903.1,2596.6,2023.6,1947.8,2408.1,2254.4
A6QRJ1;A0A0C4DGX8;Q15904,0.0398,0.1355,0.0186,3592.9,4546.8,5443.9,5612.4,5037.0,4972.2,4513.1,4859.3,5559.9,5537.9
P35613-2;P35613;A0A087WUV8;A0A087X2B5;P35613-3;P35613-4;I3L192,0.0301,0.135,0.0186,36674.0,40336.0,41308.0,36281.0,37125.0,42106.0,32023.0,38871.0,49039.0,41997.0
Q07954;Q6PJ72;Q7Z7K9;Q07954-2;H0YJI8,0.0115,0.1357,0.0186,148120.0,170860.0,206440.0,207330.0,181500.0,176050.0,169370.0,186770.0,212050.0,199800.0
P04040,0.0207,0.1352,0.0186,163160.0,181350.0,205730.0,192440.0,179640.0,185690.0,148250.0,211490.0,237380.0,185680.0
Q8WU10-2;Q8WU10;H0YGU0;B4DEW4,0.0219,0.1351,0.0186,19856.0,21744.0,28405.0,25600.0,23534.0,24843.0,22410.0,24362.0,25977.0,26081.0
Q9P2G9;Q9P2G9-2,0.0392,0.1354,0.0186,4218.6,4845.0,6560.2,5882.8,5457.5,5020.1,4981.6,5670.0,6351.0,6306.3
H1UBN3;O95067,-0.0312,0.1347,0.0184,8913.1,11427.0,12614.0,11289.0,11792.0,10353.0,10087.0,10938.0,12476.0,12550.0
C9JG87;Q9NYK5;Q9NYK5-2,0.0215,0.1345,0.0184,34873.0,37330.0,49207.0,45676.0,41701.0,41706.0,35310.0,44210.0,50396.0,46114.0
A0A1B0GUI1;Q6GYQ0-4;Q6GYQ0;Q6GYQ0-7;Q6GYQ0-5;Q6GYQ0-6;Q6GYQ0-2;Q6GYQ0-3;H0YJ04;H0YJB5;A0A087WYA8;H7BZA8,0.023,0.1345,0.0184,43406.0,47710.0,56901.0,51561.0,44508.0,55054.0,42769.0,46630.0,55105.0,55796.0
J3QL56;O75880,-0.0232,0.134,0.0184,17020.0,19663.0,22838.0,22130.0,20577.0,19736.0,17527.0,21837.0,23650.0,20678.0
Q9NQS7-2;Q9NQS7,0.0351,0.1345,0.0184,10881.0,11138.0,13605.0,12738.0,12272.0,13428.0,13859.0,11268.0,12804.0,12029.0
Q9BRG1;K7ENE3;K7EKV4,0.0235,0.1344,0.0184,33096.0,33874.0,46871.0,47168.0,42965.0,40962.0,36499.0,41656.0,50438.0,42693.0
P63104;B0AZS6;P63104-2;B7Z2E6;H0YB80,0.0217,0.1341,0.0184,1300600.0,1526200.0,1896300.0,1979000.0,1675900.0,1647600.0,1509200.0,1723700.0,1942400.0,1872600.0
Q9H1Y0;L7UQJ2;Q9H1Y0-2;A0A1B0GV54;A0A1B0GUS1;L7UMD8;Q7Z3H3,-0.0147,0.134,0.0184,75133.0,84886.0,110840.0,102840.0,93996.0,91485.0,77877.0,96222.0,108510.0,100610.0
H0YNP4;Q00978;H0YMB6;H0YNM9;H7BXP4;H0YMB0,0.0313,0.1343,0.0184,11846.0,13351.0,16004.0,18255.0,16216.0,12698.0,15257.0,15868.0,18410.0,16841.0
Q92793-2;Q92793;I3L466;I3L3I5;I3L0Q1,-0.0199,0.1344,0.0184,45501.0,50108.0,61711.0,62294.0,57069.0,54783.0,45789.0,53531.0,66028.0,60648.0
H0Y962;Q8N4T8-2;Q8N4T8,-0.0293,0.134,0.0184,11837.0,12936.0,18255.0,17364.0,14355.0,16394.0,12945.0,14395.0,14121.0,16602.0
Q8WVS4;H7C022;H7BYQ2,0.0334,0.1338,0.0182,8394.9,8351.5,10028.0,10847.0,9261.8,8855.4,8464.7,10514.0,10026.0,11488.0
O95864-3;O95864,0.0422,0.1326,0.0177,3186.6,4269.5,5923.9,4851.9,4595.7,4256.5,4184.8,4857.3,5289.2,5331.2
O00287,-0.0445,0.1316,0.0177,3205.6,3006.0,4141.2,4184.2,3116.6,3471.1,2646.5,3453.6,4275.3,3795.4
A9Z1X7;Q8IYB3-2;Q8IYB3;M0R088;M0R1E7;M0QXG5,-0.0122,0.1326,0.0177,154390.0,175150.0,207740.0,208660.0,184040.0,194460.0,161790.0,188350.0,214720.0,187020.0
P45984-2;P45984;P45984-3;P45984-4;J3KNK1;A0A1W2PPZ3;A0A1W2PRF2;D7R525;A6NF29;D6RCB1;P45984-5,-0.0146,0.1316,0.0177,91385.0,98276.0,133800.0,131440.0,114600.0,110880.0,96882.0,113640.0,134930.0,120810.0
A0A0B4J294;H3BP13;Q9UL33-2;Q9UL33;H3BPN3;H3BUK6;A0A0B4J286;H3BQQ8,0.0213,0.1316,0.0177,19914.0,21957.0,27226.0,28312.0,23252.0,24162.0,22470.0,23848.0,28451.0,26453.0
Q96G46;Q96G46-2;Q96G46-3;K7EM42;K7EJX8;K7EMI3;K7EPA4;K7EQU9,-0.0144,0.1319,0.0177,64588.0,73210.0,91684.0,90097.0,80579.0,78415.0,68347.0,81172.0,92887.0,85483.0
Q9GZP8,0.0235,0.1318,0.0177,485820.0,482790.0,550250.0,593310.0,576000.0,483350.0,470320.0,621560.0,691560.0,561040.0
Q9H1C4,-0.0465,0.1324,0.0177,3307.0,3774.0,3905.5,4488.5,3717.2,3256.9,3319.3,3481.0,4071.8,5062.4
Q0VDG4-2;Q0VDG4;F8W0M9;C9JID8;F8WBX0;C9JNS3;H9KVC8,0.0152,0.1326,0.0177,129750.0,133450.0,184770.0,182390.0,162160.0,157040.0,138130.0,166540.0,192020.0,166400.0
H0YJ75;Q13362;Q13362-5;Q13362-2;H0YJ49;Q96B13;H0YN84;G3V2U3;H0YJ12,0.0189,0.1318,0.0177,41954.0,45467.0,58329.0,57564.0,51669.0,51553.0,47971.0,52387.0,58908.0,53418.0
O75191-2;O75191,0.0232,0.1318,0.0177,22759.0,25384.0,32267.0,31683.0,27323.0,26119.0,26122.0,28330.0,33158.0,31356.0
Q9C037-2;Q9C037,0.0508,0.1326,0.0177,2514.8,3379.3,3668.4,4271.5,2447.2,3515.9,3326.1,2979.2,3366.9,3942.2
Q969S2-3;Q969S2;Q969S2-2;Q969S2-4,-0.0244,0.132,0.0177,13557.0,15819.0,18770.0,18069.0,15613.0,15905.0,13909.0,17446.0,18713.0,16621.0
H7BXH2;E9PKF6;Q5H9R7-4;Q5H9R7-6;Q5H9R7-2;Q5H9R7;Q5H9R7-5;Q5H9R7-3;E9PQP7;H0YEN2;E9PNN8;E9PK08;H0YDW1;H0YEV0;E9PJD8;E9PKG4;H0YDK9,0.0114,0.1322,0.0177,283710.0,302930.0,389410.0,375350.0,327400.0,343320.0,303660.0,345490.0,395270.0,346340.0
O95633-2;O95633;A0A087X1Q2,-0.0268,0.1322,0.0177,15146.0,18036.0,19580.0,22448.0,20379.0,17382.0,18630.0,18945.0,20493.0,20536.0
A0A1C7CYW6;P0DI83,-0.053,0.1317,0.0177,3380.9,5631.3,4982.7,5652.8,4357.3,5219.9,4631.5,3900.0,3947.2,5866.7
Q9BQI3-2;Q9BQI3,-0.0271,0.1321,0.0177,10474.0,12154.0,15387.0,15525.0,13653.0,13026.0,10913.0,12821.0,16028.0,14887.0
Q58EX2-2;Q58EX2-3;Q58EX2;Q58EX2-4;H7C2P2,-0.0344,0.1322,0.0177,7803.4,10223.0,12235.0,14064.0,11605.0,9475.0,10176.0,11754.0,13069.0,11110.0
Q96CW6;A0A087X0P9;I3L4S1,-0.0187,0.1327,0.0177,55158.0,59911.0,72664.0,71181.0,59715.0,62586.0,56334.0,64404.0,70255.0,69319.0
Q13332-6;Q13332-2;Q13332-3;Q13332-4;Q13332;G8JL96;A0A0A0MR60;Q13332-7;Q13332-5,-0.0205,0.1328,0.0177,34696.0,38719.0,47830.0,46913.0,42269.0,40167.0,37515.0,43303.0,46847.0,44774.0
Q96DC7;Q96DC7-2;D6R986;D6REQ9,-0.0309,0.1331,0.0177,7038.2,7985.6,9760.9,9417.7,8522.0,8473.9,7727.5,7860.5,9529.7,9280.8
Q53EZ4;Q53EZ4-2;H0Y432,-0.0143,0.132,0.0177,96638.0,110000.0,132860.0,127290.0,113070.0,113360.0,111670.0,112310.0,126940.0,123190.0
CON__Q3SX28,-0.0501,0.1327,0.0177,1682.0,1839.3,2150.4,2343.5,2023.7,1805.6,1990.4,1765.3,1965.4,2386.5
P35052;H7C410;H7C024;P35052-2;H7BZL4;C9J4Y6;H7BZE9,-0.0227,0.1312,0.0174,24807.0,29148.0,36413.0,36760.0,31958.0,30973.0,29654.0,30202.0,35737.0,33280.0
Q15057;A0A087X1H5;A0A0U1RQT1;H7C3K3;H7C3Q8;C9J8L1;F8WAU0;Q96P50-4;Q96P50-1;Q96P50,0.0105,0.1281,0.0171,160110.0,177320.0,231140.0,225370.0,196840.0,198700.0,175580.0,199420.0,229120.0,218840.0
REV__K7ELQ7,0.0371,0.1282,0.0171,5939.7,6037.6,7882.0,8952.2,7844.3,7240.6,6516.8,7769.6,9983.4,7078.4
F8VV04;Q15020-2;F8W667;F8VVK9;F8VZM2;Q15020-3,-0.0276,0.1299,0.0171,22129.0,24650.0,34076.0,33046.0,31904.0,31130.0,22594.0,27872.0,30718.0,34032.0
H3BM14;H3BM74;Q9Y5A7-2;Q9Y5A7;C9JRT6;F8WDB6;C9J7X7;H7C5E1;F8WDL9;H7C5N1,-0.0133,0.1282,0.0171,84034.0,89327.0,116840.0,111720.0,99246.0,96652.0,87399.0,99247.0,116190.0,110010.0
B4E0T2;P50542-2;P50542;P50542-4;P50542-3;J3KPV0;F5H5C0;F5H3X7;F5GZ41;F5H0L9;F5GYB4;F5H432;F5GXX3;F5H205;F5H637;H0YGT8,-0.0143,0.1306,0.0171,80792.0,90946.0,119620.0,118610.0,102910.0,100420.0,91098.0,98492.0,115630.0,113340.0
Q86SQ4-2;Q86SQ4;Q86SQ4-4;Q86SQ4-3;F5H2L1;H0YFM8;H0YGP2,0.0141,0.129,0.0171,90474.0,102890.0,129900.0,132620.0,117640.0,111400.0,100380.0,117610.0,134010.0,129940.0
Q6IQ19-2;Q6IQ19,-0.0378,0.1284,0.0171,7810.9,9202.9,9984.1,9565.5,8738.4,8140.6,8008.9,9297.2,8096.1,11850.0
Q8TCT8;H0YNA7;H0YNA2,-0.03,0.1298,0.0171,10518.0,12860.0,13708.0,12931.0,11584.0,12512.0,9386.4,13252.0,14166.0,13062.0
H0YAG1;E7ESC9;Q8IZU2-2;Q8IZU2,-0.0324,0.1287,0.0171,6413.7,7589.1,10125.0,9411.0,8202.2,7841.3,7643.8,7935.5,10255.0,7977.8
H0YNH6;Q9Y3B6,0.0357,0.1283,0.0171,6880.2,7282.9,9693.9,10092.0,10452.0,8296.0,9047.6,9099.5,9661.4,10301.0
P51610;P51610-2;H7C1C4,-0.0381,0.1299,0.0171,4513.8,5053.1,5941.8,6020.7,5630.7,5710.7,4735.6,5212.6,5461.7,6002.3
REV__E9PMZ8;REV__Q8IVF5;REV__Q8IVF5-5;REV__Q8IVF5-2,0.029,0.1282,0.0171,33095.0,28121.0,44080.0,41692.0,39162.0,39405.0,33339.0,41584.0,45607.0,34488.0
Q5VZM2-2;Q5VZM2;Q5VZM0,0.0222,0.1295,0.0171,21772.0,24780.0,30859.0,29486.0,26157.0,26522.0,24338.0,26698.0,31398.0,29556.0
K7ENL9;Q96DM3;K7EIS6;A0A087WZD4;K7EL80;K7EQJ3;K7EQ65,0.0222,0.1283,0.0171,24276.0,27852.0,35149.0,35326.0,30651.0,31479.0,27540.0,31007.0,33394.0,35684.0
A0A096LP07;A0A096LPJ3;A8K070;J3KSA5;J3QLT0;J3KRJ4;J3QS88;J3KTB0;J3QQX0;J3QS84;J3QLE8;J3QL53;J3KRE8,-0.0433,0.1294,0.0171,2583.4,3154.0,4289.4,3936.8,3580.1,3181.8,3190.5,3669.8,4017.1,3256.3
O95571;M0QXB5;M0QY80,-0.0149,0.13,0.0171,66241.0,73998.0,98870.0,93363.0,81845.0,85833.0,71925.0,83268.0,88303.0,89365.0
O94919,0.0233,0.1284,0.0171,27483.0,33594.0,37718.0,33471.0,30224.0,32583.0,29339.0,33063.0,37617.0,37429.0
P04183,0.0135,0.1297,0.0171,114530.0,126610.0,168790.0,167820.0,140170.0,144290.0,127730.0,143450.0,171920.0,153490.0
Q9BVS4;Q9BVS4-2;H0Y919,0.0233,0.1304,0.0171,24379.0,27756.0,34116.0,29457.0,26582.0,30825.0,25400.0,28903.0,31378.0,31953.0
D6RJC3;E7EQN9;O15327;E9PHC0;E9PCZ3;E9PG59;O15327-2;D6RE59;H0YA10,-0.0127,0.13,0.0171,114970.0,124700.0,164370.0,152750.0,139500.0,138750.0,120860.0,136570.0,158440.0,152950.0
Q96S94-3;Q96S94;A0A0A0MSF3,-0.0293,0.1296,0.0171,8359.6,8978.4,10997.0,11054.0,10201.0,9377.5,8507.9,10424.0,11023.0,10580.0
Q52MB2,-0.0336,0.1305,0.0171,5869.2,6648.0,8042.2,7647.2,6855.5,7217.4,6293.6,7041.2,7391.7,7125.2
P00352;Q5SYQ9;Q5SYQ8;Q5SYQ7,0.0291,0.1292,0.0171,4150700.0,4722300.0,5981900.0,6122500.0,5286100.0,5143200.0,4635600.0,5503000.0,6380100.0,5788900.0
Q99871;Q99871-2;Q99871-3;A6NDA1;H7BZF8,0.0209,0.1284,0.0171,36241.0,38046.0,49274.0,45162.0,42858.0,42390.0,36506.0,44865.0,51861.0,45247.0
Q9HCS5,-0.0417,0.1303,0.0171,3357.6,3974.2,4905.7,4525.5,4431.9,4739.4,3783.1,3807.3,4547.4,4173.9
P53816;A0A1W2PRW4;F5H7E5,-0.0196,0.1304,0.0171,36393.0,43142.0,49635.0,50522.0,43046.0,43346.0,39310.0,44944.0,50057.0,47759.0
Q9UGC7;X6RKB4;Q9UGC7-4;Q9UGC7-3;Q9UGC7-2;Q5TF45,-0.0352,0.1305,0.0171,5618.3,6183.1,8147.4,8948.8,7151.6,6555.9,6494.5,6536.1,8419.4,7918.8
O75054;O75054-2,0.019,0.1294,0.0171,50160.0,56462.0,64126.0,63595.0,54278.0,57248.0,53610.0,58619.0,70219.0,61258.0
Q96HD9;E9PRA7,-0.0418,0.1298,0.0171,2824.3,3776.2,4819.7,4504.9,3522.3,3577.5,3357.1,3738.6,4292.8,4279.9
Q96EY1-2;Q96EY1;I3L1T6;Q96EY1-3,0.0231,0.1294,0.0171,20577.0,22607.0,27484.0,26716.0,24860.0,21939.0,22858.0,27109.0,29106.0,26550.0
P13196;H7C5B0;H7C4H7;P13196-2,-0.0255,0.1284,0.0171,28173.0,32350.0,37120.0,33734.0,30069.0,35863.0,28821.0,30674.0,32435.0,35033.0
Q14165;F5H1S8;F5GX14;H0YG07,0.0149,0.1287,0.0171,62870.0,69006.0,89934.0,86402.0,79014.0,80227.0,66260.0,80268.0,91108.0,83244.0
E7ET89;Q86UW9;Q75MM6;Q86UW9-2,0.0218,0.1291,0.0171,23770.0,26209.0,34437.0,33663.0,28320.0,31045.0,25720.0,28439.0,34499.0,32455.0
C9JNE2;Q9Y530;C9J5P1;C9JA90;C9IZY1;C9JXC3;H7C5Q1,0.0212,0.1296,0.0171,41087.0,43851.0,61733.0,63081.0,55811.0,53171.0,47410.0,53297.0,60308.0,60758.0
Q969F1,0.0275,0.1292,0.0171,10615.0,10625.0,13269.0,13600.0,11332.0,12308.0,10627.0,13023.0,13613.0,12650.0
A6NML8;C9J6U3;O60879-2;K4DI95;O60879;O60879-3;REV__H0YE60,0.0131,0.128,0.0171,83740.0,92728.0,118540.0,111120.0,97748.0,106240.0,89650.0,104190.0,112220.0,108300.0
P51178;P51178-2,0.0471,0.1307,0.0171,1352.8,1709.0,2224.2,1987.1,1732.7,1884.4,1738.4,1859.0,1938.7,2044.4
Q12923-2;Q12923-3;Q12923;Q12923-4,0.0285,0.1299,0.0171,11580.0,11995.0,13237.0,13016.0,12516.0,13836.0,11706.0,12324.0,14478.0,13314.0
Q9UHD1-2;Q9UHD1;E9PHZ2;E9PPQ5;E9PIZ4;E9PSD5;E9PL00;E9PIF7,0.0128,0.1282,0.0171,389820.0,408950.0,543980.0,546120.0,459840.0,474180.0,415470.0,485270.0,554040.0,496940.0
S4R360;J3KPP0;S4R2Z7;Q9Y6G3,0.0503,0.129,0.0171,1042.7,1030.5,1517.0,1206.8,1062.8,1327.1,1080.7,1193.3,1327.5,1279.5
Q12846;Q12846-2;C9JFM5;A0A087WWW0;H3BMK2,-0.018,0.1276,0.017,47987.0,55738.0,64760.0,62293.0,57109.0,56407.0,48714.0,59209.0,67250.0,61039.0
Q8IU85-2;Q8IU85;A0A087WUR6,-0.0211,0.1278,0.017,35442.0,38784.0,49168.0,50358.0,43450.0,41931.0,37557.0,42989.0,53386.0,43695.0
P56282-2;P56282-3;P56282,-0.0323,0.1275,0.017,6078.2,7376.1,8667.9,8307.4,7320.9,7557.5,6948.9,7667.0,7694.2,7840.6
Q8IV92;H0YCJ2;A0A0D9SF51;A0A0D9SG17;A0A1B0GWB6;A0A087WW73;A0A087WT80;Q9NQ66-2;Q9NQ66,-0.0522,0.1275,0.017,955.01,918.78,1280.1,1335.6,1021.0,1081.5,1071.4,875.08,1219.0,1175.8
Q7LG56;H0YAV1;Q7LG56-6;A0A0C4DGZ6;Q7LG56-2;Q7LG56-5;Q7LG56-3;Q7LG56-4,-0.0186,0.1274,0.017,44703.0,50950.0,67673.0,66910.0,52994.0,57505.0,50102.0,54571.0,62722.0,60217.0
Q9UGL1-2,-0.0352,0.1274,0.017,5315.5,5957.7,7732.7,8628.5,6655.7,6067.9,6142.0,6541.3,7726.8,7662.9
P54920;M0R0Y2;M0R2M1;M0R058;M0R0I4;M0R027;M0R213;M0QZM9;M0QZN5;M0R031,-0.0141,0.1277,0.017,184750.0,192710.0,262860.0,264250.0,223760.0,212260.0,211660.0,211880.0,259550.0,245990.0
Q9Y5K8;G3V2V6;G3V3T8;G3V559;G3V2S6;G3V5S7;G3V341;H0YJH8;H0YJ55;H0YJS0,0.0191,0.1264,0.0168,39810.0,43340.0,54487.0,48725.0,46303.0,48843.0,43315.0,48007.0,52498.0,49096.0
Q08AG7,0.029,0.1257,0.0168,11332.0,14188.0,17144.0,17919.0,14932.0,14772.0,16417.0,14833.0,15166.0,16885.0
P51668;A0A087WW00;C9J9H9;Q9Y2X8,0.0256,0.1261,0.0168,11127.0,12515.0,16972.0,15787.0,13175.0,14164.0,11446.0,14747.0,15691.0,16450.0
Q92890;Q92890-1;Q92890-3;C9JNP9;C9IZG3;C9J6N9,-0.0125,0.1258,0.0168,154820.0,174490.0,226750.0,227490.0,197510.0,190090.0,172630.0,187450.0,236090.0,209390.0
G5E9P3;Q9NYS0,-0.0366,0.1258,0.0168,5764.9,6174.0,9416.3,8326.0,9275.7,7507.8,6849.6,6994.2,9142.8,8283.8
Q9UBP9;Q9UBP9-3;Q9UBP9-4;Q9UBP9-2;B8ZZL1;H7BZV7,0.0214,0.1259,0.0168,25941.0,27484.0,35103.0,33465.0,30040.0,29525.0,26920.0,32174.0,35735.0,34175.0
Q5TZA2;Q5TZA2-2;B1AKD8;A0A087WW81;A0A087WU09;Q86T23;Q8IVE0,0.0162,0.1264,0.0168,91782.0,108350.0,133370.0,133570.0,118570.0,110060.0,107610.0,118470.0,127020.0,142690.0
J3KSJ4;A8MUP8;P10276-3;P10276-2;P10276,0.0441,0.1261,0.0168,2425.7,2974.8,3554.1,3313.3,3005.3,3086.1,2580.7,3525.7,3113.9,3836.0
Q15233;Q15233-2;H7C367;C9JYS8;C9IZL7;C9J4X2,0.0116,0.1263,0.0168,394100.0,438300.0,563800.0,535140.0,473730.0,484560.0,436730.0,496080.0,535500.0,527490.0
K7EIU8;Q13485;A0A087WUF3;K7ES96;K7EIJ2;K7ENG8;K7EL18;K7ELK2;K7ENG1;K7EL15,0.0147,0.1257,0.0168,73312.0,75935.0,100230.0,100290.0,85114.0,84755.0,83543.0,87484.0,100020.0,93327.0
P39019;A0A075B6E2;M0R2L9;M0QXK4;M0QYF7;M0R140,0.0127,0.1263,0.0168,241210.0,264280.0,335130.0,297660.0,268320.0,305590.0,250570.0,271250.0,313940.0,315030.0
O75143-3;O75143-2;O75143;O75143-5;J9JIF6;O75143-4;E9PPR2;H0YEM7;A0A1B0GXJ3;J3KST9;J3QR83;J3QRL1;J3KRU6;J3QLH7;J3QR16;H0YCL5,0.0216,0.1266,0.0168,18610.0,23378.0,27520.0,28677.0,22847.0,24739.0,22861.0,24257.0,26771.0,26688.0
H7C0E9;A0A0U1RRA6;B5MCU0;B5MCG9;Q9Y2K5-3;Q9Y2K5-2;Q9Y2K5;H0YIX9,-0.025,0.1271,0.0168,11336.0,12364.0,16447.0,15109.0,13892.0,13715.0,12587.0,12662.0,15538.0,15046.0
Q15013;Q15013-3,-0.0546,0.1256,0.0168,4438.5,7927.7,5794.7,6676.7,5641.5,5239.8,5796.2,5516.3,4987.1,8652.3
Q9BWG4-2;Q9BWG4;M0R338;U3KQP2;U3KQ46,0.0243,0.1258,0.0168,11164.0,12823.0,15799.0,15606.0,13568.0,14035.0,12139.0,13386.0,16244.0,16173.0
