Accession,logFC,-logPval,-logAdjPval,DMSO1,DMSO2,DMSO3,DMSO4,DMSO5,MTX1,MTX2,MTX3,MTX4,MTX5
Q14118,-0.0506,0.6486,0.128,120450.0,140330.0,164870.0,161680.0,136270.0,141230.0,125650.0,149430.0,155400.0,144110.0
Q96P16;A0A0C4DGQ6;Q96P16-3;K7EP82;K7ER50,-0.0699,0.666,0.128,52134.0,58765.0,75850.0,71163.0,64877.0,60475.0,55438.0,59304.0,69690.0,70035.0
Q14011;K7EMY9;K7EPM4;K7EQR7;D6W5Y5;Q14011-2;F6WMK9;K7ENX8;K7ELV6;K7EJV5;K7ELT6;K7EJV1;K7ER40;Q14011-3,-0.0934,0.6517,0.128,25673.0,34087.0,38186.0,37227.0,33802.0,32808.0,29277.0,31896.0,31347.0,36401.0
J3KS73;H3BP77;A0A0A0MSY7;O00142-5;O00142-2;O00142-3;O00142-4;O00142;O00142-6,0.1505,0.6646,0.128,3570.9,4376.6,6142.7,5227.6,4723.3,5444.1,4431.6,5352.9,6857.1,5181.5
P61978-3;Q5T6W2,-0.068,0.651,0.128,874500.0,1023200.0,1221100.0,1211400.0,1036800.0,1004700.0,946570.0,1028200.0,1085000.0,1174600.0
Q13137;Q13137-3;Q13137-4;Q13137-5;Q13137-2;D6REB0;D6RF70;D6RJE7;I3L493;D6RBI4;H0Y9G3;D6RBF9;H0YBP4;I3L4E1,-0.0437,0.647,0.128,187030.0,206890.0,248950.0,255810.0,218760.0,217310.0,204040.0,222550.0,236960.0,228340.0
P61326;F5H6P7;F5H3U9;P61326-2,-0.1655,0.653,0.128,4056.9,5213.7,6145.7,4698.7,4416.7,5172.2,3724.7,4021.9,4383.9,5148.4
F8WAS3;C9IZN5;A0A087X1G1;H7BYD0;Q16718-2;Q16718,-0.0882,0.6505,0.128,23309.0,26966.0,31855.0,29713.0,25677.0,27879.0,22719.0,26295.0,27403.0,28403.0
Q9Y5M8;H7C4H2,0.1355,0.6529,0.128,8840.3,12387.0,11057.0,9695.9,9709.4,11245.0,9804.6,11188.0,13047.0,13701.0
K7ENV0;A0A0A0MTQ1;Q96GE4-2;Q96GE4,-0.2302,0.6685,0.128,1164.6,1886.7,1800.0,1961.7,1349.8,1602.4,1307.0,1310.6,1039.7,1807.7
Q96Q83;E9PN35;E9PSA5;Q96Q83-2;E9PRD0;E9PRJ2,-0.0844,0.6538,0.128,27258.0,29032.0,37318.0,36318.0,33240.0,30711.0,25139.0,31631.0,36705.0,34130.0
Q96NW4,0.0948,0.6684,0.128,13446.0,14001.0,18189.0,16479.0,15722.0,16059.0,13920.0,16235.0,20049.0,19448.0
Q14676;Q14676-3;Q14676-2;Q14676-4;H0Y6Z8,-0.0593,0.6702,0.128,76674.0,89483.0,103950.0,110120.0,91112.0,84537.0,85664.0,89961.0,100560.0,102360.0
A0A0A0MS70;H0Y4G9;A0A0A0MST0;Q99836-5;Q99836;Q99836-6;A0A0A0MSI9;Q99836-3;Q99836-2,0.0895,0.6556,0.128,21139.0,23057.0,29552.0,26817.0,25797.0,26117.0,22554.0,28765.0,32467.0,28391.0
Q9NX58;D6RDJ1,0.0777,0.6582,0.128,48108.0,53564.0,62847.0,54038.0,53542.0,59508.0,48332.0,59415.0,64545.0,64643.0
Q14558;Q14558-2;B4DP31;C9J168;C9JUN4;C9JNQ3,0.0632,0.6644,0.128,63735.0,68108.0,92260.0,93548.0,81079.0,79409.0,72062.0,82988.0,102270.0,89983.0
P61586,0.0718,0.6612,0.128,37423.0,46286.0,56610.0,54000.0,47561.0,52807.0,43340.0,51168.0,57338.0,55591.0
Q9Y5L0;C9J7E5;Q9Y5L0-3;Q9Y5L0-1;E9PFH4;Q9Y5L0-5,0.043,0.6651,0.128,153040.0,172730.0,228520.0,223500.0,191700.0,196750.0,181230.0,197260.0,230560.0,214290.0
A0A087WX35;Q8N5Z5-2;Q8N5Z5;H0Y731;H7C323,-0.1089,0.6476,0.128,13051.0,16146.0,19217.0,18378.0,19294.0,15424.0,14661.0,14595.0,16904.0,20233.0
P12931;P12931-2;H2E272;H7C3Z8;H7C074;Q573B4;Q9H3Y6;P06239;P06239-3;Q04912-7;Q04912-2;Q04912,0.0418,0.6455,0.1272,171360.0,188850.0,249100.0,242200.0,206260.0,219400.0,189410.0,214910.0,257930.0,233230.0
O94822-3;O94822;H7BYG8;S4R3T2;O94822-2,0.0583,0.6456,0.1272,53407.0,60231.0,72750.0,69541.0,61873.0,67502.0,58323.0,68864.0,73309.0,71533.0
P30837;A0A0U1RQK9,0.0489,0.6456,0.1272,112590.0,123360.0,160810.0,148950.0,133390.0,146100.0,117740.0,143140.0,163490.0,150370.0
H0YMR0;Q6P4E1-2;Q6P4E1-5;Q6P4E1;Q6P4E1-4;H0YM51,-0.1121,0.6445,0.1264,21351.0,29234.0,28805.0,26762.0,24660.0,20180.0,20522.0,26304.0,28499.0,29745.0
Q07021,-0.0752,0.6411,0.1262,34818.0,41347.0,49301.0,48845.0,44753.0,42632.0,37821.0,43369.0,45595.0,43273.0
REV__F8WDR2;REV__Q9BVS5,-0.1524,0.6411,0.1262,14800.0,20518.0,22405.0,16009.0,15620.0,20330.0,14930.0,13741.0,14683.0,18700.0
P0DP25;P0DP24;P0DP23;H0Y7A7;E7ETZ0;E7EMB3;Q96HY3;G3V361;G3V226;M0QZ52;F8WBR5;G3V479;C9J7T9;P02585,-0.0884,0.6408,0.1262,1308800.0,1558300.0,1803700.0,1822400.0,1557800.0,1530200.0,1373500.0,1456200.0,1512400.0,1883200.0
M0QXG9;M0R3H9,-0.2272,0.6407,0.1262,565.65,1034.6,1004.6,1182.0,1293.0,908.16,748.23,842.53,875.59,1049.5
H7C2W5;H7C1Y7;H7C2X4;A0A087WXC5;E7ESZ7;O95299;O95299-2,0.1316,0.6411,0.1262,4832.7,5114.9,6723.6,5896.7,5938.9,6511.6,5638.7,6357.7,7237.9,6287.1
Q9P1U0,-0.0954,0.6428,0.1262,22144.0,23720.0,26014.0,27347.0,23980.0,20938.0,22020.0,21680.0,30096.0,24411.0
Q9BXS6-4;Q9BXS6-6,-0.1588,0.642,0.1262,5972.7,7054.8,8327.8,7650.4,5591.0,6960.7,5883.5,6003.0,5306.1,7449.9
O43896;I3L1B1,0.0622,0.6417,0.1262,59049.0,65116.0,78232.0,69866.0,65002.0,73722.0,61066.0,71243.0,80350.0,76205.0
A0A087WWP4;Q96T37-4;Q96T37-2;Q96T37-3;Q96T37,-0.0595,0.6438,0.1262,81086.0,82728.0,98965.0,95478.0,82552.0,88106.0,74442.0,85398.0,93550.0,94344.0
Q96BT7;Q96BT7-4;C9JQN2;Q96BT7-3;Q96BT7-2,0.0803,0.64,0.1262,30024.0,32620.0,41932.0,40536.0,38797.0,37212.0,36514.0,38201.0,42968.0,44137.0
Q92636;Q92636-2;E5RGU2;E5RGF5,0.0667,0.6429,0.1262,56197.0,63378.0,83946.0,84833.0,78126.0,71492.0,71617.0,74840.0,88917.0,85010.0
S4R313;Q9NP74;Q9NP74-2;Q9NP74-3,-0.0799,0.6439,0.1262,39090.0,44467.0,53838.0,54237.0,45032.0,44686.0,42884.0,42963.0,45849.0,52393.0
REV__A0A1W2PQ63;REV__E9PGF6;REV__E9PFQ4;REV__Q86SQ0-2;REV__Q86SQ0-3;REV__Q86SQ0,-0.1876,0.6439,0.1262,5886.9,7661.4,9359.3,10482.0,6485.0,7415.8,7816.5,5663.4,5489.2,8800.1
A0A0G2JNW7;Q9Y666;Q9Y666-2;A0A0G2JQE3;H0YB78;A0A0U1RR18,-0.1582,0.6423,0.1262,3275.4,3709.6,3940.3,4247.5,3752.1,3516.3,3043.5,3607.3,3257.0,4000.9
P49448,-0.1174,0.6401,0.1262,8326.3,11262.0,12565.0,13964.0,10625.0,10125.0,9292.3,10406.0,10745.0,12804.0
C9JYD0;C9J3G7;Q3KNV8;Q3KNV8-2,0.2162,0.6415,0.1262,590.5,721.91,1041.7,619.24,833.05,822.49,775.58,813.77,981.3,1147.3
P67936-2;K7ENT6;K7ERG3;K7EP68;K7ELP0;H0YLS7,-0.1195,0.6399,0.1262,9103.6,11347.0,12960.0,13995.0,10678.0,9859.1,10850.0,9829.2,11117.0,12836.0
A0A087WYX1;H7C2H9;A8MXR3;P55345-6;P55345-7;P55345-2;P55345-4;P55345-5;P55345-3;P55345,0.136,0.6406,0.1262,4987.9,5329.7,7737.4,6711.5,6739.9,7193.9,6376.8,6145.7,8523.9,7153.5
R4GND3;Q8WV24,0.1128,0.6403,0.1262,13230.0,13138.0,18837.0,17614.0,16763.0,14680.0,14570.0,18526.0,23288.0,17443.0
Q14232;F5H0D0;Q14232-2;H0YGG4,-0.0655,0.6404,0.1262,116340.0,144620.0,189780.0,187840.0,145240.0,155480.0,134030.0,140410.0,158100.0,173700.0
Q8WZA0;Q8WZA0-2;K7ES95,-0.0544,0.6412,0.1262,104770.0,117460.0,132170.0,142000.0,115020.0,117150.0,107110.0,120060.0,140340.0,120370.0
F2Z2B9;Q9BSJ2;Q9BSJ2-4;B3KTU7;Q9BSJ2-3;R4GMM4,0.0969,0.6413,0.1262,12667.0,13626.0,16233.0,14042.0,13171.0,14505.0,13751.0,15850.0,16322.0,16350.0
Q9NUY8-2;Q9NUY8;E9PGE5;C9IZ32;C9JAM5,0.0549,0.6418,0.1262,65000.0,68958.0,94092.0,86946.0,78970.0,85073.0,70583.0,79816.0,95265.0,88583.0
H7C3P4;F6S8M0;P15586-2;P15586;H0YFA9;F5H4C6,-0.0522,0.6416,0.1262,117640.0,137810.0,171320.0,169470.0,139940.0,142640.0,132190.0,149650.0,157340.0,142420.0
B1AKZ5;Q15121;Q15121-2,-0.0577,0.6384,0.1258,244950.0,291850.0,347680.0,332480.0,333050.0,304990.0,277960.0,322500.0,320510.0,296210.0
P63173;J3KT73;J3QL01;J3KSP2,0.077,0.6386,0.1258,19281.0,20354.0,26170.0,24320.0,21109.0,22814.0,20526.0,24625.0,27001.0,25529.0
P98082-3;P98082;P98082-2;D6REB1;D6RIA5;D6RFF7;D6RGZ1,-0.0757,0.6389,0.1258,43121.0,50924.0,64025.0,68792.0,54315.0,50802.0,50237.0,52315.0,57966.0,60421.0
Q9Y535-2;Q9Y535;E7ERZ2;F8WDV1,0.155,0.6391,0.1258,4028.4,3513.4,4693.6,4123.4,4201.2,4638.4,4065.0,4376.1,5829.3,4800.4
Q5TCX8;Q5TCX8-3,-0.0959,0.6385,0.1258,11846.0,14818.0,16949.0,17037.0,15506.0,14202.0,14036.0,13853.0,14828.0,15805.0
Q9BTC0;Q9BTC0-1;Q9BTC0-2;Q9BTC0-3,-0.0377,0.6388,0.1258,244920.0,271300.0,321020.0,322520.0,279420.0,281100.0,252020.0,285580.0,313550.0,307160.0
Q53EL6-2;Q53EL6;Q5VZS7,-0.0413,0.6379,0.1254,135010.0,155030.0,193530.0,194620.0,165000.0,159710.0,146680.0,162580.0,192390.0,177620.0
Q68CQ4;H7C2R4,0.0462,0.6372,0.1253,95595.0,107150.0,134780.0,126250.0,117210.0,119390.0,103690.0,124330.0,136660.0,131530.0
Q9H7E9;Q9H7E9-2,0.0823,0.6374,0.1253,33054.0,39822.0,45095.0,39452.0,36381.0,42554.0,36017.0,42246.0,45278.0,45024.0
P27824;P27824-2;P27824-3;D6RGY2;H0Y9Q7;D6RB85;D6RDP7;D6RFL1;H0Y9H1;D6RAU8;D6RAQ8;D6RHJ3;D6RD16,0.066,0.6373,0.1253,268370.0,282220.0,355100.0,343360.0,322500.0,332080.0,268680.0,355870.0,422510.0,316280.0
Q9NRY4,0.047,0.6362,0.125,122600.0,129990.0,169950.0,156630.0,136640.0,151880.0,126420.0,151980.0,167740.0,160930.0
P49006,-0.0742,0.6362,0.125,54066.0,63716.0,70626.0,71002.0,57150.0,61585.0,54947.0,59697.0,65146.0,67307.0
Q15836,-0.1042,0.6364,0.125,25948.0,29966.0,34072.0,32137.0,26256.0,30403.0,25635.0,26247.0,26275.0,32916.0
Q9BQ52;G5E9D5;Q9BQ52-4;E7ES68;Q9BQ52-3;Q9BQ52-2;V9GZ72;H7C2I4;J3QRS2;V9GYU5;J3QL08;V9GYS7;J3QQT1;J3QLK4,0.0397,0.6362,0.125,194650.0,210090.0,278970.0,251610.0,223380.0,240860.0,207320.0,241670.0,270540.0,260470.0
Q8NCW5;Q8NCW5-2;Q5T3I4;Q5T3I3,-0.0502,0.6357,0.1249,111290.0,137680.0,168050.0,169260.0,142170.0,139330.0,125130.0,136320.0,164400.0,154260.0
A0A0G2JMZ8;Q16625-5;Q16625-4;Q16625-2;Q16625;Q16625-3,-0.0773,0.6357,0.1249,41286.0,45395.0,51073.0,50368.0,45105.0,44196.0,40485.0,46485.0,46291.0,49865.0
F5GWA4,-0.1436,0.6352,0.1245,4534.4,4397.3,6192.2,5375.5,4734.6,4996.7,4107.1,4731.1,4895.9,4645.4
H0Y5G7;A2RRP1-2;A2RRP1;H7C007,0.1558,0.6345,0.1243,3543.4,3678.7,4033.1,3675.3,3483.1,4481.3,3610.8,4345.2,4375.3,4399.1
A6NF51;O95861-2;F8VVW8;F8W1J0;F8VZG4;F8VRY7,0.1624,0.6344,0.1243,2020.2,2098.8,2965.2,2684.0,2544.9,2737.1,2326.6,2924.2,3116.6,3008.6
P49916-4;P49916-3;P49916-2;P49916;K7ERZ5;K7EQB6;K7ENR9;K7EJR4,0.0538,0.6346,0.1243,87432.0,103440.0,126380.0,115970.0,99303.0,112790.0,93320.0,112420.0,121500.0,127170.0
Q9GZS3;H0YN81;H0YL19;H0YMF9;H3BQA8;H0YM76;H0YLA1,0.059,0.634,0.1242,123650.0,126910.0,174700.0,165990.0,147850.0,156780.0,130490.0,165270.0,185390.0,151050.0
Q96C90;F5GXC4;F5H2U0;B5MC51;P53671-3,-0.0959,0.6332,0.1242,23662.0,31315.0,35364.0,38389.0,28348.0,28859.0,27322.0,27796.0,31141.0,34771.0
Q96B96;Q96B96-2;I3NI21;I3L288;I3NI23,0.0841,0.6334,0.1242,15301.0,16946.0,19720.0,19078.0,16618.0,18836.0,16701.0,19440.0,21178.0,19369.0
Q9H8T0;Q9H8T0-2;H3BRV2;H3BM79,0.0929,0.6327,0.1242,22080.0,21842.0,31549.0,30807.0,28466.0,27499.0,25169.0,28124.0,35922.0,30564.0
Q96N66-2;Q96N66;Q96N66-3,0.1239,0.6328,0.1242,6315.8,8045.1,8896.3,7383.5,7410.1,9104.9,6744.1,8442.8,9255.4,9222.6
Q8N806;E9PCJ7;H0YJY4;H0YJM2;G3V336;G3V2G3;H0YJA0;G3V3Q6;G3V253,-0.0384,0.6331,0.1242,239480.0,274310.0,346500.0,340920.0,292680.0,286370.0,259960.0,289460.0,343600.0,309820.0
Q9Y5B9,0.0488,0.6331,0.1242,449710.0,477200.0,634600.0,619000.0,541970.0,564890.0,499270.0,580040.0,652000.0,585900.0
REV__M0R353,-0.1602,0.6334,0.1242,3153.3,4374.9,4813.7,4689.1,3599.9,4349.0,3184.8,3492.9,3809.2,4024.1
Q15819;G3V113;H0YBP9;H0YBX6;E5RIF1;D6RG00,-0.0458,0.6334,0.1242,92517.0,107800.0,134210.0,130010.0,109490.0,110720.0,100760.0,111650.0,123480.0,122060.0
O94927;K7EQ61;O94927-2,0.0806,0.6323,0.124,26215.0,26178.0,34268.0,33934.0,30136.0,31480.0,28932.0,32249.0,35366.0,35432.0
Q5U5X0;D6R994,-0.0784,0.632,0.1238,18693.0,21547.0,26386.0,23766.0,21322.0,21691.0,19145.0,20287.0,23775.0,23657.0
P42574;C9JXR7;A8MVM1,-0.0513,0.6315,0.1236,85669.0,101680.0,130800.0,129490.0,112380.0,104410.0,97105.0,107830.0,122440.0,120070.0
B4DLR8;P15559-3;P15559-2;P15559;H3BNV2;H3BRK3,0.0654,0.6312,0.1235,593540.0,643800.0,862100.0,794430.0,690490.0,708970.0,630220.0,840430.0,816100.0,845680.0
E7EV01;O15484,0.1951,0.6311,0.1235,2363.1,3338.0,3079.5,2258.9,2458.1,3373.7,2286.3,3268.1,3792.1,3406.8
Q6AI12;K7ERW4,-0.0559,0.6301,0.1227,61763.0,68825.0,90829.0,88442.0,75257.0,73955.0,61812.0,74114.0,86688.0,83074.0
Q15785,0.0492,0.6294,0.1222,83081.0,94516.0,118340.0,109670.0,91703.0,103160.0,90214.0,105300.0,116490.0,112310.0
O15231-2,-0.1451,0.6286,0.1221,3762.8,4723.1,6068.1,5900.3,4475.3,4376.5,4341.2,4294.6,4727.4,5162.0
Q14CS0;E5RJ36;E5RGJ4;H0YAX6,-0.1093,0.6283,0.1221,9367.0,11899.0,12756.0,13020.0,11038.0,11077.0,9105.6,10140.0,11935.0,13163.0
CON__Q3ZBD7,-0.148,0.6289,0.1221,5270.7,7793.1,7512.5,7931.7,5791.4,6916.3,5851.0,5582.6,6469.4,6838.9
Q9BZZ5;G3V1C3;Q9BZZ5-6;Q9BZZ5-3;Q9BZZ5-1;H0YER7;E9PQK6,-0.1476,0.6283,0.1221,4570.8,5586.7,7615.1,7556.2,6321.3,5938.7,6185.4,5159.2,5954.5,5575.7
Q8WWV3-2;Q8WWV3;G3V1R2;Q8WWV3-3,0.099,0.6283,0.1221,14632.0,16524.0,22282.0,17360.0,17446.0,20084.0,14913.0,21236.0,21037.0,19753.0
C9JAX3;Q7Z7K2,-0.2552,0.6285,0.1221,319.26,513.18,699.91,753.49,494.41,445.43,567.31,429.56,358.28,506.97
Q155Q3;Q155Q3-2;Q155Q3-5;Q155Q3-4,-0.1274,0.626,0.122,7699.7,9264.2,10893.0,13332.0,10645.0,8864.4,10068.0,8985.0,9843.1,10354.0
Q96L50,0.1939,0.627,0.122,966.02,1197.8,1346.3,1070.6,898.91,1393.6,1222.5,1171.1,1391.2,1252.0
Q6ZW49;Q6ZW49-2;Q6ZW49-1;F8WC23;H7BZI8,0.1006,0.6275,0.122,10518.0,10782.0,12996.0,11924.0,12265.0,12753.0,10744.0,13015.0,14467.0,13787.0
P30101,-0.0648,0.6273,0.122,871380.0,971110.0,1229200.0,1251200.0,1060000.0,982020.0,919850.0,1092700.0,1151900.0,1117600.0
A0A1B0GU24;Q9HCJ0;Q9HCJ0-2,-0.1193,0.6261,0.122,8198.4,10199.0,11018.0,10614.0,10054.0,9865.5,9122.8,8538.7,9151.6,10521.0
C9JIE2;Q86TI0-2;Q86TI0;H0YA01;H7C380;H7C0Z7;H0Y8P0,-0.1857,0.6263,0.122,1265.1,1547.9,1531.6,1399.5,1242.1,1294.6,1200.6,1122.1,1355.1,1365.7
P09525-2,0.1173,0.6279,0.122,12605.0,13497.0,17208.0,17189.0,18020.0,15246.0,16176.0,17974.0,22557.0,15430.0
Q14318;Q14318-2;U3KQ64;A0A0A0MTJ1;Q14318-3;U3KQI1;M0R2K9,-0.0898,0.6268,0.122,21401.0,23780.0,27959.0,28652.0,25224.0,20201.0,21835.0,24885.0,26966.0,28815.0
P33316-2;H0YNJ9,-0.0783,0.6264,0.122,108900.0,142280.0,163000.0,146440.0,130450.0,133150.0,115280.0,136790.0,124150.0,160350.0
Q96ST2;Q96ST2-3;Q96ST2-2;A0A1B0GW95;B8ZZB6;H7C0U1,-0.0434,0.6269,0.122,166750.0,189170.0,224620.0,220090.0,193630.0,191210.0,184820.0,196140.0,208410.0,206850.0
Q9NQT8;E7ERX9;F2Z2F9;H0YBA8;Q9NQT8-2,0.043,0.6266,0.122,132020.0,145300.0,181320.0,169760.0,151330.0,163380.0,148170.0,159480.0,178030.0,174100.0
Q9Y2Y1,-0.14,0.626,0.122,7534.1,8007.3,9880.3,7982.0,7254.1,8053.9,7361.3,6920.5,6762.9,8693.4
H0Y614;P61960;P61960-2,-0.0725,0.6243,0.1219,39494.0,43875.0,55478.0,54076.0,43589.0,46577.0,42595.0,43234.0,50611.0,46770.0
Q9Y3I1-3;Q9Y3I1-2;Q9Y3I1,0.0784,0.6246,0.1219,22747.0,24954.0,33128.0,30889.0,27203.0,29662.0,25110.0,30551.0,34014.0,30889.0
Q13330-3;Q13330;E7ESY4;H0Y4T7;Q13330-2;F8W9Y9,0.0684,0.6256,0.1219,49204.0,52974.0,65684.0,57899.0,54943.0,60682.0,51202.0,61565.0,67951.0,61463.0
Q16854;Q16854-2;Q16854-3;Q16854-5;Q16854-4,0.0866,0.6247,0.1219,34840.0,41696.0,56752.0,54963.0,45733.0,49221.0,51156.0,47730.0,53774.0,49597.0
P32321-2;P32321;D6RBJ9;D6R9S0;D6RBN2;D6RC36;D6RAD7;D6RAR9,-0.0439,0.6248,0.1219,137740.0,154630.0,196100.0,201540.0,167530.0,157580.0,147240.0,169040.0,195300.0,182490.0
Q14653;M0QYT9;M0R205;M0QZB8;M0QZB7;Q14653-4;M0QXC8;M0R3C2;Q14653-2;M0R0X9;Q14653-3;M0R0R8;M0R3E9;M0QYX3,0.0767,0.6246,0.1219,32954.0,37457.0,51905.0,49977.0,40627.0,45880.0,40486.0,43683.0,52888.0,45808.0
Q502W7,-0.094,0.6243,0.1219,16343.0,19128.0,21303.0,22050.0,17785.0,19432.0,15836.0,16955.0,18786.0,21969.0
Q6PD74;Q6PD74-2;H0YL49,-0.0755,0.6252,0.1219,111080.0,121330.0,136300.0,147810.0,112260.0,108190.0,124410.0,122010.0,134670.0,121320.0
O15231;O15231-7;O15231-4;O15231-6;O15231-8;O15231-5;H7BZT5;O15231-9,-0.1156,0.6245,0.1219,6888.4,8449.6,10008.0,9572.2,8632.8,8538.7,6971.1,7606.5,8391.2,9686.3
Q4G0N4;Q4G0N4-2;B7Z8V7;Q4G0N4-3;A0A0C4DGV3;H0Y9H7,0.0713,0.6232,0.1213,39223.0,44895.0,58738.0,58899.0,50241.0,54173.0,44812.0,52836.0,64224.0,54873.0
O43542,0.1437,0.6233,0.1213,5407.7,6308.9,7735.2,5360.9,5657.7,7391.5,5767.8,6497.5,8028.0,7065.4
P49643;P49643-2;A0A096LP51,0.0569,0.623,0.1213,55607.0,62210.0,78769.0,73142.0,64253.0,69301.0,59158.0,70127.0,81939.0,76310.0
Q5T2W1-2;Q5T2W1;A0A0C4DG67;A8MUH7-2;A8MUH7,-0.0768,0.623,0.1213,17894.0,19055.0,25756.0,25146.0,21484.0,20791.0,17952.0,21022.0,23651.0,22665.0
H3BN24;H3BSL4;H3BUJ7;Q66K89,0.172,0.6228,0.1212,3686.9,3744.1,5070.5,4921.6,3809.7,4924.1,3731.3,4447.1,7349.6,4255.9
Q9NPA3,-0.0921,0.6226,0.1212,25223.0,27921.0,37419.0,35534.0,29479.0,28554.0,27353.0,27247.0,29465.0,36243.0
Q9Y5Y0,-0.1244,0.6221,0.1209,22974.0,26787.0,30852.0,25857.0,22346.0,26858.0,22393.0,21281.0,20802.0,29815.0
Q9UHR6;E9PQB8,0.0926,0.6217,0.1207,15099.0,16524.0,20996.0,17922.0,14904.0,18809.0,15252.0,19436.0,20136.0,20003.0
Q15691,-0.0537,0.6203,0.12,288790.0,308530.0,408130.0,416890.0,357740.0,307210.0,308750.0,359220.0,411640.0,368830.0
J3QRC3;J3QQP3;J3QLF4;J3QRL7;J3KT72;Q9BTE0-2;Q9BTE0;J3QS35;J3QQR6;J3QL33;J3KSE9;J3KRQ7;J3QSG9,0.106,0.6198,0.12,7911.8,9103.0,13081.0,12274.0,10061.0,10760.0,9497.5,11790.0,13014.0,12455.0
CON__P34955,-0.0521,0.6208,0.12,70265.0,80964.0,98674.0,95395.0,86580.0,84179.0,73615.0,88915.0,95572.0,84562.0
P29353-2;P29353-7;P29353;P29353-6;P29353-3;X6R6D0;P29353-5;H0Y539;Q5T188;Q5T182;Q5T187;Q5T181;P98077,-0.0513,0.6203,0.12,74067.0,82263.0,102230.0,95832.0,89599.0,83337.0,81019.0,85474.0,97916.0,91311.0
Q9BZL4-3;K7EL81,-0.1228,0.6199,0.12,6026.7,6368.5,8223.3,8607.9,7635.5,6283.9,6184.9,7306.1,8039.0,6831.8
Q659A1;H0YL35;H0YK97;H0YNU9,0.0962,0.6203,0.12,9483.0,11099.0,13813.0,12313.0,11572.0,13056.0,10584.0,12766.0,14228.0,13296.0
REV__Q08AT0;REV__Q96LD1;REV__Q96LD1-2,0.234,0.62,0.12,2250.6,2124.2,2727.6,3002.3,3147.3,2720.1,1938.9,3338.6,5579.6,2739.1
P19174;P19174-2;V9GY71;V9GYH5;A0A0D9SEK2;V9GY63,0.056,0.6187,0.1199,110190.0,124790.0,157860.0,153980.0,138510.0,139110.0,119050.0,140270.0,181610.0,152480.0
P78324;P78324-4;P78324-2;Q5TFQ8;H3BUA5;H3BRP9;H3BV43;H3BML4;H9KV29;H3BQ21;O00241-2;O00241;H3BTT9;H3BU43;H3BSK5;Q9P1W8-3;Q9P1W8-4;Q9P1W8-2;Q9P1W8,-0.0494,0.6176,0.1199,83458.0,93283.0,111460.0,113960.0,97140.0,98404.0,89334.0,99130.0,107920.0,99180.0
Q9BW61,-0.1598,0.6182,0.1199,4840.6,5577.5,6503.2,5993.6,4652.7,5276.4,4592.8,4674.3,4327.7,6389.4
B7ZAX5;Q01415-2;Q01415;H0YLL3;H0YLL8;H0YK30;H0YK10,0.0506,0.6188,0.1199,73778.0,80337.0,107570.0,104400.0,87957.0,97729.0,84324.0,93702.0,107060.0,97449.0
H0YJ34;Q96AC1;Q96AC1-3;Q96AC1-2;A0A0U1RRM8;G3V5R2;H0YJB6;G3V281;G3V3J0,0.044,0.6184,0.1199,181770.0,192070.0,265240.0,251270.0,216420.0,222590.0,197960.0,230310.0,273000.0,244570.0
O14646-2;O14646;A0A087WVF4;H0Y8V4,0.0509,0.6176,0.1199,67384.0,76396.0,95079.0,86434.0,80724.0,82077.0,74474.0,87064.0,94031.0,93963.0
Q8NB90-3;Q8NB90-2;Q8NB90,0.0789,0.6195,0.1199,26240.0,30108.0,39326.0,33784.0,31729.0,34163.0,29530.0,36156.0,38323.0,36202.0
Q86XP3-2;A0A0A0MSJ0,-0.1356,0.6182,0.1199,5203.9,6913.5,7988.9,7968.5,6455.6,6912.0,5983.2,5873.8,6080.8,7124.1
Q6NVU6,-0.1568,0.6179,0.1199,3591.3,4167.1,4732.9,4436.0,4581.9,3977.1,3139.4,3534.7,4173.7,5115.7
Q92609;Q92609-2;C9J3F6;C9J397;C9JWX0;C9JW04;C9JDR8;C9JNM0;C9JED7;F2Z3C3;C9K0P2;C9JMP7;C9JIU4;F2Z3I5,-0.0462,0.6179,0.1199,91462.0,97905.0,122380.0,122480.0,104290.0,102860.0,95179.0,103430.0,118770.0,114480.0
C9J879;Q9H3R0-3;Q9H3R0-4;Q9H3R0-2;Q9H3R0,0.1764,0.6175,0.1199,1040.0,1109.1,1568.3,1253.7,1235.3,1307.2,1185.0,1517.6,1734.0,1459.8
Q9BU70;Q5T114;Q5T112;Q5T111,-0.081,0.6186,0.1199,17439.0,19413.0,22627.0,22452.0,20243.0,20087.0,16511.0,19210.0,21142.0,22459.0
O00161-2;O00161;H3BNE1;H3BR18;H3BM38;H3BPJ0;H3BNG6;H3BU94;H3BR99;H3BV99;H3BP15;H3BQY9,-0.0956,0.6166,0.1192,16121.0,19661.0,20149.0,18650.0,17449.0,18185.0,15757.0,17095.0,18200.0,19563.0
Q9Y6I3;D6RFG3;D6REL6;I6L9I8;Q9H201-2;Q9H201;D6R907;D6RBI9;K7EMP4;D6RBR6,0.1993,0.6164,0.1191,920.73,1189.2,1209.3,1015.8,1230.6,1095.0,1439.9,1333.5,1328.5,1354.6
H0Y412,-0.1064,0.6161,0.1189,11043.0,13135.0,14281.0,13570.0,11968.0,10673.0,12048.0,12298.0,12745.0,13220.0
R4GN43;A0A0C4DGS0;P56556,-0.2035,0.6154,0.1186,689.45,927.01,1166.1,879.21,825.5,724.55,588.32,779.57,847.24,1070.5
