Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1,V_log2.i._TMT_2,V_log2.i._TMT_3,V_log2.i._TMT_4,V_log2.i._TMT_5,D_log2.i._TMT_6,D_log2.i._TMT_7,D_log2.i._TMT_8,D_log2.i._TMT_9,D_log2.i._TMT_10,D_log2.i._TMT_11
P14152,-0.0453,0.5896,0.0001,1136987471.3428714,1217795829.3381941,1217795829.3381941,1217795829.3381941,1136987471.3428714,1136987471.3428714,1217795829.3381941,1136987471.3428714,1136987471.3428714,1049629876.4914439,1217795829.3381941
G5E8Q5,-0.1069,0.533,0.0001,242960.76596946537,200362.9245800802,188007.58424787133,226735.73511056945,181458.82170916398,163558.34020061756,212725.77633124578,187219.0409805844,197674.6602455386,198491.6260926809,199421.60235995453
Q8CE80,0.2238,0.7728,0.0001,2483692.8153938116,2586908.4554012334,2620453.555979383,2602517.0419002906,4223875.672628066,5490435.381632478,2848017.6891051647,3198087.2119197845,2669512.545023052,2920576.6548399515,3207084.307068313
Q8BH95,-0.0343,0.3735,0.0001,43884670.437523015,44863229.5971161,43373457.72568524,42469655.365620576,44992348.63261109,43307420.29946442,40868970.406381026,44333172.126163095,41388600.60304409,42927736.80787864,44586445.73476262
Q8K0D5,0.05,0.3899,0.0001,1595279.0317105372,1581448.3726216473,1614385.9097718075,1487337.959458699,1634474.4836730226,1674570.3480015115,1557121.8918739245,1734398.9168664035,1663257.47739585,1693263.024709438,1510608.5445341796
B1ATD5,-0.0705,0.4842,0.0001,695888.3225915172,680132.3911422751,742828.672054424,813126.7514605318,741717.5379597618,751974.450807693,756725.816060949,674101.1587715773,637118.9178368163,726650.8968296818,652610.9411815212
D3YUZ8,0.1073,0.4392,0.0001,72851.29048102123,72148.77718856883,68581.15552188219,63029.1653943976,78817.18669119093,69872.81973660446,70742.11197112118,89414.82435396599,82189.47862063073,68059.43911978802,79372.31761628708
Q6I6G8,0.0733,0.4329,0.0001,247158.02465753074,274647.1215888319,274647.1215888319,254436.09267965218,279788.30222953926,270254.39037909167,248848.13289777836,284534.1433107798,282455.7836353009,311704.27326934616,282746.69588755857
P97470,-0.0713,0.5041,0.0001,2542599.9059698866,2602517.0419002906,2564888.0056202044,2932969.8035798864,2509777.3970441255,2465935.3868627544,2988072.2092566555,2428574.5968026714,2435427.7160831005,2345782.9984862423,2364937.2556571197
Q50H33,0.118,0.6335,0.0001,356951.9293175497,347281.4513974316,326516.490786361,293688.95596709184,388207.65616225125,344426.5972105457,322683.19773491105,389634.1217365731,322957.6808025063,455577.1498097479,395687.60875298135
P28828,-0.1067,0.4982,0.0001,231255.15698669926,247158.02465753074,259335.87140127266,225330.05074576373,218935.42279870383,219997.95181726295,172297.77811822222,243905.8221714744,263261.39066319796,190905.4218448674,227620.76748198934
Q925E7,0.0551,0.4274,0.0001,1640156.1666789886,1696379.73186922,1583215.6096564548,1663257.47739585,1709471.6400889852,1656516.3733195039,1589389.3143876295,1741613.922551648,1672940.7884831675,1913570.0239518045,1768419.6984191095
Q9CRC3,0.0903,0.5935,0.0001,1859661.955034767,1958217.7449930923,1772510.4067753172,1958217.7449930923,2283497.102585019,2206819.9490831047,1790273.8948615754,2005246.430023082,2022783.8863942157,2426854.590799095,2111252.9203339233
Q06138,-0.0381,0.4117,0.0001,44706650.37268749,48503020.87488192,44863229.5971161,47041213.77278442,47629576.14114576,46004541.80847942,43197964.03577458,45639759.36068073,44333172.126163095,45198560.66282552,47742806.95925983
Q9JKL4,-0.0467,0.353,0.0001,1542124.0982344795,1523398.3295998124,1553094.1393774713,1498396.965918066,1546509.2670269446,1437323.3802292098,1565819.827760829,1536527.7290052422,1486238.6674726491,1345388.9505472865,1535710.85200569
A0A140LIZ7,-0.0433,0.3296,0.0001,1526372.0380495805,1422173.453874575,1485033.734632901,1426266.5877041128,1496960.5961654866,1481145.92515166,1401198.5011115177,1496507.0408036853,1374558.4273291298,1367979.567854448,1448888.6066644213
Q8R5H6,-0.0704,0.6333,0.0001,33081470.469219096,34183727.575370856,29082742.006684124,37531224.65664489,34183727.575370856,32601418.02488476,31689298.89367515,31938771.5380106,30058098.57930517,35120814.15413083,30740534.914312568
Q6ZPU9,0.0541,0.4308,0.0001,2527314.272301397,2336240.9113337942,2264929.0051410315,2193503.9360971674,2316323.8814741946,2382355.7832477093,2503901.2866210127,2486508.1088935784,2517312.89208401,2440944.250652687,2173525.5771048157
Q3UQ44,0.0592,0.3199,0.0001,183314.1526474329,190566.86371970357,180840.5960030804,196718.7436464458,192523.60763605562,189606.8667769983,199421.60235995453,200927.375850042,184585.05366926384,201671.59352657045,204507.15689674855
G3UZY2,-0.0655,0.5462,0.0001,5313722.870075205,5631378.164256044,5191118.086699724,5178829.9668797,4817693.270832695,5441617.41288309,4391953.741268081,4673049.264924726,4934382.626264293,5302555.502924871,5236982.30672468
Q924D1,-0.0496,0.369,0.0001,947336.2044526831,1002829.1817932706,1011683.1029467772,953771.1641819131,1043764.3785972266,965476.506188762,927409.7136869335,1008127.03120859,893481.2264450664,986235.9189704505,971256.0426348131
Q3THK7,0.0401,0.4223,0.0001,7864683.1064725155,7997788.709335034,8299408.137672653,7444103.695359687,7852366.592134912,7627228.27470233,7934988.140919846,8132590.445755705,8310810.168134582,8399919.1622871,8299408.137672653
Q3TH01,-0.0736,0.3521,0.0001,115400.02758544878,118718.2702039964,111616.0096989723,105587.37760627273,116055.3383530394,97402.22057690941,112083.32745311264,108761.99759562137,110808.72009323942,112612.61498298933,105587.37760627273
D3YVU9,-0.3083,1.0863,0.0001,615665.4296657515,1371626.4970559897,587765.5263989987,1136357.0965536137,800708.9077972685,576659.4892239548,878431.7937353534,599322.073840892,735838.9071500535,749598.212635858,837915.0411093483
A2AQP0,-0.0768,0.4899,0.0001,414646.34393430874,402102.77574664145,468057.0492505124,459023.6677473323,380793.2356722415,396819.1307752366,427274.6469713279,373267.9283498217,428596.3685089472,383825.4272939437,408578.7788181387
A0A1B0GS41,-0.0479,0.3591,0.0001,708302.1018948293,698991.5690406931,647069.8632512314,688736.0963504277,717543.0124179419,684351.8038988838,678136.4605718439,687336.1708455863,634444.1226909113,652610.9411815212,681738.7439741679
A6MDD2,-0.0551,0.4165,0.0001,1794972.9567625653,1674570.3480015115,1821274.575693886,1763195.077994504,1644777.8996336819,1642037.8999514065,1863411.1096418009,1632448.916635777,1704658.434223402,1535710.85200569,1672940.7884831675
Q8VHV1,-0.0988,0.5491,0.0001,1043764.3785972266,933589.933814089,997507.1853589872,997507.1853589872,830513.6928281288,920726.2467804971,1144046.7816213774,833775.951530244,889147.6041607436,790057.352218159,806432.7787449982
O55057,-0.0508,0.4084,0.0001,1951252.073256513,2120668.215910555,1970217.5932253154,2089479.783073748,2247913.283858408,2065936.705053635,1912199.9397628661,1928033.817555746,1992361.8565886342,2068999.6132187597,2060942.8252471832
Q8BXZ1,-0.0301,0.3071,0.0001,4901402.858016993,4918163.752852474,4940386.6347640455,4918163.752852474,4951080.801083261,4772964.666472952,5016786.676138178,4846127.8459931435,4817693.270832695,4837868.150685549,4662630.959794297
Q9R0Q7,-0.0691,0.5908,0.0001,41857678.45081841,41450104.18602335,39257406.69085715,41557203.17069768,46237138.90534043,41388600.60304409,33253146.185176957,42007957.73095506,39660644.78923384,42469655.365620576,41924317.29817825
Q91Z31,-0.0461,0.4271,0.0001,4544974.8684383435,4566028.127657382,4647232.538235146,4832966.48381261,4388441.972164406,4384434.309004414,4871357.311208879,4535868.980282875,4437970.7596217375,4291434.901834431,4197690.380348595
Q91XD7,0.0319,0.3506,0.0001,21001896.30415251,20166212.14277453,20850519.24354549,19881401.120882154,21363228.854932193,21640336.573946774,20563270.916955736,21640336.573946774,21445166.376099527,20873694.101208217,20563270.916955736
E9Q0B1,-0.0607,0.4384,0.0001,871109.7335545948,775703.6153008946,742245.8366348267,811720.5851407342,820855.6475107011,769048.1182985714,775703.6153008946,848639.1412517133,758662.1032514643,715047.0217360125,761804.0604426123
P46471,0.0334,0.3697,0.0001,24503598.33033673,23906635.251400366,24801577.293239065,24214414.202336878,23556700.485613257,23251133.415857594,24429559.689262923,25363410.39099223,25429309.456218477,25232857.36843906,24934929.573424637
Q3UL36,0.0658,0.4664,0.0001,894862.051559487,1042427.7711081197,973292.4833539797,963221.4384928676,1038912.4176512664,1027790.3332744782,907130.0829742826,1015331.772471863,1027790.3332744782,1105244.3099477948,1089096.6231623916
Q8K310,0.0409,0.4314,0.0001,17249946.623554904,19283225.848744724,17999822.171090767,18378680.95951909,17837077.678846437,17530342.985633373,18625876.010769162,18378680.95951909,18603133.240946006,19605013.083185405,19340785.85558249
F7C846,0.045,0.3794,0.0001,3134453.9560817345,3104932.5109376684,3082559.0606761444,2744428.5335125,2973457.8231033073,3063232.3676614286,2959371.764344349,3102474.002862621,3049576.649056284,3225926.5096647087,3225926.5096647087
O88533,-0.0437,0.3934,0.0001,3459871.2502506548,3172997.7898377366,3373741.0989288474,3580621.606628511,3443310.6532830615,3503548.2690616,3278332.2828420335,3356523.050707923,3276077.3059053724,3185187.325503025,3233914.751846447
Q80TM6,0.0456,0.4363,0.0001,4294957.588787625,4241075.195123768,4420801.027682248,4195656.888238332,4424281.6472129775,4380043.727203048,4091060.5205528755,4472787.856357512,4384434.309004414,4639966.01197317,4764913.46730256
Q64521,-0.0322,0.4023,0.0001,249804775.0465936,252230052.05155364,249804775.0465936,252230052.05155364,254536805.2322482,240016595.06120116,260837939.41538578,248311605.28504112,246980047.1574892,248311605.28504112,233025227.54105815
Q9D115,-0.0921,0.5353,0.0001,990363.4964557952,856713.9014528124,956924.8306219834,1020360.304935993,854561.9696849011,860684.7527748961,1098134.0920588626,790057.352218159,892603.3452329341,840506.5478066024,787398.823441582
Q99J45,-0.0624,0.446,0.0001,1163551.3732576428,1196328.9419707255,1117892.7896346988,1122099.4654850732,1236511.8314754644,1144748.8075746058,966256.9973288275,1198858.1628901158,1137839.1656943667,1182597.0464759239,1079205.9213399536
Q61908,0.0966,0.6118,0.0001,2330746.2757304623,2307961.5393992215,1830954.031836592,2016342.2427916126,2151074.149572995,2678417.7890299517,1938831.2500497084,2155821.896448855,2345782.9984862423,2388241.302202671,2146062.3975697923
Q99J77,0.0392,0.3991,0.0001,6614292.4524367545,6152620.440150592,6671823.980232899,6092972.997455868,6355774.82214101,6451705.22698595,6346817.561152271,6442983.1467190515,6442983.1467190515,6681465.710160019,6967299.619333693
P15626,-0.0775,0.4353,0.0001,263939.20580645464,265070.55982617516,246713.54357464565,256800.89280271903,213908.8354506936,255386.7261567263,231255.15698669926,219521.55084459836,239923.1213381976,239369.87592441068,232754.75990806127
Q8BGY7,0.0956,0.5775,0.0001,592737.3525749701,615665.4296657515,585475.4060088216,640532.5506044028,710608.8756712212,694885.3581563296,534542.1556744719,697336.2155976791,663365.5236678281,770768.7086705014,672526.7200620836
Q64516,0.064,0.5596,0.0001,28456723.639706347,28218949.25899276,25834841.298645463,26626798.81460322,31196251.93413659,31896502.135111667,26540021.3624891,31196251.93413659,29296111.99726936,30058098.57930517,27090404.937201027
G5E8P4,0.0461,0.3531,0.0001,1614385.9097718075,1458881.4011356754,1591184.2153716872,1422173.453874575,1564264.714706923,1582174.1531610065,1545320.5109737683,1582174.1531610065,1613339.0927790196,1493096.0130120292,1666516.919497973
Q8JZU0,0.0948,0.4024,0.0001,87488.95896540764,94042.77353013668,118718.2702039964,92263.05735649484,110808.72009323942,113022.74629681761,116332.25432475535,107838.48621587982,105924.07648102497,107838.48621587982,94042.77353013668
B0R0S4,0.0779,0.475,0.0001,357534.6042225969,360308.2160134175,382632.0939346568,326516.490786361,383259.17202434264,390986.97409703594,328053.24392971216,403220.0654607611,356460.72065466363,412617.82989597827,402102.77574664145
Q9CPP6,-0.0826,0.5744,0.0001,3787290.5722824996,4073908.5306017394,3586483.226271164,3634577.9414937333,3117677.0448510367,3890927.750749273,3078411.3084318424,3332415.218775526,3148789.8087444324,3720730.161559442,3463900.6159755737
P62631,0.1408,0.8517,0.0001,236841639.39407188,233025227.54105815,229357879.41240537,231244856.28226122,246980047.1574892,254536805.2322482,216805722.04385823,245012536.1588869,233025227.54105815,370103875.89691925,238529328.10635182
B1ASC0,-0.0577,0.3661,0.0001,431043.6234242702,407554.72437077685,392553.94548285473,399448.6181811449,398697.2272263395,397636.5652843366,402102.77574664145,429743.9707068914,384328.97043252445,367276.7905489921,359599.91641420306
D3Z511,-0.0532,0.3522,0.0001,370299.371496411,366246.80999743973,334431.753556346,353587.64233905956,382632.0939346568,335787.0789475197,343263.5321558877,346326.95736550883,345375.8540618858,361324.00700664596,358785.12369035254
A0A075B6A3,-0.0629,0.4722,0.0001,2517312.89208401,2530146.6534357653,2413081.4087314354,2474255.905528946,2920576.6548399515,2740674.416434095,2321061.291202522,2434169.5971017284,2470615.9230080964,2486508.1088935784,2317525.395852818
Q9D6Y7,-0.0474,0.35,0.0001,949593.8818576313,885725.5215047759,941397.5458803442,1005515.6545329127,967063.5753595824,863735.6457347925,967590.8385243441,939736.7896886329,921672.4895840635,923834.4577459497,900186.1979619235
Q8JZP9,-0.169,0.6152,0.0001,105108.67707346837,102113.6741448399,107838.48621587982,65510.01405799683,98212.68275365594,74426.22500673946,103203.60094910114,69339.25298430971,86106.72005649247,77737.29502366766,100394.80614175019
G3UX26,0.0996,0.5943,0.0001,1788361.9969866553,1802161.703889162,1561827.7397951898,1636591.1719651474,2068999.6132187597,2063826.9264633264,1689878.7609449723,2045392.1701228288,1755493.0826578536,2186025.3700704,1650170.7662239089
Q99KU0,-0.1613,0.5062,0.0001,71467.71633894875,57815.4654769609,66023.58644458167,59710.85747217921,81744.27556059998,70742.11197112118,36559.639067944794,55421.72477137209,64268.7540935639,67586.36143877909,66780.09520231503
Q921F4,0.0618,0.5362,0.0001,4214839.015345526,4437970.7596217375,4260240.790118325,4058767.2567629167,4475074.345700249,4269874.323051999,3883896.19262644,4580264.868653172,4566028.127657382,4832966.48381261,4739274.168403491
Q8K1R7,0.1313,0.5628,0.0001,97119.24322128376,100021.70064818727,94042.77353013668,91438.03298225014,110629.52247987314,128297.64563000976,81744.27556059998,97402.22057690941,110176.53963615854,115400.02758544878,115400.02758544878
Q60809,-0.0753,0.446,0.0001,425971.77627021197,423850.1835074319,460339.3470179852,445741.06126218423,404277.8243296801,369750.6546837753,472971.64992531197,400367.4571963741,421076.51853698125,357999.7985109882,439424.20739041443
O35668,-0.0648,0.447,0.0001,1698182.5077227585,1723723.3369742504,1741613.922551648,1909134.7755063628,1664665.1880101087,1625635.3010205918,1966858.1774578395,1543964.363232511,1680909.8223779374,1653357.786763833,1557121.8918739245
Q63918,0.0331,0.3289,0.0001,5100657.176820406,5144836.5409062235,4913110.389257736,5328348.790925265,5265433.184574078,5296515.937182851,5100657.176820406,5191118.086699724,5236982.30672468,5292331.420722741,5515383.595901621
A0A075B5P6,0.0314,0.2908,0.0001,3524668.469100749,3498054.553396738,3622517.0083398186,3814920.3455029204,3637164.3468125,3708470.4701468735,3685582.9095544345,3725699.045221381,3609570.030773548,3729013.4313433543,3743918.8408938553
Q9DCR2,0.0484,0.3723,0.0001,1824289.1820662974,1893125.7071389817,2001518.6178510557,1716160.7833337833,1907423.3728851178,1813352.6206760732,1884852.6237950819,1968536.8759865095,1934180.683174251,2062384.3717034268,1934180.683174251
F8VPX1,0.0513,0.4143,0.0001,2489671.062864477,2667267.1998529285,2617940.798524165,2551339.825628989,2631605.680759228,2463775.5879480042,2593994.849282633,2658442.583202685,2645699.847489416,2988072.2092566555,2768927.2628296744
Q91VC7,0.0375,0.3488,0.0001,4533002.3586245105,4304816.3716509,4349112.4455105085,4174790.169465739,4060591.0451382096,4615398.935987109,4218298.101294992,4384434.309004414,4416614.901284811,4294957.588787625,4463986.007085531
Q99M80,0.0634,0.4895,0.0001,2917547.587494381,2620453.555979383,3057956.804295909,2819682.2432311224,2854839.7229004866,2973457.8231033073,3345523.9381061136,2835226.4922803137,3158267.206656266,2686201.4110595,2900517.7592520807
E9PUC5,-0.0318,0.2683,0.0001,2675799.231140638,2758147.8451397372,2696035.1624396387,2774538.6166893854,2758147.8451397372,2638279.9686644515,2764847.7123795575,2627552.481193095,2724363.922978312,2699312.111788197,2589023.624304163
Q8VED9,-0.0387,0.3978,0.0001,20582462.331509035,20108060.780768484,19435368.00280244,20605847.9084883,19819692.310984716,20850519.24354549,20375138.735203333,18311791.674503244,18746710.754069805,19497314.22415992,19728703.027742773
Q80UY2,-0.0374,0.3412,0.0001,3904432.052092077,3950138.8187731244,3851236.527541549,3953633.4157790686,3926662.8148496556,3950138.8187731244,4095359.7766816453,3793968.513408507,3685582.9095544345,3606460.3557262104,3778411.97797527
