Accession,logFC,-logPval,-logAdjPval,V_log2.i._TMT_1,V_log2.i._TMT_2,V_log2.i._TMT_3,V_log2.i._TMT_4,V_log2.i._TMT_5,D_log2.i._TMT_6,D_log2.i._TMT_7,D_log2.i._TMT_8,D_log2.i._TMT_9,D_log2.i._TMT_10,D_log2.i._TMT_11
Q5SYD0,-0.1192,0.4419,0.0001,145219.96746870055,155653.58110784573,156197.47662734237,145848.44622489353,159944.19251632036,122540.8487728696,92263.05735649484,146247.24029452555,156969.3386356985,174413.2475683658,150732.8697865071
Q62277,0.0509,0.5157,0.0001,167011716.45087475,174359185.94533485,158055570.41978553,158055570.41978553,178583396.9021167,180045343.8453206,154551141.65914258,169840652.85090297,174359185.94533485,182270430.22508568,178583396.9021167
Q3UHL1,0.027,0.293,0.0001,37531224.65664489,38330531.71358022,36802103.37296551,37722118.02198981,38004608.73584842,37531224.65664489,37722118.02198981,39011811.93226242,39381224.723710634,39458736.85388069,37318135.4735544
Q0V8T9,-0.0456,0.3565,0.0001,2171011.629683187,2141457.5021929215,2022783.8863942157,2166056.2288685148,2201039.0958155124,2067251.122499433,2213366.8590830103,2093399.8481631135,2182764.0794484196,1975990.3421909446,1914962.2158282488
Q8R3U1,-0.0976,0.6135,0.0001,2167866.015818882,1886028.663696257,1945178.5712825397,2101376.997111835,1535710.85200569,1783272.3575097367,1989160.606876085,1637698.3578402326,1956846.16631771,1686289.0926134933,1759683.397679551
Q08331,-0.0327,0.3574,0.0001,93670157.0513602,93540404.24463555,96032569.7146914,91364404.30872083,96867486.54445842,93670157.0513602,85852668.83710107,91615384.53308508,93888373.83960347,92761636.80554952,95501056.51498571
A0A140LJD2,-0.2052,0.6236,0.0001,24730.368239950283,38957.39465919441,26328.421960314445,33165.984714817314,20782.619056810843,26328.421960314445,20782.619056810843,29160.953729270706,22820.058504683027,22820.058504683027,28098.995070001576
A2A9C8,0.0482,0.3354,0.0001,580432.1186826747,617420.5658983658,617929.421570492,608885.8591770567,622239.3563525941,695450.8253352558,597046.6843510335,631558.9082505421,616172.6257756666,625587.6223785443,615665.4296657515
Q8VHI6,-0.0511,0.4886,0.0001,11396751.968286293,10739741.091396207,11531875.64021505,11877073.191111557,10286377.754668003,10216410.061632937,11947292.74795081,10327764.737176241,10937891.88162658,10362497.908648001,10904649.50274276
A0A0R4J0B4,0.0763,0.5535,0.0001,3445983.2350382926,3910177.3950748798,3393144.8833724037,3766919.8291498264,3573545.1439548493,3464823.493307549,3743918.8408938553,3810467.910438311,3772059.726329324,4618130.626860073,3487520.222821259
Q99J08,0.0397,0.4012,0.0001,22987025.52861683,22956225.078116097,22141224.92830481,20838364.4296119,23003454.957358737,22436187.232247964,21363228.854932193,23556700.485613257,22672685.414147373,24039969.951054677,24039969.951054677
Q9QXD8,-0.7197,0.8753,0.0001,68059.43911978802,569516.4711599699,219521.55084459836,70985.37911725107,243905.8221714744,133524.1510765717,71467.71633894875,98724.95369394838,73768.89309804948,74951.27017871125,403220.0654607611
A0A0N4SWF5,0.0493,0.3494,0.0001,1073711.1203448914,1005515.6545329127,1028803.5503825492,986235.9189704505,1180203.6517744316,1154403.6465131824,1049893.7216461913,1087087.7028340427,1049893.7216461913,1133900.6619427863,1075207.668684411
Q0PD20,0.0764,0.382,0.0001,203475.4674257054,251055.14796794407,205305.46514534773,195822.80454996778,229163.68046088846,251700.9809328009,206850.43855292597,215158.80241597272,221011.3154902388,238936.1695934689,239369.87592441068
Q9QZI8,-0.0392,0.3403,0.0001,3741628.3106460217,3476974.597490265,3531534.173657205,3712477.6545762555,3609570.030773548,3729013.4313433543,3601537.507146413,3576625.479308757,3564263.8725287174,3350746.813498177,3289920.5546352286
P51660,-0.1013,0.5898,0.0001,11957934.016894842,12899889.90329763,12565649.797392352,15933452.648725376,11434155.74080397,10819416.0325565,15445136.43050683,11594892.479026437,12158114.781640133,11677663.227063099,10819416.0325565
E9Q7G0,-0.0296,0.3214,0.0001,18274452.820085824,17742290.449751962,18776450.45548578,18964416.83700552,18063005.100006614,17808053.80525712,18670699.582354438,17370391.971547484,18063005.100006614,17742290.449751962,18331562.58171438
Q8CH72,-0.0381,0.3152,0.0001,2900517.7592520807,2787955.753687051,2932969.8035798864,3006278.663638777,2851491.8597921464,2762372.1835032026,2985131.6699766973,2959371.764344349,2821890.4942034697,2675799.231140638,2724363.922978312
P55302,-0.0231,0.2553,0.0001,24629393.758246347,24603452.50556452,24771135.932531044,25286540.614594173,25206434.314909473,24429559.689262923,24652414.949410904,24335646.83351143,24108245.63532047,24920200.805606067,24629393.758246347
A0A1B0GS08,-0.0793,0.5512,0.0001,8738346.367110515,8614854.779385421,8591372.07338221,7776751.61948899,7123960.306942785,7045172.888989994,8933238.565950876,7254486.509228902,8633326.378289374,6720840.079961331,7831423.041817584
Q9CZY3,0.0465,0.3975,0.0001,3687696.6725077312,3820328.81558876,3597146.134183025,3804830.7554042656,3476974.597490265,3797906.9835380227,3597146.134183025,3705666.6086512213,3560338.8668421227,4113307.428428652,4022857.8502480113
Q8BGX2,0.0441,0.2879,0.0001,450736.5441402876,416498.1153995395,458201.21023785503,418675.02782952384,417110.51357656845,445741.06126218423,446401.13924081536,438467.1611655912,447387.09785651934,430144.5686418979,466802.83819093124
P40336,-0.0419,0.4001,0.0001,6742321.010234519,6582541.592394853,7099069.865894071,6922712.350284827,7055820.463656836,6490276.1279987795,7045172.888989994,7203426.622076678,6385960.05907714,6758415.562996213,6230442.53519325
F8WHW3,0.0452,0.3248,0.0001,1448888.6066644213,1326415.4263315094,1298637.8173363463,1339361.3653032186,1407534.8914728463,1442593.8720762823,1354166.278258179,1406518.9571416802,1412137.2748759883,1514340.6820273856,1318194.0432652324
Q8K1S4,-0.0679,0.3742,0.0001,268874.9467439264,255386.7261567263,277432.14066375635,284534.1433107798,292318.107341767,269395.5165259027,258090.14409504575,285773.8601269128,290338.35163412045,229650.96498735907,245407.86392611425
A0A0N4SW93,0.0377,0.2836,0.0001,1069140.4225867281,1039780.0906474555,1029880.4640887808,1032928.5798107448,1019379.9651522309,1045010.1352060582,1091492.6342632473,1103991.5707928967,1088292.5723047832,994589.8582959546,1073711.1203448914
P63141,0.0541,0.4916,0.0001,8933238.565950876,8094854.7423266815,8746866.243782336,7997788.709335034,8084558.567467622,8119056.42931362,9700517.93020472,8721164.309427448,8983337.514105832,7974404.218616231,8670217.479722211
Q2TPA8,0.0338,0.274,0.0001,2442159.966290945,2442159.966290945,2472475.1334529826,2445772.663208298,2413081.4087314354,2395107.527083203,2604155.955058229,2489671.062864477,2515747.262704686,2395107.527083203,2612438.6727520446
A2AG50,-0.0257,0.2829,0.0001,33040913.43467324,32342986.318245087,33807060.83264964,33595249.259691104,33253146.185176957,32846962.33126382,32774401.781059377,31657062.95896613,33081470.469219096,31896502.135111667,33539922.712832216
K3W4Q8,-0.0272,0.2919,0.0001,55104385.78477863,52585273.98735031,55349289.51666671,54431127.14423008,54657349.42707358,54431127.14423008,54042613.958009176,52999076.88604243,55238831.63410683,51619662.61190482,52232981.47313351
P68510,0.05,0.4976,0.0001,212676644.4420348,212676644.4420348,198466801.41432264,198466801.41432264,224150077.16802165,225933863.300402,203993683.1710984,209667449.0668549,203993683.1710984,240929325.53423053,215790496.01525173
P14131,0.1015,0.5502,0.0001,331895.90353603044,349186.43739781604,381900.04185885924,329282.47138407873,316640.95854081854,330497.8160367912,434788.3400772396,360308.2160134175,390793.9993891194,294503.94365678926,390329.6769568673
Q6ZWR4,0.066,0.3377,0.0001,194805.0091033638,166654.60911644992,189606.8667769983,185034.13437498393,192878.81476081937,177068.63200644514,188704.18643901398,194094.18599781927,209749.4574879841,209403.67766129322,188309.58677216707
A2A4P3,-0.0716,0.449,0.0001,637118.9178368163,547666.535202731,669134.8295241835,547666.535202731,588636.0593654098,581039.4324958071,609875.0193145867,550677.5493501102,500704.8112779691,565616.2142119162,607579.0944595666
Q9CQR6,0.0586,0.4797,0.0001,14495764.957054313,13340908.27905067,12442747.259572497,12194647.327009432,15094931.457776396,15337017.373409897,13916508.882888064,14337066.09295966,13999607.330648335,14137671.207600446,12730297.069847211
Q9DCH6,-0.0626,0.4116,0.0001,1096744.993280964,992515.6873394836,940511.5693189749,1017145.8606981657,1077534.13076736,1067112.3754535252,861432.4965637389,1082484.5670000468,968764.0802767061,966256.9973288275,943990.6969630722
Q8CFR5,0.0361,0.345,0.0001,5302555.502924871,5148831.273503789,5659773.669737385,5302555.502924871,5046351.637580198,5313722.870075205,5659773.669737385,5375804.683724764,5231535.446618415,5328348.790925265,5659773.669737385
P17665,-0.124,0.647,0.0001,5885899.242725405,7220558.218853986,9007112.259918848,7960829.897259192,8181768.363962436,6629475.274884243,5280279.578878436,7525487.194729334,6726782.446913616,8333514.024339317,7641752.065617517
D3Z6S5,-0.0666,0.407,0.0001,570981.2113429292,617420.5658983658,575984.8056532581,658127.4216728015,582470.3325478458,631558.9082505421,605585.3497756006,496161.20112850657,594011.7924516774,592737.3525749701,524203.36876431183
P70227,0.0647,0.3765,0.0001,433549.8370752147,384713.0007739388,391569.5326591217,355527.6795421627,338573.0745879419,377911.35691154224,428596.3685089472,372142.86463669734,413082.4553673453,385907.70714616776,413082.4553673453
Q62283,-0.0707,0.5088,0.0001,8834996.320965592,8443005.740215184,8772095.223010466,9540417.046292352,7925926.136746551,7895758.100076121,10062818.940222062,8143551.523245015,8536089.295199566,7254486.509228902,7852366.592134912
Q9CYU6,-0.049,0.3599,0.0001,1894792.314755076,1797064.9807924905,1891340.0415829828,2048283.5032269282,1846490.7851452515,1864909.0873542347,1990088.1206067752,1754031.0367357645,1831729.5850031667,1880354.825082372,1675920.2721123523
Q5U4C3,-0.1155,0.4782,0.0001,287619.7090452995,309008.80960727157,306914.6230704113,386322.32860132726,288790.6519778446,251055.14796794407,313815.8634463478,248146.1482615177,312952.80994277383,382632.0939346568,240719.59435908427
Q56A07,-0.0764,0.5511,0.0001,15562342.556781834,15127424.7305471,13886898.31131323,14735074.248192763,17249946.623554904,15592998.398755608,11594892.479026437,15914029.282208268,14238085.270471908,15292086.662521314,14525163.486552415
Q8VEK0,0.0448,0.4367,0.0001,14758269.154859595,14525163.486552415,15427549.901752237,13501157.368241386,15607054.950084155,15411853.905960796,13928892.286570704,15858271.407420546,14985316.493647998,15258059.832289813,15959356.918839872
Q03265,-0.0301,0.4791,0.0001,2169987766.1854973,2169987766.1854973,2169987766.1854973,2169987766.1854973,2069246990.9509366,2069246990.9509366,2169987766.1854973,2169987766.1854973,2169987766.1854973,1989379830.1679363,2069246990.9509366
Q78T81,-0.0668,0.3343,0.0001,166654.60911644992,176035.64600418188,166184.9537971014,187219.0409805844,169364.57889854675,155121.16820323688,185528.10216136285,150732.8697865071,168391.7428352089,172767.45785358312,159394.64060621415
Q3U2K8,0.0363,0.2954,0.0001,2435427.7160831005,2236076.264362026,2378855.611648462,2422872.583976212,2345782.9984862423,2359875.864694252,2520070.6211540923,2453941.7237169784,2426854.590799095,2295013.6080794656,2493872.983693273
Q8JZR2,-0.0462,0.3367,0.0001,1031230.8280530481,1053173.1694600615,1154403.6465131824,1048520.8194359927,999477.9958035605,1028803.5503825492,1087087.7028340427,987800.0557889707,1026501.6478165583,991393.061887842,1024850.2706005139
Q61553,-0.0485,0.4795,0.0001,169840652.85090297,166102256.72884005,178583396.9021167,169840652.85090297,157020915.5112315,158055570.41978553,182270430.22508568,162702431.01831287,167011716.45087475,152119259.0974383,154551141.65914258
P23818,0.0776,0.4916,0.0001,1907423.3728851178,1783272.3575097367,2005246.430023082,1505045.272392009,1891340.0415829828,1956846.16631771,1727423.3392560158,1990088.1206067752,2029827.8100452463,1712135.814115494,2101376.997111835
S4R1W5,0.0494,0.3485,0.0001,746993.2666917855,660330.6327435932,773392.5068256387,691570.9288961184,708957.1265854354,736320.4005181482,794802.4693438723,715658.0300415668,716352.5599457395,724327.6047823714,761101.404445421
Q01339,-0.0563,0.4217,0.0001,1481145.92515166,1798600.8714194982,1467574.1390939972,1522978.8512192199,1609984.2358550564,1523398.3295998124,1497414.288989134,1504255.2964952826,1529707.1124413689,1498396.965918066,1545320.5109737683
Q8CI51,-0.0276,0.3077,0.0001,9758712.493861452,9600258.001217116,9976263.63409217,9662512.66553079,10237676.966710439,9832130.6839577,9540417.046292352,9633680.13775345,9782000.280274041,9557829.427374734,9633680.13775345
P56212,0.0593,0.5443,0.0001,9207856.482228072,9197034.67672407,9499075.193515863,8915311.413082315,9861844.758479683,10453898.405419776,8338034.482355088,9651838.67044746,9582136.748672588,9905440.679594725,10453898.405419776
E9PXM6,-0.0923,0.3915,0.0001,144712.29470102765,139759.39319135007,136963.87260743618,133237.06582289186,155121.16820323688,154238.72386054715,135981.04761939554,119867.05709858752,125441.21466633325,156197.47662734237,107268.87405218692
Q8C878,0.041,0.4033,0.0001,11707248.990444915,10753920.286414562,10041286.90484937,9861844.758479683,10849859.032124769,11222492.138145838,11138744.106000489,11027835.311281202,11058080.028498279,10542065.311044632,10732454.946377866
Q9DAR7,-0.0316,0.3393,0.0001,14359488.189865112,14808112.623032603,14724129.828049576,15445136.43050683,15314665.894596985,14897583.481690383,14409819.533438303,14912714.427234514,13886898.31131323,14897583.481690383,14666239.497156184
Q91WA6,-0.1428,0.6324,0.0001,173206.1050799058,285773.8601269128,178714.44417040376,195203.1620280773,203042.1879663209,176756.61700445623,196718.7436464458,167569.0349467455,188704.18643901398,193569.8893313665,203475.4674257054
Q9D6E4,0.0746,0.3369,0.0001,121711.54737958139,103203.60094910114,118127.84049126321,105924.07648102497,99443.67735292425,106841.91435117186,122997.50076003555,114084.01285710318,119867.05709858752,108433.36431396825,121122.02794070875
E0CY63,0.0559,0.3898,0.0001,688736.0963504277,713737.0691230106,706098.908720831,689808.281700519,786628.49422763,767267.8644143918,705044.3455427436,690875.0429154496,761804.0604426123,817068.8596370597,730688.9255648999
A0A1D5RLG3,0.0583,0.3954,0.0001,634444.1226909113,629301.6851980408,605142.4842849676,570229.7616995826,609875.0193145867,618579.643028665,569516.4711599699,657748.4927542488,640532.5506044028,703283.9478234547,621376.3945532719
P54071,0.0452,0.45,0.0001,11497526.169538409,11146014.386388807,11916728.823400186,11122427.422645463,10684876.143704388,10415915.314482227,11617843.940493688,11617843.940493688,12095667.220525797,12120148.43245401,11957934.016894842
B1AV77,0.033,0.3532,0.0001,10770006.805964898,10969627.60504687,11232312.397654895,11607561.986474495,11138744.106000489,11105102.466912178,10980814.46306516,11279289.6968192,11367282.016957657,11594892.479026437,12108201.198097888
P12023,-0.0235,0.2567,0.0001,45887474.04723825,45887474.04723825,45464829.92985282,46237138.90534043,46662391.05641313,45887474.04723825,44992348.63261109,45887474.04723825,43972814.44332944,45309722.81279832,45760822.84424398
Q99LB2,0.0464,0.3254,0.0001,797266.6228900877,860684.7527748961,734271.9870241716,828137.1508254954,858572.6195416016,851868.6660673086,827885.9915036242,836127.3813234756,839524.208873392,885060.9491428704,816200.1706714223
Q9QYJ0,0.0247,0.2697,0.0001,21082809.971736267,20563270.916955736,20745806.736127038,20892394.4708282,21445166.376099527,21154582.70851685,21319125.343204066,21492463.502768114,20873694.101208217,21998630.816601872,21049549.03905109
D3Z4U0,0.0585,0.4009,0.0001,660916.317610921,755088.2164143288,686504.5558858454,637118.9178368163,715658.0300415668,706098.908720831,646043.3141611873,716352.5599457395,719774.7548616495,772588.3788988142,758662.1032514643
Q9JKR6,0.0292,0.3145,0.0001,24259922.555731416,24170185.573798202,23508657.121972695,23027370.962449227,23745302.51175711,23390798.96096462,23473187.71201323,24039969.951054677,24503598.33033673,24682857.445211228,25333677.464584857
P48318,0.0304,0.3251,0.0001,33689423.05452141,34128852.10907365,32934524.464709233,31938771.5380106,34490679.76882346,34767606.18931312,33040913.43467324,34990833.91075008,35237032.56499334,32846962.33126382,34076332.87002674
Q8BLF1,0.0373,0.3757,0.0001,9986239.863345668,9228620.640161242,8871205.056223374,8721164.309427448,9913246.406416917,9615237.62979662,9596852.366393471,9723492.779498033,9358536.839625329,9499075.193515863,9758712.493861452
Q8CH02,-0.062,0.4152,0.0001,892603.3452329341,864452.4702021537,867380.2570651362,843150.830240509,996676.6769715257,963221.4384928676,777163.5935771492,884417.1464433472,801409.1553738414,861432.4965637389,844914.8597564899
Q9CZ13,0.0542,0.5056,0.0001,71700627.86561468,69597438.61734097,72918690.22937676,70684325.94453284,65410257.81893721,62925124.69793508,72450073.53180532,73421283.0980105,72918690.22937676,77644984.56082685,77312717.36814237
A0A0G2JGY9,-0.0505,0.4585,0.0001,19769902.012448397,21154582.70851685,20892394.4708282,22730332.752465617,20544180.60799512,20108060.780768484,22933818.60792137,18746710.754069805,20391938.31776067,20136834.54446869,19497314.22415992
Q8C165,0.0763,0.3927,0.0001,200362.9245800802,192878.81476081937,212966.11493607916,176490.64851805737,210364.11024524504,207436.16653509063,215615.4171087555,232754.75990806127,213451.12814533012,180099.514553885,207436.16653509063
P51432,-0.0493,0.4357,0.0001,4621568.094129752,4732741.6090950025,5016786.676138178,5217842.181039336,4588808.537572914,4535868.980282875,5161002.993489408,4533002.3586245105,4514400.989722032,4822335.184355838,4482487.635988283
Q9D9K3,-0.0358,0.2727,0.0001,1063826.8411600727,1036352.815042893,1061844.596210633,1098134.0920588626,1090569.9326301427,1049893.7216461913,1058559.181803604,1073711.1203448914,1024850.2706005139,995454.7613168127,1063412.1707987338
O55229,0.0374,0.3526,0.0001,4817693.270832695,4639966.01197317,4401169.380797048,4754751.502694041,4777967.003854764,4951080.801083261,5072795.219413126,4799413.886412117,4654019.276211783,4786124.871614725,4552175.17949546
Z4YJW0,0.0765,0.3619,0.0001,126426.2435157615,148673.70338808277,128807.17414461415,153642.1824377409,156969.3386356985,151852.40467762703,146664.65387077312,136554.42472389023,166654.60911644992,151346.62135967438,151346.62135967438
A2A543,-0.0765,0.5375,0.0001,6100640.461441582,5540947.43495991,6335077.693876135,5499905.749988158,5328348.790925265,4923831.078278185,4512329.939740722,5766814.2394744,5951124.57423451,5621643.879802261,6020820.353349252
Q6P5E4,0.0374,0.3854,0.0001,14278916.374578085,13894916.914509233,13418951.861292643,13280701.13481143,14458434.743828679,14082295.751519902,13227041.563581698,14439299.884881422,14666239.497156184,14912714.427234514,14082295.751519902
P24270,0.0398,0.297,0.0001,1444036.9008414075,1460205.5274499212,1535710.85200569,1458881.4011356754,1500616.9504048205,1436023.8986117204,1463080.1350431489,1553094.1393774713,1509542.7453665836,1620941.0452890734,1548056.5294615498
Q64674,-0.0314,0.3147,0.0001,5777538.832454239,5877358.325414936,5474677.074452364,5717899.8134166105,5881298.042233749,5584438.989787536,5429509.290377799,5637504.491487005,5595221.072312296,5673588.39365314,5826627.054245326
Q8CJF7,-0.0967,0.561,0.0001,1040343.1172937211,991393.061887842,943990.6969630722,985304.7677571997,1307662.2885999875,1012756.6403510043,845518.7591819601,1056863.007159235,912642.5758015522,1107133.831224499,978169.7767183378
H3BIX2,0.1035,0.4701,0.0001,177068.63200644514,209403.67766129322,182733.4837380439,226949.171088508,242960.76596946537,188704.18643901398,262045.4063544635,228585.20070401207,226735.73511056945,233598.6222944772,200362.9245800802
P12657,0.0854,0.5255,0.0001,976023.8145174349,926444.6467068797,922694.4608602711,912642.5758015522,1122099.4654850732,1073711.1203448914,830139.1545593527,1151573.6053482946,1037467.9329918588,1057275.906492672,1038912.4176512664
Q99K10,-0.0426,0.3171,0.0001,1297658.932127604,1221163.7089896167,1267421.1116415602,1164355.6249303645,1196328.9419707255,1220329.785453253,1205371.6109284093,1244680.129832942,1184624.3212749737,1189271.7301214142,1119976.5001033824
Q9DBX2,-0.0461,0.3413,0.0001,1087087.7028340427,979125.2498306806,979125.2498306806,1051323.043406565,1000334.9480215635,960585.0977992072,1013945.9386358741,1016176.6135066424,1024027.355503579,944734.9735639374,967063.5753595824
Q80VD1,-0.0411,0.3268,0.0001,2040869.9022141322,2130485.971295922,2009501.092177217,2011665.0547867508,2040869.9022141322,1934180.683174251,1868634.9922355742,1947481.7326363295,1995148.092866882,2070858.6942765156,2124271.8360441774
Q3ZAR9,-0.0549,0.4094,0.0001,2604155.955058229,2489671.062864477,2609229.269768104,2586908.4554012334,2381196.1703869486,2460274.126918502,2787955.753687051,2390434.487964386,2440944.250652687,2222139.3369319113,2342071.9048870797
Q8BR90,0.0558,0.4337,0.0001,2501131.2628179872,2612438.6727520446,2356403.973886675,2264929.0051410315,2557112.097444347,2749400.915362075,2368075.1292214934,2426854.590799095,2518483.4088373156,2656674.2617034204,2617940.798524165
Q9JHS9,0.0868,0.6872,0.0001,6776773.424971375,6720840.079961331,7055820.463656836,7189678.104094759,7415972.724607408,7159187.8882403225,7009946.562049132,7036771.579354183,6982179.256168791,9366090.16519554,7263738.036506231
Q91WG2,-0.0376,0.3423,0.0001,3567294.3909130767,3586483.226271164,3467307.145931365,3593502.051528974,3628320.791587787,3487520.222821259,3737082.541232194,3338729.1698927796,3481551.661521187,3363578.558662501,3459871.2502506548
H3BJ30,-0.0484,0.4965,0.0001,10889765.631886872,10487343.628384318,11327675.812289447,11222492.138145838,10525484.574223159,10055933.684743477,11408075.3402684,10616122.22913052,11105102.466912178,9714575.65245246,10313562.36200582
A0A140T8S5,0.0591,0.4209,0.0001,907130.0829742826,934367.141723739,993709.2371106317,972241.0823093741,909166.3017257834,1107133.831224499,999477.9958035605,930502.6431530475,964935.11328244,974443.1542351709,921672.4895840635
Q8BVA2,0.0932,0.5062,0.0001,299643.10275389545,301023.5911523485,234158.0498953319,291733.7052349276,308652.3895589965,336214.41225855,264397.3075357545,318908.0982178231,285450.09299267124,326516.490786361,306348.12191820494
P26450,-0.0501,0.3702,0.0001,861432.4965637389,813786.1095136955,831618.6561884695,842264.4654484107,889147.6041607436,844914.8597564899,742245.8366348267,837915.0411093483,822185.0286007853,810793.0231091705,855816.4454098147
P17918,-0.0573,0.4498,0.0001,2241598.409024749,2262771.6771915266,2199058.5350349285,2518483.4088373156,2495799.7456564414,2442159.966290945,2245458.6374169197,2245458.6374169197,2167866.015818882,2311575.716038877,2104060.2343509197
Q9JMH6,-0.062,0.5969,0.0001,40562545.801242486,48263512.26071474,38566307.47175262,43081779.42831192,44794899.10824309,41857678.45081841,40113123.03528322,41217756.122694746,42007957.73095506,39381224.723710634,42991636.33445096
P32261,-0.0475,0.4581,0.0001,4666759.31400336,5054313.623318093,4772964.666472952,5155679.044587174,5292331.420722741,4961078.999448577,4618130.626860073,4837868.150685549,4588808.537572914,4905030.013508226,5059627.8370389
Q9CQA1,0.0652,0.3726,0.0001,286304.945278792,243501.55169051985,244439.37431045898,234554.04084584065,248848.13289777836,258090.14409504575,277432.14066375635,265070.55982617516,272130.5935819849,245887.2941208426,260956.96188302114
D3YW07,-0.0706,0.435,0.0001,344426.5972105457,308652.3895589965,351998.1239128974,366647.36401109083,339740.9451105075,335005.8400112874,320100.58923899464,298121.07349139533,365004.4372566085,328053.24392971216,309893.4979135327
Q8K0H5,0.9588,1.7419,0.0001,379848.94851705077,351998.1239128974,363283.9852753008,373885.87149689184,272130.5935819849,337443.37086233444,341444.4612631947,351182.3243353811,362894.1223748683,388207.65616225125,2287716.8274615747
Q921T2,0.0339,0.269,0.0001,1790273.8948615754,1718901.6543507718,1841425.447852567,1743087.6340683945,1849812.98457128,1838132.8670502987,1839874.0914143324,1831729.5850031667,1813352.6206760732,1815688.549169643,1851568.2025726088
A2ACG7,0.0484,0.404,0.0001,2908996.4294594997,2924499.22270773,2975765.035852317,2627552.481193095,2816403.3378046015,2701317.595376984,2943477.999898438,3057956.804295909,3052062.8699225313,3030881.051546589,2908996.4294594997
Q3YAB3,-0.0354,0.3598,0.0001,5625819.930415238,5584438.989787536,5519510.408097149,5694970.3843367705,5860321.575241175,5637504.491487005,5286273.918535855,5490435.381632478,5389681.607064035,5524084.0673881825,5802580.467749446
P63024,-0.1109,0.4699,0.0001,190566.86371970357,216295.2476359923,215615.4171087555,215615.4171087555,220588.30528008036,206489.9967632153,253487.51204581378,217688.22370397983,165245.48119871953,173861.7749365857,159944.19251632036
E9Q7C1,0.1095,0.4502,0.0001,65510.01405799683,63614.22887877835,61112.45968603106,63614.22887877835,66780.09520231503,78817.18669119093,70985.37911725107,59035.18533213799,74951.27017871125,70985.37911725107,60389.05252882015
E9PXB7,0.0657,0.4756,0.0001,1440148.91157637,1404173.84851804,1543964.363232511,1446110.4432086672,1471068.736752617,1578309.1904362692,1387781.9529815826,1526372.0380495805,1401198.5011115177,1730282.546996127,1553689.1395450875
Q9CWZ3,-0.0632,0.4871,0.0001,2636193.3074854426,2348686.35472936,2653690.643326603,2826899.5064469194,2681590.562888084,2453941.7237169784,2830407.840992926,2354107.4105499065,2542599.9059698866,2403491.344994188,2520070.6211540923
Q9D753,-0.0508,0.3942,0.0001,1625635.3010205918,1582174.1531610065,1615322.4269138454,1813352.6206760732,1590651.8898872621,1553094.1393774713,1700768.0421336044,1523398.3295998124,1602255.3172649327,1562473.1858400677,1593167.0550722668
P14094,0.0541,0.5599,0.0001,190262528.8138542,203993683.1710984,188152579.38758728,180045343.8453206,206591240.8706506,206591240.8706506,178583396.9021167,206591240.8706506,199288968.09735504,212676644.4420348,203993683.1710984
E9QK20,0.0684,0.4541,0.0001,606240.2120655226,584713.30489518,743506.90007865,626931.7920753241,626931.7920753241,642216.5094524545,739577.6023902497,667749.15680536,681085.9086509685,629301.6851980408,652932.3119268572
Q9CZB0,0.1463,0.7222,0.0001,606952.3174589092,577550.5428488131,498396.7612212044,567379.3332152731,724327.6047823714,677022.328610639,468057.0492505124,698991.5690406931,632600.4001349165,798327.9120850264,676102.820136014
O35900,-0.0745,0.592,0.0001,4166238.304079666,4854505.410656138,4065920.4212001422,4229374.238941788,4970038.508194878,4673049.264924726,4012600.821677583,4429490.7247212,3950138.8187731244,4329319.227376798,4009321.68287832
E9PZ19,-0.1599,0.8122,0.0001,1232204.0964219973,2097122.2852306957,1296570.594231253,1354166.278258179,1379894.4210392467,1192471.1352553412,1357114.045052195,1332365.7872815954,1455466.163565967,1167054.6658728514,1407534.8914728463
D3Z4U5,0.2568,0.9866,0.0001,1276599.5086446397,1312632.2339194294,1274284.39200922,1292802.3387956477,1319560.008076628,1297658.932127604,2751780.5218707696,1301825.4754875046,1326415.4263315094,1281156.4556074885,1329363.0607959768
Q3UFS4,-0.0753,0.4965,0.0001,574501.3129509591,641690.4203898018,699467.0485497068,590517.8300171999,580432.1186826747,571840.66666976,627996.4987545935,584713.30489518,569516.4711599699,525829.4886889983,637118.9178368163
P29341,0.0537,0.5219,0.0001,14999982.176896773,15663293.878388751,15411853.905960796,15465914.17825342,13856330.776787678,14337066.09295966,15155760.709893988,15147951.872500557,15710031.731817588,16757696.944308242,16848622.97630056
Q80U04,-0.0475,0.4452,0.0001,3992447.1811706442,3712477.6545762555,3863848.56596411,4375890.12658881,4049092.52205274,3975685.1594262146,3953633.4157790686,3880254.6033149688,3781822.5703166444,3826416.182313042,3804830.7554042656
P84075,-0.062,0.5585,0.0001,32202312.144227646,31792832.426338173,30740534.914312568,33396424.861180168,27865595.00419652,31146770.85820478,33396424.861180168,29411098.004094098,28413061.525406912,27751220.79527481,29296111.99726936
Q8CCH2,-0.072,0.4568,0.0001,414016.0466171514,403220.0654607611,464690.7896802818,460339.3470179852,396189.52297913854,378559.5177898944,451697.9112552131,404733.89307908894,389425.66933381674,392784.95787705295,425095.2399770965
Q61644,0.0281,0.3911,0.0001,523577812.4897845,518513178.20951504,523577812.4897845,511291378.90942603,511291378.90942603,523577812.4897845,556251871.3173226,511291378.90942603,523577812.4897845,523577812.4897845,529870196.0039366
