Accession,IPI_ID,UniProt_ID,qusm.1.1,qusm.1.2,qusm.2.1,qusm.2.2,qusm.3.1,qusm.3.2,qupm.1.1,qupm.1.2,qupm.2.1,qupm.2.2,qupm.3.1,qupm.3.2,37C_cond1.1.1,37C_cond1.1.2,37C_cond1.2.1,37C_cond1.2.2,37C_cond1.3.1,37C_cond1.3.2,37C_cond2.1.1,37C_cond2.1.2,37C_cond2.2.1,37C_cond2.2.2,37C_cond2.3.1,37C_cond2.3.2,44C_cond1.1.1,44C_cond1.2.1,44C_cond1.3.1,44C_cond2.1.1,44C_cond2.2.1,44C_cond2.3.1,47.6C_cond1.1.1,47.6C_cond1.2.1,47.6C_cond1.3.1,47.6C_cond2.1.1,47.6C_cond2.2.1,47.6C_cond2.3.1,50.5C_cond1.1.2,50.5C_cond1.2.2,50.5C_cond1.3.2,50.5C_cond2.1.2,50.5C_cond2.2.2,50.5C_cond2.3.2,53.4C_cond1.1.2,53.4C_cond1.2.2,53.4C_cond1.3.2,53.4C_cond2.1.2,53.4C_cond2.2.2,53.4C_cond2.3.2,56.5C_cond1.1.2,56.5C_cond1.2.2,56.5C_cond1.3.2,56.5C_cond2.1.2,56.5C_cond2.2.2,56.5C_cond2.3.2,59.1C_cond1.1.2,59.1C_cond1.2.2,59.1C_cond1.3.2,59.1C_cond2.1.2,59.1C_cond2.2.2,59.1C_cond2.3.2,62.2C_cond1.1.1,62.2C_cond1.2.1,62.2C_cond1.3.1,62.2C_cond2.1.1,62.2C_cond2.2.1,62.2C_cond2.3.1,65.6C_cond1.1.1,65.6C_cond1.2.1,65.6C_cond1.3.1,65.6C_cond2.1.1,65.6C_cond2.2.1,65.6C_cond2.3.1,meanlog2Ratio37C,meanlog2Ratio44C,meanlog2Ratio47.6C,meanlog2Ratio50.5C,meanlog2Ratio53.4C,meanlog2Ratio56.5C,meanlog2Ratio59.1C,meanlog2Ratio62.2C,meanlog2Ratio65.6C,meanStDev,pValue_less37C,pValue_less44C,pValue_less47.6C,pValue_less50.5C,pValue_less53.4C,pValue_less56.5C,pValue_less59.1C,pValue_less62.2C,pValue_less65.6C,pValue_greater37C,pValue_greater44C,pValue_greater47.6C,pValue_greater50.5C,pValue_greater53.4C,pValue_greater56.5C,pValue_greater59.1C,pValue_greater62.2C,pValue_greater65.6C,collation.log2Ratio,collation.pValue,collation.pvalue.count,collation.pValue.start,collation.ratio.count,collation.ratio.start,Meltpnt_cond1_1,Meltpnt_cond1_2,Meltpnt_cond1_3,Meltpnt_cond2_1,Meltpnt_cond2_2,Meltpnt_cond2_3,Rsq_cond1_1,Rsq_cond1_2,Rsq_cond1_3,Rsq_cond2_1,Rsq_cond2_2,Rsq_cond2_3,Plateau,Mean_dTm,dTm_pValue,Significance_in_plateau,distancescore,collation.pValue.corrected,pValue37C,pValue37C.corrected,fullfil_all_criteria_collation,fullfil_all_criteria_37
RALGPS2,IPI00334126.1,Q86X27,4,4,2,4,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1.092767276,1.242908348,0.815477522,1.23985349,1.06229713,0.985469477,1.314907814,0.872207833,0.886918931,1.215112095,0.974881067,0.89832173,1.012942736,0.865382953,0.830241191,1.189257416,1.142948447,1.010849137,0.902607024,0.923054082,0.826068966,1.227844943,1.087763824,0.837148579,1.122190504,0.866563095,0.85721319,1.183698277,1.189196347,0.776029335,0.981991562,0.799605376,0.877513829,0.994021762,0.850775644,0.972476124,0.969689766,0.862076115,0.938360643,0.980708535,1.15027357,0.96168049,0.502870182,0.548846855,0.582993599,0.669538207,0.666255461,0.692559693,0.323671835,0.310096858,0.423364274,0.374061775,0.352079599,0.480409273,0.087277202,0.021704007,0.305607805,0.233352735,0.130017051,0.085099446,0.155935394,0.31370352,0.191430634,0.15127938,0.804251453,0.595075754,0.987026997,0.901315664,0.73226024,0.923437712,0.823139559,0.987549538,0.998979817,0.195748547,0.404924246,0.012973003,0.098684336,0.26773976,0.076562288,0.176860441,0.012450462,0.001020183,0.505134154,0.000221468,3,7,2,8,61.38737475,63.049499,,62.30440882,62.13246493,64.88356713,0.833626332,0.834644584,,0.896578927,0.86380978,0.563726711,,0.888376754,0.544879934,,0.546027464,0.009797469,0.195748547,0.572773923,1,1
RAP1A,IPI00019345.1,P62834,1,2,1,1,1,7,1,2,1,1,1,6,1,1,1,1,1,1,0.95628804,1.037465679,1.074445732,0.843210311,0.981811668,0.996775231,1.064546014,1.222695818,1.221041128,1.047867682,1.259040363,1.191032086,1.134174995,1.312987249,1.280131107,1.190348357,1.199896676,1.227299113,0.909491258,0.754711841,0.953533253,0.845967989,0.828326138,0.795199927,0.682763538,0.641366457,0.818959765,0.691117782,0.639125098,0.735525103,0.628051308,0.713044905,0.735201696,0.673613012,0.621821746,0.694200955,0.939852877,1.143744201,0.93193959,0.947152833,1.132141552,0.80878611,1.959981421,1.756989256,1.648922602,1.952095672,2.130783147,1.678007216,0.680957904,0.689892902,0.498566836,0.689585795,0.672270915,0.617653408,-0.03083398,-0.005474091,-0.040335604,-0.077383106,-0.047507657,-0.059747008,-0.069341999,0.099229142,0.096615114,0.129754069,0.280003385,0.420918048,0.281017786,0.285450956,0.236415093,0.281475659,0.207506498,0.807481715,0.768360141,0.719996615,0.579081952,0.718982214,0.714549044,0.763584907,0.718524341,0.792493502,0.192518285,0.231639859,-0.069341999,0.214829347,3,5,1,7,,,65.57134269,,,,,,0.275743138,,,0.145435802,,,,,-0.150609317,,0.280003385,,0,0
RAP1B,IPI00015148.3,P61224,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,0.871322475,1.246940268,1.323135803,0.855731395,0.852563673,,0.879765352,1.250178242,1.433202801,0.830618118,1.380374458,1.121201075,1.072856475,1.492888017,1.27587362,1.041400567,1.35925999,1.13405667,1.204757561,1.147539221,,0.960660815,1.068499374,,1.211647329,1.123220948,,1.14586738,1.058598967,,1.099386449,1.091493183,,1.188873872,1.190716324,,1.519567668,1.43666406,,1.483790395,1.455634944,,2.094172762,2.710742207,2.580784727,2.113487219,2.325464268,1.949571405,1.44079663,1.612435316,1.473825831,1.45802839,1.556655009,1.559206387,0.013748316,-0.098068431,-0.116069736,-0.214800604,-0.083007678,0.119211846,-0.007723888,-0.204192344,0.01586864,0.124131789,0.536089637,0.282703627,0.046097057,0.152807026,0.009499264,0.983154524,0.410204618,0.116691505,0.641183078,0.463910363,0.717296373,0.953902943,0.847192974,0.990500736,0.016845476,0.589795382,0.883308495,0.358816922,0.119211846,0.148747384,3,3,1,6,,,,,,,0.539088368,0.154831089,0.171283754,0.652516936,0.257248913,0.682296696,37,,,1,0.078039937,,0.463910363,,0,0
RAP2B,IPI00018364.2,P61225,0,2,,1,1,3,0,2,,1,1,3,,1,,1,1,1,,0.77685767,,0.953958742,0.670101144,1.136699903,,,0.987983335,,,1.247210539,,,1.46149401,,,1.253830958,0.88336088,0.776436209,1.364351166,0.726077005,0.823421334,0.92661063,1.239908023,0.977906693,1.416517396,1.036150503,0.932572845,1.075182409,2.136925337,1.611905171,2.107988338,1.865359392,1.34980667,1.711657689,1.762265925,1.345652537,1.675642094,1.792320892,1.258158588,1.513651735,,,2.085720229,,,1.519444277,,,2.293670119,,,1.844883273,-0.206244204,0.336146412,-0.22110106,-0.252098946,-0.241748935,-0.250856549,-0.073091856,-0.457001886,-0.314128376,0.192481633,0.152440651,,,0.154267733,0.063442105,0.007113397,0.143449795,,,0.847559349,,,0.845732267,0.936557895,0.992886603,0.856550205,,,-0.250856549,0.012125343,3,5,1,6,,,,,,,0.566707387,0.805852489,0.232927584,0.790895274,0.974175313,0.475275214,37,,,1,-0.37072239,,0.152440651,,0,0
RAP2C,IPI00009607.1,Q9Y3L5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.791310642,1.096617134,0.770404709,1.065621228,1.051859401,0.912286132,1.000914825,1.49782883,1.67012252,1.07126818,0.966526955,1.36430554,0.97326067,0.527429052,1.529182763,0.794012,0.657483622,1.125959689,0.679876309,0.802091095,0.963032689,0.509182886,0.793266274,0.900745234,0.940847838,1.007832573,1.382761812,0.680234549,1.0817406,0.988078467,1.610586955,1.179580062,1.555829007,1.180294731,1.052079198,1.313869311,1.209467062,1.574398254,1.400455979,1.035164057,1.163702167,1.499096203,1.115553245,1.913484852,1.562411099,0.718099898,0.977399027,1.264547351,0.89993344,1.624537485,1.501270515,0.968174992,0.935279548,1.507087894,-0.091456782,-0.275259193,-0.139097731,-0.17650497,-0.283561896,-0.285777052,-0.187464791,-0.636612954,-0.228510121,0.309075108,0.183129615,0.160890245,0.305189815,0.143185723,0.139669194,0.038670131,0.175439546,0.039972441,0.253716744,0.816870385,0.839109755,0.694810185,0.856814277,0.860330806,0.961329869,0.824560454,0.960027559,0.746283256,-0.636612954,0.011643833,3,6,1,8,,,,,,,,0.559386481,,,,0.487972338,,,,,-0.838508737,,0.183129615,,0,0
RASGRP4,IPI00291367.4,Q8TDF6,,1,,,,,,1,,,,,,1,,,,,,1.60001066,,,,,,,,,,,,,,,,,0.654705918,,,0.788498579,,,0.575378497,,,0.229001804,,,0.070312201,,,0.169273575,,,0.164508467,,,0,,,,,,,,,,,,,,,0.678081517,,,0.268261136,-1.329152344,1.267509814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.84749499,,,50.3256513,,,0.922822483,,,0.993915897,,,59.29539078,-2.521843687,,,,,,,0,0
RCC2,IPI00465044.2,Q9P258,8,6,10,9,9,10,6,6,8,9,8,10,1,1,1,1,1,1,0.759766111,1.057664978,1.09698884,0.996280947,0.970166167,1.228549636,0.939731512,1.278766779,1.397390183,0.973551461,1.259003593,1.373894488,1.006906857,1.248638225,1.282153035,0.935977325,1.097355104,1.100134055,0.76040745,0.72325638,0.830238378,0.623814926,0.754327576,0.715787787,0.317502563,0.388072093,0.430485387,0.294680432,0.32906734,0.416689975,0.128826625,0.148095959,0.186990184,0.098256208,0.152330245,0.188431677,0.073801646,0.136622679,0.152315147,0.259019365,0.1497937,0.133474214,0.092128897,0.113230896,0.194006964,0.086264344,0.119365882,0.167681045,0.129833318,0.101634955,0.141812684,0.115483282,0.099381254,0.158744516,0.010990549,0.001358048,-0.170866323,-0.146321422,-0.130849566,0.025874557,0.810418353,-0.210388821,0.162720171,0.293125427,0.543788646,0.519321236,0.018931273,0.149990681,0.072930314,0.250993965,0.77720788,0.227802123,0.452936259,0.456211354,0.480678764,0.981068727,0.850009319,0.927069686,0.749006035,0.22279212,0.772197877,0.547063741,-0.170866323,0.009413684,3,3,1,3,51.81583166,52.04509018,52.44629259,50.78416834,51.7012024,51.75851703,0.995331651,0.920902228,0.881875852,0.981994157,0.96430958,0.924122192,54.76753507,-0.687775551,0.133011948,,-0.273722483,0.056201101,0.456211354,0.954231835,1,1
RCE1,IPI00031755.1,"Q9Y256,E9PI08",1,1,,,1,1,1,1,,,1,1,1,1,,,1,1,1.043338176,0.834096482,,,0.777088116,1.279533912,1.053104154,,1.589814821,1.241599468,,0.676466641,1.238283292,,1.227110078,0.902075009,,1.147841492,0.73647,,0.988056488,0.79302524,,0.644538409,0.643959105,,0.903257918,0.656523436,,0.632203916,0.593084692,,0.638684055,0.478676994,,0.521026937,0.468205945,,0.447536956,0.400746604,,0.252976877,0.334573425,,0.347659714,0.305934016,,0.279205265,0.187670176,,0.319616503,0.279594204,,0.182095602,-0.05218462,-0.49760816,-0.276681672,-0.254793583,-0.243435292,-0.301465069,-0.523727128,-0.222726042,-0.118255383,0.451506118,0.385163836,0.310594895,0.183867831,0.304585773,0.267222028,0.008150215,0.165250039,0.126664606,0.446230662,0.614836164,0.689405105,0.816132169,0.695414227,0.732777972,0.991849785,0.834749961,0.873335394,0.553769338,-0.301465069,0.008071628,3,6,1,6,56.17174349,,56.34368737,54.28036072,,54.85350701,0.875896335,,0.727725596,0.887847986,,0.798808813,61.81723447,-1.690781563,0.029914873,,-0.43209266,,0.385163836,,0,0
RECK,IPI00028082.1,O95980,20,14,17,20,20,17,19,13,16,19,18,15,1,1,1,1,1,1,0.985892743,1.017593128,0.998848981,0.949664152,1.031703294,0.986459565,1.080206153,1.026613608,1.01241065,1.077006005,1.04351844,1.02617193,1.059712906,1.00546176,0.965260439,1.038486957,1.011368878,1.020263663,0.935140714,0.858331767,0.918729546,0.940740087,0.906995614,0.93510173,0.942881343,0.808466284,0.893194861,0.959448007,0.878016711,0.890665935,0.87094963,0.744614308,0.812318744,0.878715281,0.753888894,0.847538174,0.848099299,0.763680189,0.766951399,0.807442432,0.795784476,0.820754907,0.291947236,0.44657635,0.479612391,0.464323536,0.476408205,0.513248061,0.311615692,0.265820748,0.34251898,0.308644716,0.243156427,0.334535305,-0.007691473,0.012920103,0.019737527,0.037885331,0.046699553,0.030632498,0.028783894,0.286833837,-0.058805082,0.080128163,0.33492869,0.862467823,0.699844606,0.890663457,0.832174214,0.907776848,0.685180061,0.863735125,0.119129684,0.66507131,0.137532177,0.300155394,0.109336543,0.167825786,0.092223152,0.314819939,0.136264875,0.880870316,0.030632498,0.052819095,3,4,1,6,59.78256513,61.55931864,62.53366733,60.98617234,61.96052104,62.93486974,0.952860869,0.937334137,0.976598935,0.971529299,0.950276282,0.969026136,,0.668670675,0.5334411,,-0.029375543,0.144709849,0.33492869,0.822701416,1,1
REEP5,IPI00024670.5,Q00765,,,2,,1,,,,2,,1,,,,1,,1,,,,1.012349158,,1.367787932,,,1.195176681,1.589821945,,1.206644236,1.70677109,,1.405054147,2.11777091,,1.328848979,2.032587823,,,,,,,,,,,,,,,,,,,,,,,,,,1.916104733,1.322126842,,1.667682584,1.113715607,,2.160626188,1.830743618,,1.987354155,1.287376809,0.234775763,0.058090428,-0.06983871,,,,,-0.223905706,-0.314297942,0.138384776,0.762467601,0.792566697,0.047990536,,,,,0.033390376,0.175805274,0.237532399,0.207433303,0.952009464,,,,,0.966609624,0.824194726,-0.223905706,0.033390376,1,6,1,8,,,,,,,,0.361397095,,,0.439699099,,,,,,-0.338040532,,0.237532399,,0,0
RELL1,IPI00216890.2,Q8IUW5,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0.882032114,0.967036859,0.835230802,0.833608543,0.969568411,0.875236909,1.106104569,0.948495707,0.976720149,1.069160476,0.934233828,1.132844797,1.069021891,0.877389819,1.074239444,1.104712829,0.867100031,0.967579487,0.975577113,0.693839766,0.748349826,0.882206922,0.813477092,0.777159393,0.801444752,0.693286785,0.723658628,0.764343191,0.606071605,0.681298976,1.152828059,0.964583512,0.929886659,1.06813926,0.865138062,0.994243676,1.035686223,0.968827435,0.922063518,1.146493514,0.962344164,0.875131557,0.898345714,0.657647865,0.775625893,0.756020293,0.784177855,0.809115182,0.33125109,0.332498575,0.304219844,0.355859032,0.275879289,0.373750271,-0.164767542,0.04768871,-0.040167683,0.046286015,-0.116455927,-0.056836257,0.020529402,0.022001311,0.043676671,0.154321871,0.004514515,0.687248377,0.2812763,0.644733192,0.048384742,0.270700544,0.607647581,0.552826946,0.591363543,0.995485485,0.312751623,0.7187237,0.355266808,0.951615258,0.729299456,0.392352419,0.447173054,0.408636457,-0.164767542,0.028669863,3,1,1,1,,65.05551102,64.13847695,,62.64829659,63.56533066,,0.442520494,0.646368932,,0.757613588,0.640065945,,-1.490180361,0.148341683,,-0.266326815,,0.004514515,,0,0
RENBP,IPI00796170.1,P51606,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
RER1,IPI00005728.2,Q9P0H9,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0.928597464,1.147162205,1.079055985,0.908327282,0.947889817,0.994990729,0.948448871,1.074381664,1.009694582,0.995888702,1.229117972,1.074932105,1.095797601,1.088172052,1.148182089,1.089080446,1.136889611,1.109636613,1.032957176,0.939349417,1.197279557,1.033730395,1.040148606,0.998688822,0.925977597,0.798190366,0.94360361,0.995384692,0.802017341,0.954094862,0.693111653,0.601512696,0.665233951,0.730169647,0.735323134,0.751726342,0.603573766,0.642624577,0.581758453,0.627423955,0.635811555,0.534890746,0.583629041,0.632181255,0.575873415,0.576425792,0.656472495,0.477153231,0.725835963,0.673474164,0.562540618,0.74476756,0.609277532,0.724358969,-0.003700877,0.118285966,0.001683504,-0.037839183,0.042376418,0.18042429,-0.026880812,-0.078273186,0.085790398,0.126941904,0.474066784,0.95450505,0.518086434,0.390821559,0.847149475,0.949715964,0.3267067,0.255528618,0.688526756,0.525933216,0.04549495,0.481913566,0.609178441,0.152850525,0.050284036,0.6732933,0.744471382,0.311473244,0.118285966,0.097155131,3,4,1,2,54.68156313,52.96212425,55.31202405,56.22905812,53.93647295,56.45831663,0.916343081,0.94122285,0.88353514,0.885955568,0.751224543,0.850064484,56.42965932,1.222712091,0.316247204,,0.076917171,,0.474066784,,0,0
RFTN1,IPI00749454.5,Q14699,2,1,,0,,1,2,1,,0,,1,1,1,,,,1,1.054829698,0.779061434,,,,1.210060176,1.099668066,,,1.083190817,,,1.410121393,,,1.532884924,,,1.331323473,,1.127184455,1.322252325,,1.282626939,0.485005245,,0.604766922,0.743076223,,0.698726025,0.084848303,,0.244581231,0.278058445,,0.306941632,0.267531205,,0.072621768,0.230887613,,0.222196228,0.264793505,,,0.408187252,,,0.326405626,,,0.174370421,,,-0.002700703,-0.0217807,0.12043003,0.088257179,0.411928751,1.020040543,0.70042198,0.624363394,-0.904510593,0.604399531,0.494912315,,,0.733169868,0.853893088,0.810177015,0.708311325,,,0.505087685,,,0.266830132,0.146106912,0.189822985,0.291688675,,,0.411928751,0.132775782,3,4,1,5,53.24869739,,53.47795591,53.47795591,,53.42064128,0.846646223,,0.963307058,0.841176092,,0.934089301,53.90781563,0.085971944,0.542504289,,0.433002213,,0.494912315,,0,0
RHBDF2,IPI00446876.3,Q6PJF5,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,0.996791765,1.059322127,1.11043206,1.026792767,1.042497632,1.114700023,0.981411157,1.143158328,1.091744472,0.975070557,1.107647829,1.195975865,1.053087259,1.066973857,1.129947869,1.038581195,0.998021094,1.044266058,0.806580556,0.85011257,0.851485217,0.785039473,0.834607746,0.836488715,0.743524607,0.671903348,0.662517721,0.731553827,0.590662353,0.653614839,0.536431295,0.459171329,0.409180391,0.508904387,0.439511512,0.486163842,0.453166353,0.456801495,0.300857484,0.430040952,0.391461744,0.326041845,0.169471226,0.220818836,0.248431784,0.185956426,0.22900425,0.242977061,0.12635064,0.150449079,0.202975795,0.126639394,0.126944181,0.178298165,0.080745201,0.025558674,-0.076720159,-0.030414806,-0.076284944,0.036525067,-0.060761952,0.051468583,-0.216048427,0.087474407,0.986687989,0.658645467,0.05835886,0.0098247,0.149343069,0.618199864,0.299316439,0.802449364,0.098495298,0.013312011,0.341354533,0.94164114,0.9901753,0.850656931,0.381800136,0.700683561,0.197550636,0.901504702,0.080745201,0.091258373,3,3,1,1,57.20340681,55.65591182,53.99378758,56.28637275,54.39498998,54.33767535,0.975527615,0.95291031,0.969914995,0.978992959,0.983549765,0.973622196,64.79759519,-0.611356045,0.616120557,,0.031393476,,0.013312011,,0,0
RHOA,IPI00478231.2,P61586,6,6,6,5,5,2,5,5,5,4,4,2,1,1,1,1,1,1,0.716333706,0.999701418,0.988678057,0.854528029,0.873224551,1.041251873,0.859660414,1.21677741,1.396789778,0.848266409,1.221342067,1.180711229,0.909863814,1.300966772,1.319834254,0.853729922,1.130066059,0.952591562,0.990484751,0.934232231,0.972200373,0.825959881,0.954637366,0.739118922,0.917070887,1.071201063,0.865690586,0.847255949,0.979498853,0.81934601,0.952421029,1.031840067,0.716159996,1.068263337,1.105679107,0.718629179,1.109361453,1.614975876,0.886917325,1.148349901,1.228473234,0.696761956,2.295118591,2.743149496,3.572961581,2.286348988,2.463453397,2.425137664,1.759789681,1.755870666,2.322013191,1.685163296,1.668737912,2.252530157,-0.143701828,-0.08543538,-0.255158325,-0.208779549,-0.107575874,0.090091634,-0.23098239,-0.239909298,-0.059924521,0.155752792,0.0697971,0.19587017,0.075539327,0.119689558,0.009128794,0.903497329,0.121578277,0.141909648,0.010085856,0.9302029,0.80412983,0.924460673,0.880310442,0.990871206,0.096502671,0.878421723,0.858090352,0.989914144,-0.107575874,0.004506763,3,3,1,5,,,,,,,0.621414923,0.329212815,0.226812314,0.649803527,0.421430333,0.543518521,37,,,1,-0.19697351,,0.0697971,0.328926407,0,1
RHOG,IPI00017342.1,P84095,1,3,1,3,,2,1,3,1,3,,2,1,1,1,1,,1,0.872136824,0.928633354,0.986946979,0.983912905,,0.933284206,0.936138511,1.151922504,,0.943315583,1.156279643,,1.228839378,1.406621359,,1.000098923,1.171136758,,1.035161244,1.053906658,1.163353896,0.94024715,1.006327964,0.964687229,0.92574222,1.06623977,1.169277366,0.961117202,0.834959815,1.010472988,0.705423674,0.848466167,0.998737962,0.79573032,0.990403816,0.951018761,0.915813856,1.299894025,1.206214068,1.004267892,1.203815521,1.109355542,0.502052751,0.49335546,,0.450249043,0.59105026,,0.194265782,0.271297113,,0.174893446,0.148162381,,-0.089231441,0.008232591,-0.280739059,-0.158515659,-0.169745939,0.108772304,-0.032841991,0.051768796,-0.512125048,0.168478791,0.026252164,0.896134581,0.018590155,0.05848765,0.145240422,0.823117048,0.365247486,0.577330047,0.195266922,0.973747836,0.103865419,0.981409845,0.94151235,0.854759578,0.176882952,0.634752514,0.422669953,0.804733078,-0.280739059,0.007590331,3,3,1,3,62.24709419,61.96052104,,62.0751503,62.24709419,,0.839914609,0.7136171,,0.956686218,0.784181848,,,0.057314629,0.76429774,,-0.406959327,,0.026252164,0.181889993,0,1
RHOT2,IPI00465059.4,Q8IXI1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,1,1,,0.903266065,0.89763307,1.026853362,1.045494202,1.202017595,,1.054591669,1.173467693,1.229372508,1.122842215,1.131706347,1.290371245,1.145806058,1.234484707,1.336194008,1.100153938,1.166671082,1.058981084,0.592252969,0.591002032,,0.465212727,0.598534458,,0.278131875,0.303883351,,0.370890219,0.327237473,,0.127498741,0.142683526,,0.103347814,0.117295235,,0.081638438,0.0994323,,0.09679926,0.111896892,,0.112232289,0.118613784,0.071367698,0.096711613,0.104421536,0.084020307,0.101384997,0.070195445,0.068336311,0.06553808,0.069910467,0.051697525,0.013058779,0.03601877,-0.158540407,-0.165025873,0.261021729,,,,,0.176405058,0.562588073,0.748167587,0.107895438,0.266681595,0.830150398,0.011029374,0.942970211,0.372014527,0.099018633,0.437411927,0.251832413,0.892104562,0.733318405,0.169849602,0.988970626,0.057029789,0.627985473,0.900981367,,,1,5,1,7,,50.95611222,,,51.12805611,59.7252505,,0.939138589,,,0.966826424,0.94907713,54.13707415,4.470541082,,1,,,0.437411927,,0,0
RNASE3,IPI00025427.2,P12724,,,,,,1,,,,,,1,,,,,,1,,,,,,1.454445611,,,,,,,,,,,,,,,1.083853546,,,1.082067585,,,0.615911161,,,0.718103103,,,0.292247675,,,0.189748193,,,0.158736199,,,0.17520918,,,,,,,,,,,,,0.540469348,,,-0.002379216,0.221468724,-0.623105402,0.1424472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.42064128,,,52.90480962,,,0.976484961,,,0.98867682,59.06613226,-0.515831663,,,,,,,0,0
RNASET2,IPI00855775.1,"D6RHI9,O00584,A0A087WZM2",4,4,3,3,5,3,4,4,3,3,5,3,1,1,1,1,1,1,0.994500224,1.118591658,1.015581249,1.044834867,0.862677489,0.97527684,1.136846543,1.18212267,1.09894017,1.088551357,1.265087166,1.011999416,1.233437831,1.15297024,1.28386397,1.097148308,1.034260174,1.247018265,0.919522834,0.931466768,1.15190685,0.935071788,0.953065981,0.960483651,0.872163047,0.945799328,1.031331168,0.965755258,0.956748709,0.949600002,0.705259553,0.778437823,0.662571824,0.68949036,0.714125771,0.667165293,0.553256639,0.805968509,0.629233152,0.596949981,0.757502377,0.577452082,0.417307742,0.444472241,0.540323228,0.397919998,0.435472412,0.497258483,0.442959696,0.307363057,0.506338962,0.423672324,0.260427358,0.410027194,-0.001652566,-0.0278918,-0.122564109,-0.06830919,0.014849956,-0.049020056,-0.034568436,-0.072657334,-0.202557737,0.108023453,0.487652853,0.354700056,0.046880424,0.27707846,0.567695046,0.170899409,0.340842239,0.054396813,0.052880078,0.512347147,0.645299944,0.953119576,0.72292154,0.432304954,0.829100591,0.659157761,0.945603187,0.947119922,-0.122564109,0.055776545,3,7,1,3,56.34368737,61.84589178,55.9997996,56.91683367,61.50200401,56.28637275,0.885445869,0.889035901,0.821839214,0.956743603,0.88579132,0.897253223,60.55631263,0.171943888,0.948625373,,-0.215148949,0.151772912,0.487652853,0.979772017,1,1
RNF149,IPI00175092.5,Q8NC42,,1,2,4,2,2,,1,2,4,2,2,,1,1,1,1,1,,0.63953216,1.103436269,1.00800328,1.04290431,1.045757068,,1.093026485,1.158176715,,1.176109627,1.154976431,,0.970444489,0.942505002,,1.04863627,0.870200522,0.958758787,0.680015542,0.837115187,0.780891775,0.679347267,0.626122783,0.608749962,0.603771705,0.55730009,0.551235117,0.601017315,0.489011676,0.366676998,0.336637751,0.317207024,0.48002577,0.364278076,0.405522651,0.087035031,0.332029773,0.164142894,0.428530564,0.307861722,0.18970388,,0.275455846,0.235666577,,0.257997043,0.263978083,,0.235221611,0.034176177,,0.268455184,0.073506357,-0.073250601,0.050851099,-0.001677818,-0.238814772,-0.112788016,0.285601022,0.799832262,0.034602218,0.19066065,0.313900228,0.319362771,0.737983402,0.495293861,0.096858488,0.087639526,0.959658328,0.799630831,0.583375544,0.804392712,0.680637229,0.262016598,0.504706139,0.903141512,0.912360474,0.040341672,0.200369169,0.416624456,0.195607288,0.285601022,0.106790735,3,6,1,6,54.79619238,52.33166333,53.59258517,50.95611222,52.04509018,52.10240481,0.981989685,0.970906452,0.967509055,0.998131742,0.959952512,0.955995404,58.66492986,-1.872277889,0.080191252,,0.279811271,,0.319362771,,0,0
RNPEP,IPI00642211.3,Q9H4A4,5,2,5,1,7,2,5,2,5,1,7,2,1,1,1,1,1,1,0.882291839,0.99820917,1.033873722,1.191030175,0.944944977,1.105134247,1.145628622,1.612016354,1.357925273,1.276990094,1.456118525,1.314787354,0.950637278,1.230466539,1.191740985,0.909638421,1.116978008,1.023661695,0.201491253,0.179226038,0.350904591,0.212002742,0.154231561,0.292570541,0.115977271,0.118696229,0.148924755,0.12978602,0.133901658,0.210727233,0.080116659,0.08172192,0.104569274,0.080936358,0.116157081,0.120271792,0.046821552,0.068905156,0.05751769,0.06189362,0.055067845,0.069443165,0.03294269,0.056579667,0.090730149,0.021126292,0.047231341,0.091695629,0.031652806,0.037972117,0.09319599,0.019160394,0.022135541,0.085382684,0.02992262,-0.0122351,-0.140846045,-0.13520361,0.500793189,,,,,0.142461461,0.671529972,0.451750696,0.04428393,0.163574093,0.935806763,0.882571774,0.673644248,0.130328019,0.06081203,0.328470028,0.548249304,0.95571607,0.836425907,0.064193237,0.117428226,0.326355752,0.869671981,0.93918797,-0.140846045,0.095345105,1,5,1,3,49.35130261,50.09639279,50.3256513,49.17935872,50.03907816,49.86713427,0.985748909,0.858006416,0.926227788,0.962344605,0.917355924,0.948779106,50.58356713,-0.229258517,0.592157895,,-0.237318484,0.219184148,0.328470028,0.820911231,1,1
